contest,candidate,votes,reporting_unit,county,ctv,municipality
PRESIDENT / VICE PRESIDENT,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",26,TOWN OF BUCHANAN W 1-9,OUTAGAMIE,T,BUCHANAN
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,10,TOWN OF BUCHANAN W 1-9,OUTAGAMIE,T,BUCHANAN
SPECIAL REPRESENTATIVE IN CONGRESS DISTRICT 8,DEM KRISTIN LYERLY,1827,TOWN OF BUCHANAN W 1-9,OUTAGAMIE,T,BUCHANAN
SPECIAL REPRESENTATIVE IN CONGRESS DISTRICT 8,REP TONY WIED,2428,TOWN OF BUCHANAN W 1-9,OUTAGAMIE,T,BUCHANAN
SPECIAL REPRESENTATIVE IN CONGRESS DISTRICT 8,WRITE-IN TOTALS,2,TOWN OF BUCHANAN W 1-9,OUTAGAMIE,T,BUCHANAN
UNITED STATES SENATOR,DEM TAMMY BALDWIN,1786,TOWN OF BUCHANAN W 1-9,OUTAGAMIE,T,BUCHANAN
UNITED STATES SENATOR,REP ERIC HOVDE,2406,TOWN OF BUCHANAN W 1-9,OUTAGAMIE,T,BUCHANAN
UNITED STATES SENATOR,IND PHIL ANDERSON,50,TOWN OF BUCHANAN W 1-9,OUTAGAMIE,T,BUCHANAN
UNITED STATES SENATOR,IND THOMAS LEAGER,49,TOWN OF BUCHANAN W 1-9,OUTAGAMIE,T,BUCHANAN
UNITED STATES SENATOR,WRITE-IN TOTALS,1,TOWN OF BUCHANAN W 1-9,OUTAGAMIE,T,BUCHANAN
REPRESENTATIVE IN CONGRESS DISTRICT 8,DEM KRISTIN LYERLY,1815,TOWN OF BUCHANAN W 1-9,OUTAGAMIE,T,BUCHANAN
REPRESENTATIVE IN CONGRESS DISTRICT 8,REP TONY WIED,2412,TOWN OF BUCHANAN W 1-9,OUTAGAMIE,T,BUCHANAN
REPRESENTATIVE IN CONGRESS DISTRICT 8,WRITE-IN TOTALS,3,TOWN OF BUCHANAN W 1-9,OUTAGAMIE,T,BUCHANAN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 2,DEM ALICIA SAUNDERS,1693,TOWN OF BUCHANAN W 1-9,OUTAGAMIE,T,BUCHANAN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 2,REP SHAE SORTWELL,2482,TOWN OF BUCHANAN W 1-9,OUTAGAMIE,T,BUCHANAN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 2,WRITE-IN TOTALS,1,TOWN OF BUCHANAN W 1-9,OUTAGAMIE,T,BUCHANAN
DISTRICT ATTORNEY OUTAGAMIE COUNTY,REP MINDY TEMPELIS,3285,TOWN OF BUCHANAN W 1-9,OUTAGAMIE,T,BUCHANAN
DISTRICT ATTORNEY OUTAGAMIE COUNTY,WRITE-IN TOTALS,50,TOWN OF BUCHANAN W 1-9,OUTAGAMIE,T,BUCHANAN
COUNTY CLERK OUTAGAMIE COUNTY,REP KELLY GERRITS,3404,TOWN OF BUCHANAN W 1-9,OUTAGAMIE,T,BUCHANAN
COUNTY CLERK OUTAGAMIE COUNTY,WRITE-IN TOTALS,40,TOWN OF BUCHANAN W 1-9,OUTAGAMIE,T,BUCHANAN
COUNTY TREASURER OUTAGAMIE COUNTY,REP ROCHELLE OSKEY,3373,TOWN OF BUCHANAN W 1-9,OUTAGAMIE,T,BUCHANAN
COUNTY TREASURER OUTAGAMIE COUNTY,WRITE-IN TOTALS,39,TOWN OF BUCHANAN W 1-9,OUTAGAMIE,T,BUCHANAN
REGISTER OF DEEDS OUTAGAMIE COUNTY,REP SARAH R. VAN CAMP,3390,TOWN OF BUCHANAN W 1-9,OUTAGAMIE,T,BUCHANAN
REGISTER OF DEEDS OUTAGAMIE COUNTY,WRITE-IN TOTALS,34,TOWN OF BUCHANAN W 1-9,OUTAGAMIE,T,BUCHANAN
STATE REFERENDUM QUESTION,YES,3158,TOWN OF BUCHANAN W 1-9,OUTAGAMIE,T,BUCHANAN
STATE REFERENDUM QUESTION,NO,960,TOWN OF BUCHANAN W 1-9,OUTAGAMIE,T,BUCHANAN
KAUKAUNA AREA SCHOOL DISTRICT REFERENDUM QUESTION,YES,542,TOWN OF BUCHANAN W 1-9,OUTAGAMIE,T,BUCHANAN
KAUKAUNA AREA SCHOOL DISTRICT REFERENDUM QUESTION,NO,357,TOWN OF BUCHANAN W 1-9,OUTAGAMIE,T,BUCHANAN
PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,807,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,1756,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,4,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER,12,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
PRESIDENT / VICE PRESIDENT,WGR JILL STEIN / RUDOLPH WARE,5,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
PRESIDENT / VICE PRESIDENT,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
PRESIDENT / VICE PRESIDENT,IND CORNEL WEST / MELINA ABDULLAH,2,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
PRESIDENT / VICE PRESIDENT,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",11,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,6,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
SPECIAL REPRESENTATIVE IN CONGRESS DISTRICT 8,DEM KRISTIN LYERLY,808,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
SPECIAL REPRESENTATIVE IN CONGRESS DISTRICT 8,REP TONY WIED,1763,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
SPECIAL REPRESENTATIVE IN CONGRESS DISTRICT 8,WRITE-IN TOTALS,2,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
UNITED STATES SENATOR,DEM TAMMY BALDWIN,806,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
UNITED STATES SENATOR,REP ERIC HOVDE,1735,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
UNITED STATES SENATOR,IND PHIL ANDERSON,33,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
UNITED STATES SENATOR,IND THOMAS LEAGER,23,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
UNITED STATES SENATOR,WRITE-IN TOTALS,1,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
REPRESENTATIVE IN CONGRESS DISTRICT 8,DEM KRISTIN LYERLY,814,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
REPRESENTATIVE IN CONGRESS DISTRICT 8,REP TONY WIED,1750,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
REPRESENTATIVE IN CONGRESS DISTRICT 8,WRITE-IN TOTALS,2,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 56,DEM EMILY TSEFFOS,765,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 56,REP DAVE MURPHY,1786,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 56,WRITE-IN TOTALS,2,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
DISTRICT ATTORNEY OUTAGAMIE COUNTY,REP MINDY TEMPELIS,2086,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
DISTRICT ATTORNEY OUTAGAMIE COUNTY,WRITE-IN TOTALS,19,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
COUNTY CLERK OUTAGAMIE COUNTY,REP KELLY GERRITS,2179,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
COUNTY CLERK OUTAGAMIE COUNTY,WRITE-IN TOTALS,17,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
COUNTY TREASURER OUTAGAMIE COUNTY,REP ROCHELLE OSKEY,2156,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
COUNTY TREASURER OUTAGAMIE COUNTY,WRITE-IN TOTALS,15,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
REGISTER OF DEEDS OUTAGAMIE COUNTY,REP SARAH R. VAN CAMP,2195,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
REGISTER OF DEEDS OUTAGAMIE COUNTY,WRITE-IN TOTALS,15,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
STATE REFERENDUM QUESTION,YES,2074,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
STATE REFERENDUM QUESTION,NO,425,TOWN OF CENTER W 1-5,OUTAGAMIE,T,CENTER
PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,197,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,446,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,1,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER,2,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
PRESIDENT / VICE PRESIDENT,WGR JILL STEIN / RUDOLPH WARE,0,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
PRESIDENT / VICE PRESIDENT,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
PRESIDENT / VICE PRESIDENT,IND CORNEL WEST / MELINA ABDULLAH,0,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
PRESIDENT / VICE PRESIDENT,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",3,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,0,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
SPECIAL REPRESENTATIVE IN CONGRESS DISTRICT 8,DEM KRISTIN LYERLY,214,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
SPECIAL REPRESENTATIVE IN CONGRESS DISTRICT 8,REP TONY WIED,433,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
SPECIAL REPRESENTATIVE IN CONGRESS DISTRICT 8,WRITE-IN TOTALS,0,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
UNITED STATES SENATOR,DEM TAMMY BALDWIN,199,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
UNITED STATES SENATOR,REP ERIC HOVDE,427,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
UNITED STATES SENATOR,IND PHIL ANDERSON,15,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
UNITED STATES SENATOR,IND THOMAS LEAGER,6,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
UNITED STATES SENATOR,WRITE-IN TOTALS,1,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
REPRESENTATIVE IN CONGRESS DISTRICT 8,DEM KRISTIN LYERLY,213,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
REPRESENTATIVE IN CONGRESS DISTRICT 8,REP TONY WIED,429,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
REPRESENTATIVE IN CONGRESS DISTRICT 8,WRITE-IN TOTALS,0,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
STATE SENATOR DISTRICT 2,DEM KELLY PETERSON,191,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
STATE SENATOR DISTRICT 2,REP ERIC WIMBERGER,450,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
STATE SENATOR DISTRICT 2,WRITE-IN TOTALS,1,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 5,DEM GREG SAMPSON,187,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 5,REP JOY GOEBEN,451,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 5,WRITE-IN TOTALS,0,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
DISTRICT ATTORNEY OUTAGAMIE COUNTY,REP MINDY TEMPELIS,531,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
DISTRICT ATTORNEY OUTAGAMIE COUNTY,WRITE-IN TOTALS,2,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
COUNTY CLERK OUTAGAMIE COUNTY,REP KELLY GERRITS,571,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
COUNTY CLERK OUTAGAMIE COUNTY,WRITE-IN TOTALS,1,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
COUNTY TREASURER OUTAGAMIE COUNTY,REP ROCHELLE OSKEY,567,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
COUNTY TREASURER OUTAGAMIE COUNTY,WRITE-IN TOTALS,4,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
REGISTER OF DEEDS OUTAGAMIE COUNTY,REP SARAH R. VAN CAMP,563,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
REGISTER OF DEEDS OUTAGAMIE COUNTY,WRITE-IN TOTALS,1,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
STATE REFERENDUM QUESTION,YES,511,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
STATE REFERENDUM QUESTION,NO,116,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
TOWN OF CICERO REFERENDUM QUESTION TOWN OF CICERO,YES,411,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
TOWN OF CICERO REFERENDUM QUESTION TOWN OF CICERO,NO,213,TOWN OF CICERO W 1 & 2,OUTAGAMIE,T,CICERO
PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,544,TOWN OF DALE W 1-4,OUTAGAMIE,T,DALE
PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,1349,TOWN OF DALE W 1-4,OUTAGAMIE,T,DALE
PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,4,TOWN OF DALE W 1-4,OUTAGAMIE,T,DALE
PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER,7,TOWN OF DALE W 1-4,OUTAGAMIE,T,DALE
PRESIDENT / VICE PRESIDENT,WGR JILL STEIN / RUDOLPH WARE,6,TOWN OF DALE W 1-4,OUTAGAMIE,T,DALE
PRESIDENT / VICE PRESIDENT,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,TOWN OF DALE W 1-4,OUTAGAMIE,T,DALE
PRESIDENT / VICE PRESIDENT,IND CORNEL WEST / MELINA ABDULLAH,1,TOWN OF DALE W 1-4,OUTAGAMIE,T,DALE
