contest,candidate,votes,reporting_unit,county,ctv,municipality
PRESIDENT OF THE UNITED STATES,DE LA CRUZ/GARCIA (PARTY FOR SOCIALISM & LIBERATION),0,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
PRESIDENT OF THE UNITED STATES,WEST/ABDULLAH (JUSTICE FOR ALL),0,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
PRESIDENT OF THE UNITED STATES,"KENNEDY, JR./SHANAHAN (WE THE PEOPLE)",8,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
PRESIDENT OF THE UNITED STATES,PETER SONSKI/LAUREN ONAK (IND) - REGISTERED WRITE IN,0,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX (IND) - REGISTERED WRITE IN,0,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ (IND) - REGISTERED WRITE IN,0,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
PRESIDENT OF THE UNITED STATES,DOUG JENKINS/KIMBERLY LALONDE - REGISTERED WRITE IN,0,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
PRESIDENT OF THE UNITED STATES,NA,0,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
PRESIDENT OF THE UNITED STATES,"ANDRÉ RAMONE MCNEIL, SR. - REGISTERED WRITE IN",0,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
PRESIDENT OF THE UNITED STATES,SCATTERING,1,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
"REPRESENTATIVE IN CONGRESS 8TH DISTRICT TERM JAN. 3, 2025 TO JAN. 3, 2027",KRISTIN LYERLY (DEM),307,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
"REPRESENTATIVE IN CONGRESS 8TH DISTRICT TERM JAN. 3, 2025 TO JAN. 3, 2027",TONY WIED (REP),866,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
"REPRESENTATIVE IN CONGRESS 8TH DISTRICT TERM JAN. 3, 2025 TO JAN. 3, 2027",SCATTERING,0,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
UNITED STATES SENATOR,TAMMY BALDWIN (DEM),285,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
UNITED STATES SENATOR,ERIC HOVDE (REP),863,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
UNITED STATES SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),16,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
UNITED STATES SENATOR,THOMAS LEAGER (AMERICA FIRST),17,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
UNITED STATES SENATOR,JOHN SCHIESS (IND) - REGISTERED WRITE IN,0,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
UNITED STATES SENATOR,SCATTERING,0,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
"REPRESENTATIVE IN CONGRESS 8TH DISTRICT TERM JAN. 3, 2025 TO JAN. 3, 2027",KRISTIN LYERLY (DEM),306,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
"REPRESENTATIVE IN CONGRESS 8TH DISTRICT TERM JAN. 3, 2025 TO JAN. 3, 2027",TONY WIED (REP),854,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
"REPRESENTATIVE IN CONGRESS 8TH DISTRICT TERM JAN. 3, 2025 TO JAN. 3, 2027",SCATTERING,0,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
STATE SENATOR DISTRICT 2,KELLY PETERSON (DEM),270,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
STATE SENATOR DISTRICT 2,ERIC WIMBERGER (REP),882,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
STATE SENATOR DISTRICT 2,SCATTERING,0,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 6,SHIRLEY HINZE (DEM),266,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 6,ELIJAH BEHNKE (REP),886,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 6,SCATTERING,1,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
DISTRICT ATTORNEY,GREG PARKER (REP),1000,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
DISTRICT ATTORNEY,SCATTERING,15,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
COUNTY CLERK,KARA SKARLUPKA (REP),1012,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
COUNTY CLERK,SCATTERING,10,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
COUNTY TREASURER,DEBRA K. WALLACE (REP),1013,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
COUNTY TREASURER,SCATTERING,10,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
REGISTER OF DEEDS,AMY DILLENBURG (REP),1008,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
REGISTER OF DEEDS,SCATTERING,10,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
REGISTER OF DEEDS,YES,993,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
REGISTER OF DEEDS,NO,130,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
REGISTER OF DEEDS,YES,77,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
REGISTER OF DEEDS,NO,72,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
REGISTER OF DEEDS,YES,79,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
REGISTER OF DEEDS,NO,71,ANGELICA T WDS 1-3,SHAWANO,T,ANGELICA
PRESIDENT OF THE UNITED STATES,HARRIS/WALZ (DEM),78,ANIWA T WD 1,SHAWANO,T,ANIWA
PRESIDENT OF THE UNITED STATES,TRUMP/VANCE (REP),249,ANIWA T WD 1,SHAWANO,T,ANIWA
PRESIDENT OF THE UNITED STATES,TERRY/BRODEN (CON),1,ANIWA T WD 1,SHAWANO,T,ANIWA
PRESIDENT OF THE UNITED STATES,OLIVER/TER MAAT (LIB),0,ANIWA T WD 1,SHAWANO,T,ANIWA
PRESIDENT OF THE UNITED STATES,STEIN/WARE (WGR),1,ANIWA T WD 1,SHAWANO,T,ANIWA
PRESIDENT OF THE UNITED STATES,DE LA CRUZ/GARCIA (PARTY FOR SOCIALISM & LIBERATION),0,ANIWA T WD 1,SHAWANO,T,ANIWA
PRESIDENT OF THE UNITED STATES,WEST/ABDULLAH (JUSTICE FOR ALL),0,ANIWA T WD 1,SHAWANO,T,ANIWA
PRESIDENT OF THE UNITED STATES,"KENNEDY, JR./SHANAHAN (WE THE PEOPLE)",0,ANIWA T WD 1,SHAWANO,T,ANIWA
PRESIDENT OF THE UNITED STATES,PETER SONSKI/LAUREN ONAK (IND) - REGISTERED WRITE IN,0,ANIWA T WD 1,SHAWANO,T,ANIWA
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX (IND) - REGISTERED WRITE IN,0,ANIWA T WD 1,SHAWANO,T,ANIWA
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ (IND) - REGISTERED WRITE IN,0,ANIWA T WD 1,SHAWANO,T,ANIWA
PRESIDENT OF THE UNITED STATES,DOUG JENKINS/KIMBERLY LALONDE - REGISTERED WRITE IN,0,ANIWA T WD 1,SHAWANO,T,ANIWA
PRESIDENT OF THE UNITED STATES,NA,0,ANIWA T WD 1,SHAWANO,T,ANIWA
PRESIDENT OF THE UNITED STATES,"ANDRÉ RAMONE MCNEIL, SR. - REGISTERED WRITE IN",0,ANIWA T WD 1,SHAWANO,T,ANIWA
PRESIDENT OF THE UNITED STATES,SCATTERING,1,ANIWA T WD 1,SHAWANO,T,ANIWA
"REPRESENTATIVE IN CONGRESS 8TH DISTRICT TERM JAN. 3, 2025 TO JAN. 3, 2027",KRISTIN LYERLY (DEM),78,ANIWA T WD 1,SHAWANO,T,ANIWA
"REPRESENTATIVE IN CONGRESS 8TH DISTRICT TERM JAN. 3, 2025 TO JAN. 3, 2027",TONY WIED (REP),249,ANIWA T WD 1,SHAWANO,T,ANIWA
"REPRESENTATIVE IN CONGRESS 8TH DISTRICT TERM JAN. 3, 2025 TO JAN. 3, 2027",SCATTERING,0,ANIWA T WD 1,SHAWANO,T,ANIWA
UNITED STATES SENATOR,TAMMY BALDWIN (DEM),82,ANIWA T WD 1,SHAWANO,T,ANIWA
UNITED STATES SENATOR,ERIC HOVDE (REP),238,ANIWA T WD 1,SHAWANO,T,ANIWA
UNITED STATES SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),5,ANIWA T WD 1,SHAWANO,T,ANIWA
UNITED STATES SENATOR,THOMAS LEAGER (AMERICA FIRST),4,ANIWA T WD 1,SHAWANO,T,ANIWA
UNITED STATES SENATOR,JOHN SCHIESS (IND) - REGISTERED WRITE IN,0,ANIWA T WD 1,SHAWANO,T,ANIWA
UNITED STATES SENATOR,SCATTERING,0,ANIWA T WD 1,SHAWANO,T,ANIWA
"REPRESENTATIVE IN CONGRESS 8TH DISTRICT TERM JAN. 3, 2025 TO JAN. 3, 2027",KRISTIN LYERLY (DEM),79,ANIWA T WD 1,SHAWANO,T,ANIWA
"REPRESENTATIVE IN CONGRESS 8TH DISTRICT TERM JAN. 3, 2025 TO JAN. 3, 2027",TONY WIED (REP),247,ANIWA T WD 1,SHAWANO,T,ANIWA
"REPRESENTATIVE IN CONGRESS 8TH DISTRICT TERM JAN. 3, 2025 TO JAN. 3, 2027",SCATTERING,0,ANIWA T WD 1,SHAWANO,T,ANIWA
DISTRICT 12,ANDI RICH (DEM),77,ANIWA T WD 1,SHAWANO,T,ANIWA
DISTRICT 12,MARY FELZKOWSKI (REP),249,ANIWA T WD 1,SHAWANO,T,ANIWA
DISTRICT 12,SCATTERING,0,ANIWA T WD 1,SHAWANO,T,ANIWA
DISTRICT 35,ELIZABETH MCCRANK (DEM),76,ANIWA T WD 1,SHAWANO,T,ANIWA
DISTRICT 35,CALVIN CALLAHAN (REP),248,ANIWA T WD 1,SHAWANO,T,ANIWA
DISTRICT 35,SCATTERING,0,ANIWA T WD 1,SHAWANO,T,ANIWA
DISTRICT ATTORNEY,GREG PARKER (REP),291,ANIWA T WD 1,SHAWANO,T,ANIWA
DISTRICT ATTORNEY,SCATTERING,0,ANIWA T WD 1,SHAWANO,T,ANIWA
COUNTY CLERK,KARA SKARLUPKA (REP),297,ANIWA T WD 1,SHAWANO,T,ANIWA
COUNTY CLERK,SCATTERING,0,ANIWA T WD 1,SHAWANO,T,ANIWA
COUNTY TREASURER,DEBRA K. WALLACE (REP),296,ANIWA T WD 1,SHAWANO,T,ANIWA
COUNTY TREASURER,SCATTERING,0,ANIWA T WD 1,SHAWANO,T,ANIWA
REGISTER OF DEEDS,AMY DILLENBURG (REP),292,ANIWA T WD 1,SHAWANO,T,ANIWA
REGISTER OF DEEDS,SCATTERING,0,ANIWA T WD 1,SHAWANO,T,ANIWA
REGISTER OF DEEDS,YES,280,ANIWA T WD 1,SHAWANO,T,ANIWA
REGISTER OF DEEDS,NO,44,ANIWA T WD 1,SHAWANO,T,ANIWA
REGISTER OF DEEDS,YES,53,ANIWA T WD 1,SHAWANO,T,ANIWA
REGISTER OF DEEDS,NO,80,ANIWA T WD 1,SHAWANO,T,ANIWA
PRESIDENT OF THE UNITED STATES,HARRIS/WALZ (DEM),271,BARTELME T WD 1,SHAWANO,T,BARTELME
PRESIDENT OF THE UNITED STATES,TRUMP/VANCE (REP),98,BARTELME T WD 1,SHAWANO,T,BARTELME
PRESIDENT OF THE UNITED STATES,TERRY/BRODEN (CON),0,BARTELME T WD 1,SHAWANO,T,BARTELME
PRESIDENT OF THE UNITED STATES,OLIVER/TER MAAT (LIB),0,BARTELME T WD 1,SHAWANO,T,BARTELME
PRESIDENT OF THE UNITED STATES,STEIN/WARE (WGR),2,BARTELME T WD 1,SHAWANO,T,BARTELME
PRESIDENT OF THE UNITED STATES,DE LA CRUZ/GARCIA (PARTY FOR SOCIALISM & LIBERATION),1,BARTELME T WD 1,SHAWANO,T,BARTELME
PRESIDENT OF THE UNITED STATES,WEST/ABDULLAH (JUSTICE FOR ALL),1,BARTELME T WD 1,SHAWANO,T,BARTELME
PRESIDENT OF THE UNITED STATES,"KENNEDY, JR./SHANAHAN (WE THE PEOPLE)",1,BARTELME T WD 1,SHAWANO,T,BARTELME
PRESIDENT OF THE UNITED STATES,PETER SONSKI/LAUREN ONAK (IND) - REGISTERED WRITE IN,0,BARTELME T WD 1,SHAWANO,T,BARTELME
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX (IND) - REGISTERED WRITE IN,0,BARTELME T WD 1,SHAWANO,T,BARTELME
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ (IND) - REGISTERED WRITE IN,0,BARTELME T WD 1,SHAWANO,T,BARTELME
PRESIDENT OF THE UNITED STATES,DOUG JENKINS/KIMBERLY LALONDE - REGISTERED WRITE IN,0,BARTELME T WD 1,SHAWANO,T,BARTELME
PRESIDENT OF THE UNITED STATES,NA,0,BARTELME T WD 1,SHAWANO,T,BARTELME
PRESIDENT OF THE UNITED STATES,"ANDRÉ RAMONE MCNEIL, SR. - REGISTERED WRITE IN",0,BARTELME T WD 1,SHAWANO,T,BARTELME
PRESIDENT OF THE UNITED STATES,SCATTERING,0,BARTELME T WD 1,SHAWANO,T,BARTELME
"REPRESENTATIVE IN CONGRESS 8TH DISTRICT TERM JAN. 3, 2025 TO JAN. 3, 2027",KRISTIN LYERLY (DEM),270,BARTELME T WD 1,SHAWANO,T,BARTELME
"REPRESENTATIVE IN CONGRESS 8TH DISTRICT TERM JAN. 3, 2025 TO JAN. 3, 2027",TONY WIED (REP),88,BARTELME T WD 1,SHAWANO,T,BARTELME
"REPRESENTATIVE IN CONGRESS 8TH DISTRICT TERM JAN. 3, 2025 TO JAN. 3, 2027",SCATTERING,0,BARTELME T WD 1,SHAWANO,T,BARTELME
UNITED STATES SENATOR,TAMMY BALDWIN (DEM),268,BARTELME T WD 1,SHAWANO,T,BARTELME
UNITED STATES SENATOR,ERIC HOVDE (REP),88,BARTELME T WD 1,SHAWANO,T,BARTELME
UNITED STATES SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),5,BARTELME T WD 1,SHAWANO,T,BARTELME
UNITED STATES SENATOR,THOMAS LEAGER (AMERICA FIRST),3,BARTELME T WD 1,SHAWANO,T,BARTELME
UNITED STATES SENATOR,JOHN SCHIESS (IND) - REGISTERED WRITE IN,0,BARTELME T WD 1,SHAWANO,T,BARTELME
UNITED STATES SENATOR,SCATTERING,0,BARTELME T WD 1,SHAWANO,T,BARTELME
"REPRESENTATIVE IN CONGRESS 8TH DISTRICT TERM JAN. 3, 2025 TO JAN. 3, 2027",KRISTIN LYERLY (DEM),274,BARTELME T WD 1,SHAWANO,T,BARTELME
"REPRESENTATIVE IN CONGRESS 8TH DISTRICT TERM JAN. 3, 2025 TO JAN. 3, 2027",TONY WIED (REP),86,BARTELME T WD 1,SHAWANO,T,BARTELME
"REPRESENTATIVE IN CONGRESS 8TH DISTRICT TERM JAN. 3, 2025 TO JAN. 3, 2027",SCATTERING,0,BARTELME T WD 1,SHAWANO,T,BARTELME
STATE SENATOR DISTRICT 2,KELLY PETERSON (DEM),266,BARTELME T WD 1,SHAWANO,T,BARTELME
STATE SENATOR DISTRICT 2,ERIC WIMBERGER (REP),93,BARTELME T WD 1,SHAWANO,T,BARTELME
STATE SENATOR DISTRICT 2,SCATTERING,0,BARTELME T WD 1,SHAWANO,T,BARTELME
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 6,SHIRLEY HINZE (DEM),267,BARTELME T WD 1,SHAWANO,T,BARTELME
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 6,ELIJAH BEHNKE (REP),88,BARTELME T WD 1,SHAWANO,T,BARTELME
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 6,SCATTERING,0,BARTELME T WD 1,SHAWANO,T,BARTELME
DISTRICT ATTORNEY,GREG PARKER (REP),173,BARTELME T WD 1,SHAWANO,T,BARTELME
DISTRICT ATTORNEY,SCATTERING,35,BARTELME T WD 1,SHAWANO,T,BARTELME
COUNTY CLERK,KARA SKARLUPKA (REP),197,BARTELME T WD 1,SHAWANO,T,BARTELME
COUNTY CLERK,SCATTERING,9,BARTELME T WD 1,SHAWANO,T,BARTELME
COUNTY TREASURER,DEBRA K. WALLACE (REP),197,BARTELME T WD 1,SHAWANO,T,BARTELME
COUNTY TREASURER,SCATTERING,7,BARTELME T WD 1,SHAWANO,T,BARTELME
REGISTER OF DEEDS,AMY DILLENBURG (REP),223,BARTELME T WD 1,SHAWANO,T,BARTELME
REGISTER OF DEEDS,SCATTERING,7,BARTELME T WD 1,SHAWANO,T,BARTELME
REGISTER OF DEEDS,YES,243,BARTELME T WD 1,SHAWANO,T,BARTELME
REGISTER OF DEEDS,NO,107,BARTELME T WD 1,SHAWANO,T,BARTELME
PRESIDENT OF THE UNITED STATES,HARRIS/WALZ (DEM),340,BELLE PLAINE T WDS 1-4,SHAWANO,T,BELLE PLAINE
PRESIDENT OF THE UNITED STATES,TRUMP/VANCE (REP),797,BELLE PLAINE T WDS 1-4,SHAWANO,T,BELLE PLAINE
PRESIDENT OF THE UNITED STATES,TERRY/BRODEN (CON),1,BELLE PLAINE T WDS 1-4,SHAWANO,T,BELLE PLAINE
PRESIDENT OF THE UNITED STATES,OLIVER/TER MAAT (LIB),1,BELLE PLAINE T WDS 1-4,SHAWANO,T,BELLE PLAINE
PRESIDENT OF THE UNITED STATES,STEIN/WARE (WGR),1,BELLE PLAINE T WDS 1-4,SHAWANO,T,BELLE PLAINE
PRESIDENT OF THE UNITED STATES,DE LA CRUZ/GARCIA (PARTY FOR SOCIALISM & LIBERATION),0,BELLE PLAINE T WDS 1-4,SHAWANO,T,BELLE PLAINE
PRESIDENT OF THE UNITED STATES,WEST/ABDULLAH (JUSTICE FOR ALL),0,BELLE PLAINE T WDS 1-4,SHAWANO,T,BELLE PLAINE
PRESIDENT OF THE UNITED STATES,"KENNEDY, JR./SHANAHAN (WE THE PEOPLE)",4,BELLE PLAINE T WDS 1-4,SHAWANO,T,BELLE PLAINE
PRESIDENT OF THE UNITED STATES,PETER SONSKI/LAUREN ONAK (IND) - REGISTERED WRITE IN,0,BELLE PLAINE T WDS 1-4,SHAWANO,T,BELLE PLAINE
PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX (IND) - REGISTERED WRITE IN,0,BELLE PLAINE T WDS 1-4,SHAWANO,T,BELLE PLAINE
PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ (IND) - REGISTERED WRITE IN,0,BELLE PLAINE T WDS 1-4,SHAWANO,T,BELLE PLAINE
PRESIDENT OF THE UNITED STATES,DOUG JENKINS/KIMBERLY LALONDE - REGISTERED WRITE IN,0,BELLE PLAINE T WDS 1-4,SHAWANO,T,BELLE PLAINE
PRESIDENT OF THE UNITED STATES,NA,0,BELLE PLAINE T WDS 1-4,SHAWANO,T,BELLE PLAINE
PRESIDENT OF THE UNITED STATES,"ANDRÉ RAMONE MCNEIL, SR. - REGISTERED WRITE IN",0,BELLE PLAINE T WDS 1-4,SHAWANO,T,BELLE PLAINE
PRESIDENT OF THE UNITED STATES,SCATTERING,4,BELLE PLAINE T WDS 1-4,SHAWANO,T,BELLE PLAINE
"REPRESENTATIVE IN CONGRESS 8TH DISTRICT TERM JAN. 3, 2025 TO JAN. 3, 2027",KRISTIN LYERLY (DEM),351,BELLE PLAINE T WDS 1-4,SHAWANO,T,BELLE PLAINE
"REPRESENTATIVE IN CONGRESS 8TH DISTRICT TERM JAN. 3, 2025 TO JAN. 3, 2027",TONY WIED (REP),783,BELLE PLAINE T WDS 1-4,SHAWANO,T,BELLE PLAINE
"REPRESENTATIVE IN CONGRESS 8TH DISTRICT TERM JAN. 3, 2025 TO JAN. 3, 2027",SCATTERING,0,BELLE PLAINE T WDS 1-4,SHAWANO,T,BELLE PLAINE
UNITED STATES SENATOR,TAMMY BALDWIN (DEM),355,BELLE PLAINE T WDS 1-4,SHAWANO,T,BELLE PLAINE
UNITED STATES SENATOR,ERIC HOVDE (REP),770,BELLE PLAINE T WDS 1-4,SHAWANO,T,BELLE PLAINE
UNITED STATES SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),7,BELLE PLAINE T WDS 1-4,SHAWANO,T,BELLE PLAINE
UNITED STATES SENATOR,THOMAS LEAGER (AMERICA FIRST),9,BELLE PLAINE T WDS 1-4,SHAWANO,T,BELLE PLAINE
UNITED STATES SENATOR,JOHN SCHIESS (IND) - REGISTERED WRITE IN,0,BELLE PLAINE T WDS 1-4,SHAWANO,T,BELLE PLAINE
UNITED STATES SENATOR,SCATTERING,0,BELLE PLAINE T WDS 1-4,SHAWANO,T,BELLE PLAINE
"REPRESENTATIVE IN CONGRESS 8TH DISTRICT TERM JAN. 3, 2025 TO JAN. 3, 2027",KRISTIN LYERLY (DEM),349,BELLE PLAINE T WDS 1-4,SHAWANO,T,BELLE PLAINE
"REPRESENTATIVE IN CONGRESS 8TH DISTRICT TERM JAN. 3, 2025 TO JAN. 3, 2027",TONY WIED (REP),784,BELLE PLAINE T WDS 1-4,SHAWANO,T,BELLE PLAINE
"REPRESENTATIVE IN CONGRESS 8TH DISTRICT TERM JAN. 3, 2025 TO JAN. 3, 2027",SCATTERING,0,BELLE PLAINE T WDS 1-4,SHAWANO,T,BELLE PLAINE
STATE SENATOR DISTRICT 2,KELLY PETERSON (DEM),314,BELLE PLAINE T WDS 1-4,SHAWANO,T,BELLE PLAINE
