contest,candidate,votes,reporting_unit,county,ctv,municipality
LINCOLN COUNTY DISTRICT ATTORNEY,WRITE-IN TOTALS,26,TOWN OF HARRISON WD 1-3,LINCOLN,T,HARRISON
COUNTY CLERK,REP CHRIS MARLOWE,537,TOWN OF HARRISON WD 1-3,LINCOLN,T,HARRISON
COUNTY CLERK,WRITE-IN TOTALS,14,TOWN OF HARRISON WD 1-3,LINCOLN,T,HARRISON
COUNTY TREASURER,REP ROBBIN GIGL,543,TOWN OF HARRISON WD 1-3,LINCOLN,T,HARRISON
COUNTY TREASURER,WRITE-IN TOTALS,12,TOWN OF HARRISON WD 1-3,LINCOLN,T,HARRISON
REGISTER OF DEEDS,REP SARAH KOSS,555,TOWN OF HARRISON WD 1-3,LINCOLN,T,HARRISON
REGISTER OF DEEDS,WRITE-IN TOTALS,8,TOWN OF HARRISON WD 1-3,LINCOLN,T,HARRISON
ELIGIBILITY TO VOTE.,YES,486,TOWN OF HARRISON WD 1-3,LINCOLN,T,HARRISON
ELIGIBILITY TO VOTE.,NO,140,TOWN OF HARRISON WD 1-3,LINCOLN,T,HARRISON
TOWN OF HARRISON REFERENDUM,YES,345,TOWN OF HARRISON WD 1-3,LINCOLN,T,HARRISON
TOWN OF HARRISON REFERENDUM,NO,270,TOWN OF HARRISON WD 1-3,LINCOLN,T,HARRISON
PRESIDENT / VICE PRESIDENT,DEM HARRIS / WALZ,275,TOWN OF KING WD 1-2,LINCOLN,T,KING
PRESIDENT / VICE PRESIDENT,REP TRUMP / VANCE,435,TOWN OF KING WD 1-2,LINCOLN,T,KING
PRESIDENT / VICE PRESIDENT,CON TERRY / BRODEN,0,TOWN OF KING WD 1-2,LINCOLN,T,KING
PRESIDENT / VICE PRESIDENT,LIB OLIVER / TER MAAT,2,TOWN OF KING WD 1-2,LINCOLN,T,KING
PRESIDENT / VICE PRESIDENT,WGP STEIN / WARE,0,TOWN OF KING WD 1-2,LINCOLN,T,KING
PRESIDENT / VICE PRESIDENT,IND DE LA CRUZ / GARCIA,0,TOWN OF KING WD 1-2,LINCOLN,T,KING
PRESIDENT / VICE PRESIDENT,IND WEST / ABDULLAH,0,TOWN OF KING WD 1-2,LINCOLN,T,KING
PRESIDENT / VICE PRESIDENT,"IND KENNEDY, JR. / SHANAHAN",1,TOWN OF KING WD 1-2,LINCOLN,T,KING
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,1,TOWN OF KING WD 1-2,LINCOLN,T,KING
UNITED STATES SENATOR,DEM TAMMY BALDWIN,272,TOWN OF KING WD 1-2,LINCOLN,T,KING
UNITED STATES SENATOR,REP ERIC HOVDE,426,TOWN OF KING WD 1-2,LINCOLN,T,KING
UNITED STATES SENATOR,IND PHIL ANDERSON,9,TOWN OF KING WD 1-2,LINCOLN,T,KING
UNITED STATES SENATOR,IND THOMAS LEAGER,2,TOWN OF KING WD 1-2,LINCOLN,T,KING
UNITED STATES SENATOR,WRITE-IN TOTALS,0,TOWN OF KING WD 1-2,LINCOLN,T,KING
REPRESENTATIVE IN CONGRESS DIST 7,DEM KYLE KILBOURN,251,TOWN OF KING WD 1-2,LINCOLN,T,KING
REPRESENTATIVE IN CONGRESS DIST 7,REP TOM TIFFANY,456,TOWN OF KING WD 1-2,LINCOLN,T,KING
REPRESENTATIVE IN CONGRESS DIST 7,WRITE-IN TOTALS,0,TOWN OF KING WD 1-2,LINCOLN,T,KING
STATE SENATOR DISTRICT 12,DEM ANDI RICH,236,TOWN OF KING WD 1-2,LINCOLN,T,KING
STATE SENATOR DISTRICT 12,REP MARY FELZKOWSKI,463,TOWN OF KING WD 1-2,LINCOLN,T,KING
STATE SENATOR DISTRICT 12,WRITE-IN TOTALS,1,TOWN OF KING WD 1-2,LINCOLN,T,KING
REPRESENTATIVE TO THE ASSEMBLY DIST 35,DEM ELIZABETH MCCRANK,251,TOWN OF KING WD 1-2,LINCOLN,T,KING
REPRESENTATIVE TO THE ASSEMBLY DIST 35,REP CALVIN CALLAHAN,438,TOWN OF KING WD 1-2,LINCOLN,T,KING
REPRESENTATIVE TO THE ASSEMBLY DIST 35,WRITE-IN TOTALS,0,TOWN OF KING WD 1-2,LINCOLN,T,KING
LINCOLN COUNTY DISTRICT ATTORNEY,DEM KRISTOPHER ELLIS,434,TOWN OF KING WD 1-2,LINCOLN,T,KING
LINCOLN COUNTY DISTRICT ATTORNEY,WRITE-IN TOTALS,14,TOWN OF KING WD 1-2,LINCOLN,T,KING
COUNTY CLERK,REP CHRIS MARLOWE,554,TOWN OF KING WD 1-2,LINCOLN,T,KING
COUNTY CLERK,WRITE-IN TOTALS,4,TOWN OF KING WD 1-2,LINCOLN,T,KING
COUNTY TREASURER,REP ROBBIN GIGL,544,TOWN OF KING WD 1-2,LINCOLN,T,KING
COUNTY TREASURER,WRITE-IN TOTALS,2,TOWN OF KING WD 1-2,LINCOLN,T,KING
REGISTER OF DEEDS,REP SARAH KOSS,543,TOWN OF KING WD 1-2,LINCOLN,T,KING
REGISTER OF DEEDS,WRITE-IN TOTALS,3,TOWN OF KING WD 1-2,LINCOLN,T,KING
ELIGIBILITY TO VOTE.,YES,511,TOWN OF KING WD 1-2,LINCOLN,T,KING
ELIGIBILITY TO VOTE.,NO,146,TOWN OF KING WD 1-2,LINCOLN,T,KING
PRESIDENT / VICE PRESIDENT,DEM HARRIS / WALZ,609,TOWN OF MERRILL WD 1-5,LINCOLN,T,MERRILL
PRESIDENT / VICE PRESIDENT,REP TRUMP / VANCE,1214,TOWN OF MERRILL WD 1-5,LINCOLN,T,MERRILL
PRESIDENT / VICE PRESIDENT,CON TERRY / BRODEN,2,TOWN OF MERRILL WD 1-5,LINCOLN,T,MERRILL
PRESIDENT / VICE PRESIDENT,LIB OLIVER / TER MAAT,3,TOWN OF MERRILL WD 1-5,LINCOLN,T,MERRILL
PRESIDENT / VICE PRESIDENT,WGP STEIN / WARE,3,TOWN OF MERRILL WD 1-5,LINCOLN,T,MERRILL
PRESIDENT / VICE PRESIDENT,IND DE LA CRUZ / GARCIA,2,TOWN OF MERRILL WD 1-5,LINCOLN,T,MERRILL
PRESIDENT / VICE PRESIDENT,IND WEST / ABDULLAH,0,TOWN OF MERRILL WD 1-5,LINCOLN,T,MERRILL
PRESIDENT / VICE PRESIDENT,"IND KENNEDY, JR. / SHANAHAN",6,TOWN OF MERRILL WD 1-5,LINCOLN,T,MERRILL
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,2,TOWN OF MERRILL WD 1-5,LINCOLN,T,MERRILL
UNITED STATES SENATOR,DEM TAMMY BALDWIN,642,TOWN OF MERRILL WD 1-5,LINCOLN,T,MERRILL
UNITED STATES SENATOR,REP ERIC HOVDE,1152,TOWN OF MERRILL WD 1-5,LINCOLN,T,MERRILL
UNITED STATES SENATOR,IND PHIL ANDERSON,20,TOWN OF MERRILL WD 1-5,LINCOLN,T,MERRILL
UNITED STATES SENATOR,IND THOMAS LEAGER,18,TOWN OF MERRILL WD 1-5,LINCOLN,T,MERRILL
UNITED STATES SENATOR,WRITE-IN TOTALS,1,TOWN OF MERRILL WD 1-5,LINCOLN,T,MERRILL
REPRESENTATIVE IN CONGRESS DIST 7,DEM KYLE KILBOURN,537,TOWN OF MERRILL WD 1-5,LINCOLN,T,MERRILL
REPRESENTATIVE IN CONGRESS DIST 7,REP TOM TIFFANY,1273,TOWN OF MERRILL WD 1-5,LINCOLN,T,MERRILL
REPRESENTATIVE IN CONGRESS DIST 7,WRITE-IN TOTALS,1,TOWN OF MERRILL WD 1-5,LINCOLN,T,MERRILL
STATE SENATOR DISTRICT 12,DEM ANDI RICH,501,TOWN OF MERRILL WD 1-5,LINCOLN,T,MERRILL
