contest,candidate,votes,reporting_unit,county,ctv,municipality
STATE SENATOR DISTRICT 14,REP JOAN A. BALLWEG,0,TOWN OF ARLINGTON,COLUMBIA,T,ARLINGTON
STATE SENATOR DISTRICT 14,WRITE-IN TOTALS,0,TOWN OF ARLINGTON,COLUMBIA,T,ARLINGTON
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 42,DEM MAUREEN MCCARVILLE,0,TOWN OF ARLINGTON,COLUMBIA,T,ARLINGTON
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 42,REP REBECCA WITHERSPOON,0,TOWN OF ARLINGTON,COLUMBIA,T,ARLINGTON
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 42,WRITE-IN TOTALS,0,TOWN OF ARLINGTON,COLUMBIA,T,ARLINGTON
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 42,PRECINCT ZERO REPORT - 10/04/2024 04:20PM PAGE 1 OF,75,TOWN OF ARLINGTON,COLUMBIA,T,ARLINGTON
DISTRICT ATTORNEY COLUMBIA,DEM BRENDA L. YASKAL,0,TOWN OF ARLINGTON,COLUMBIA,T,ARLINGTON
DISTRICT ATTORNEY COLUMBIA,WRITE-IN TOTALS,0,TOWN OF ARLINGTON,COLUMBIA,T,ARLINGTON
COUNTY CLERK COLUMBIA,REP SUE MOLL,0,TOWN OF ARLINGTON,COLUMBIA,T,ARLINGTON
COUNTY CLERK COLUMBIA,WRITE-IN TOTALS,0,TOWN OF ARLINGTON,COLUMBIA,T,ARLINGTON
COUNTY TREASURER COLUMBIA,REP STACY L. OPALEWSKI,0,TOWN OF ARLINGTON,COLUMBIA,T,ARLINGTON
COUNTY TREASURER COLUMBIA,WRITE-IN TOTALS,0,TOWN OF ARLINGTON,COLUMBIA,T,ARLINGTON
REGISTER OF DEEDS COLUMBIA,REP CHRISTINE M. CLARK,0,TOWN OF ARLINGTON,COLUMBIA,T,ARLINGTON
REGISTER OF DEEDS COLUMBIA,WRITE-IN TOTALS,0,TOWN OF ARLINGTON,COLUMBIA,T,ARLINGTON
STATE REFERENDUM QUESTION 1,YES,0,TOWN OF ARLINGTON,COLUMBIA,T,ARLINGTON
STATE REFERENDUM QUESTION 1,NO,0,TOWN OF ARLINGTON,COLUMBIA,T,ARLINGTON
STATE REFERENDUM QUESTION 1,PRECINCT ZERO REPORT - 10/04/2024 04:20PM PAGE 2 OF,75,TOWN OF ARLINGTON,COLUMBIA,T,ARLINGTON
PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
PRESIDENT / VICE PRESIDENT,WGR JILL STEIN / RUDOLPH WARE,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
PRESIDENT / VICE PRESIDENT,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
PRESIDENT / VICE PRESIDENT,IND CORNEL WEST / MELINA ABDULLAH,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
PRESIDENT / VICE PRESIDENT,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
UNITED STATES SENATOR,DEM TAMMY BALDWIN,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
UNITED STATES SENATOR,REP ERIC HOVDE,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
UNITED STATES SENATOR,IND PHIL ANDERSON,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
UNITED STATES SENATOR,IND THOMAS LEAGER,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
UNITED STATES SENATOR,WRITE-IN TOTALS,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
REPRESENTATIVE IN CONGRESS DISTRICT 6,DEM JOHN ZARBANO,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
REPRESENTATIVE IN CONGRESS DISTRICT 6,REP GLENN GROTHMAN,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
REPRESENTATIVE IN CONGRESS DISTRICT 6,WRITE-IN TOTALS,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
STATE SENATOR DISTRICT 14,DEM SARAH KEYESKI,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
STATE SENATOR DISTRICT 14,REP JOAN A. BALLWEG,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
STATE SENATOR DISTRICT 14,WRITE-IN TOTALS,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 40,DEM KAREN DESANTO,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 40,REP JERRY HELMER,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 40,WRITE-IN TOTALS,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 40,PRECINCT ZERO REPORT - 10/04/2024 04:20PM PAGE 3 OF,75,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
DISTRICT ATTORNEY COLUMBIA,DEM BRENDA L. YASKAL,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
DISTRICT ATTORNEY COLUMBIA,WRITE-IN TOTALS,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
COUNTY CLERK COLUMBIA,REP SUE MOLL,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
COUNTY CLERK COLUMBIA,WRITE-IN TOTALS,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
COUNTY TREASURER COLUMBIA,REP STACY L. OPALEWSKI,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
COUNTY TREASURER COLUMBIA,WRITE-IN TOTALS,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
REGISTER OF DEEDS COLUMBIA,REP CHRISTINE M. CLARK,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
REGISTER OF DEEDS COLUMBIA,WRITE-IN TOTALS,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
STATE REFERENDUM QUESTION 1,YES,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
STATE REFERENDUM QUESTION 1,NO,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
BARABOO SD REF QUESTION SCHOOL DISTRICT OF BARABOO,YES,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
BARABOO SD REF QUESTION SCHOOL DISTRICT OF BARABOO,NO,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
PORTAGE SD REF QUESTION PORTAGE COMMUNITY SCHOOL DISTRICT,YES,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
PORTAGE SD REF QUESTION PORTAGE COMMUNITY SCHOOL DISTRICT,NO,0,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
PORTAGE SD REF QUESTION PORTAGE COMMUNITY SCHOOL DISTRICT,PRECINCT ZERO REPORT - 10/04/2024 04:20PM PAGE 4 OF,75,TOWN OF CALEDONIA,COLUMBIA,T,CALEDONIA
PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
PRESIDENT / VICE PRESIDENT,WGR JILL STEIN / RUDOLPH WARE,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
PRESIDENT / VICE PRESIDENT,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
PRESIDENT / VICE PRESIDENT,IND CORNEL WEST / MELINA ABDULLAH,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
PRESIDENT / VICE PRESIDENT,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
UNITED STATES SENATOR,DEM TAMMY BALDWIN,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
UNITED STATES SENATOR,REP ERIC HOVDE,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
UNITED STATES SENATOR,IND PHIL ANDERSON,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
UNITED STATES SENATOR,IND THOMAS LEAGER,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
UNITED STATES SENATOR,WRITE-IN TOTALS,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
REPRESENTATIVE IN CONGRESS DISTRICT 6,DEM JOHN ZARBANO,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
REPRESENTATIVE IN CONGRESS DISTRICT 6,REP GLENN GROTHMAN,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
REPRESENTATIVE IN CONGRESS DISTRICT 6,WRITE-IN TOTALS,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
STATE SENATOR DISTRICT 14,DEM SARAH KEYESKI,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
STATE SENATOR DISTRICT 14,REP JOAN A. BALLWEG,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
STATE SENATOR DISTRICT 14,WRITE-IN TOTALS,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 42,DEM MAUREEN MCCARVILLE,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 42,REP REBECCA WITHERSPOON,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 42,WRITE-IN TOTALS,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 42,PRECINCT ZERO REPORT - 10/04/2024 04:20PM PAGE 5 OF,75,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
DISTRICT ATTORNEY COLUMBIA,DEM BRENDA L. YASKAL,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
DISTRICT ATTORNEY COLUMBIA,WRITE-IN TOTALS,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
COUNTY CLERK COLUMBIA,REP SUE MOLL,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
COUNTY CLERK COLUMBIA,WRITE-IN TOTALS,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
COUNTY TREASURER COLUMBIA,REP STACY L. OPALEWSKI,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
COUNTY TREASURER COLUMBIA,WRITE-IN TOTALS,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
REGISTER OF DEEDS COLUMBIA,REP CHRISTINE M. CLARK,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
REGISTER OF DEEDS COLUMBIA,WRITE-IN TOTALS,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
STATE REFERENDUM QUESTION 1,YES,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
STATE REFERENDUM QUESTION 1,NO,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
FALL RIVER SD REF QUESTION 1 FALL RIVER SCHOOL DISTRICT,YES,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
FALL RIVER SD REF QUESTION 1 FALL RIVER SCHOOL DISTRICT,NO,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
FALL RIVER SD REF QUESTION 2 FALL RIVER SCHOOL DISTRICT,YES,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
FALL RIVER SD REF QUESTION 2 FALL RIVER SCHOOL DISTRICT,NO,0,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
FALL RIVER SD REF QUESTION 2 FALL RIVER SCHOOL DISTRICT,PRECINCT ZERO REPORT - 10/04/2024 04:20PM PAGE 6 OF,75,TOWN OF COLUMBUS,COLUMBIA,T,COLUMBUS
PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
PRESIDENT / VICE PRESIDENT,WGR JILL STEIN / RUDOLPH WARE,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
PRESIDENT / VICE PRESIDENT,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
PRESIDENT / VICE PRESIDENT,IND CORNEL WEST / MELINA ABDULLAH,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
PRESIDENT / VICE PRESIDENT,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
UNITED STATES SENATOR,DEM TAMMY BALDWIN,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
UNITED STATES SENATOR,REP ERIC HOVDE,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
UNITED STATES SENATOR,IND PHIL ANDERSON,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
UNITED STATES SENATOR,IND THOMAS LEAGER,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
UNITED STATES SENATOR,WRITE-IN TOTALS,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
REPRESENTATIVE IN CONGRESS DISTRICT 6,DEM JOHN ZARBANO,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
REPRESENTATIVE IN CONGRESS DISTRICT 6,REP GLENN GROTHMAN,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
REPRESENTATIVE IN CONGRESS DISTRICT 6,WRITE-IN TOTALS,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 39,DEM CHRIS GORDON,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 39,REP ALEX DALLMAN,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 39,WRITE-IN TOTALS,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
DISTRICT ATTORNEY COLUMBIA,DEM BRENDA L. YASKAL,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
DISTRICT ATTORNEY COLUMBIA,WRITE-IN TOTALS,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
COUNTY CLERK COLUMBIA,REP SUE MOLL,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
COUNTY CLERK COLUMBIA,WRITE-IN TOTALS,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
COUNTY CLERK COLUMBIA,PRECINCT ZERO REPORT - 10/04/2024 04:20PM PAGE 7 OF,75,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
COUNTY TREASURER COLUMBIA,REP STACY L. OPALEWSKI,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
COUNTY TREASURER COLUMBIA,WRITE-IN TOTALS,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
REGISTER OF DEEDS COLUMBIA,REP CHRISTINE M. CLARK,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
REGISTER OF DEEDS COLUMBIA,WRITE-IN TOTALS,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
STATE REFERENDUM QUESTION 1,YES,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
STATE REFERENDUM QUESTION 1,NO,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
FALL RIVER SD REF QUESTION 1 FALL RIVER SCHOOL DISTRICT,YES,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
FALL RIVER SD REF QUESTION 1 FALL RIVER SCHOOL DISTRICT,NO,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
FALL RIVER SD REF QUESTION 2 FALL RIVER SCHOOL DISTRICT,YES,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
FALL RIVER SD REF QUESTION 2 FALL RIVER SCHOOL DISTRICT,NO,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
RIO SD REF QUESTION RIO COMMUNITY SCHOOL DISTRICT,YES,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
RIO SD REF QUESTION RIO COMMUNITY SCHOOL DISTRICT,NO,0,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
RIO SD REF QUESTION RIO COMMUNITY SCHOOL DISTRICT,PRECINCT ZERO REPORT - 10/04/2024 04:20PM PAGE 8 OF,75,TOWN OF COURTLAND,COLUMBIA,T,COURTLAND
PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
PRESIDENT / VICE PRESIDENT,WGR JILL STEIN / RUDOLPH WARE,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
PRESIDENT / VICE PRESIDENT,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
PRESIDENT / VICE PRESIDENT,IND CORNEL WEST / MELINA ABDULLAH,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
PRESIDENT / VICE PRESIDENT,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
UNITED STATES SENATOR,DEM TAMMY BALDWIN,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
UNITED STATES SENATOR,REP ERIC HOVDE,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
UNITED STATES SENATOR,IND PHIL ANDERSON,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
UNITED STATES SENATOR,IND THOMAS LEAGER,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
UNITED STATES SENATOR,WRITE-IN TOTALS,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
REPRESENTATIVE IN CONGRESS DISTRICT 6,DEM JOHN ZARBANO,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
REPRESENTATIVE IN CONGRESS DISTRICT 6,REP GLENN GROTHMAN,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
REPRESENTATIVE IN CONGRESS DISTRICT 6,WRITE-IN TOTALS,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
STATE SENATOR DISTRICT 14,DEM SARAH KEYESKI,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
STATE SENATOR DISTRICT 14,REP JOAN A. BALLWEG,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
STATE SENATOR DISTRICT 14,WRITE-IN TOTALS,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 42,DEM MAUREEN MCCARVILLE,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 42,REP REBECCA WITHERSPOON,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 42,WRITE-IN TOTALS,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 42,PRECINCT ZERO REPORT - 10/04/2024 04:20PM PAGE 9 OF,75,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
DISTRICT ATTORNEY COLUMBIA,DEM BRENDA L. YASKAL,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
DISTRICT ATTORNEY COLUMBIA,WRITE-IN TOTALS,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
COUNTY CLERK COLUMBIA,REP SUE MOLL,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
COUNTY CLERK COLUMBIA,WRITE-IN TOTALS,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
COUNTY TREASURER COLUMBIA,REP STACY L. OPALEWSKI,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
COUNTY TREASURER COLUMBIA,WRITE-IN TOTALS,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
REGISTER OF DEEDS COLUMBIA,REP CHRISTINE M. CLARK,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
REGISTER OF DEEDS COLUMBIA,WRITE-IN TOTALS,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
STATE REFERENDUM QUESTION 1,YES,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
STATE REFERENDUM QUESTION 1,NO,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
PORTAGE SD REF QUESTION PORTAGE COMMUNITY SCHOOL DISTRICT,YES,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
PORTAGE SD REF QUESTION PORTAGE COMMUNITY SCHOOL DISTRICT,NO,0,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
PORTAGE SD REF QUESTION PORTAGE COMMUNITY SCHOOL DISTRICT,PRECINCT ZERO REPORT - 10/04/2024 04:20PM PAGE 10 OF,75,TOWN OF DEKORRA,COLUMBIA,T,DEKORRA
PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,0,TOWN OF FORT WINNEBAGO,COLUMBIA,T,FORT WINNEBAGO
PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,0,TOWN OF FORT WINNEBAGO,COLUMBIA,T,FORT WINNEBAGO
PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,0,TOWN OF FORT WINNEBAGO,COLUMBIA,T,FORT WINNEBAGO
PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,TOWN OF FORT WINNEBAGO,COLUMBIA,T,FORT WINNEBAGO
PRESIDENT / VICE PRESIDENT,WGR JILL STEIN / RUDOLPH WARE,0,TOWN OF FORT WINNEBAGO,COLUMBIA,T,FORT WINNEBAGO
PRESIDENT / VICE PRESIDENT,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,TOWN OF FORT WINNEBAGO,COLUMBIA,T,FORT WINNEBAGO
