contest,candidate,votes,reporting_unit,county,ctv,municipality
PRESIDENT / VICE PRESIDENT,CON TERRY / BRODEN,1,TOWN OF BENNETT,DOUGLAS,T,BENNETT
PRESIDENT / VICE PRESIDENT,LIB OLIVER / TER MAAT,2,TOWN OF BENNETT,DOUGLAS,T,BENNETT
PRESIDENT / VICE PRESIDENT,WGN STEIN / WARE,3,TOWN OF BENNETT,DOUGLAS,T,BENNETT
PRESIDENT / VICE PRESIDENT,IND DE LA CRUZ / GARCIA,0,TOWN OF BENNETT,DOUGLAS,T,BENNETT
PRESIDENT / VICE PRESIDENT,IND WEST / ABDULLAH,0,TOWN OF BENNETT,DOUGLAS,T,BENNETT
PRESIDENT / VICE PRESIDENT,"IND KENNEDY, JR. / SHANAHAN",2,TOWN OF BENNETT,DOUGLAS,T,BENNETT
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,0,TOWN OF BENNETT,DOUGLAS,T,BENNETT
UNITED STATES SENATOR,DEM TAMMY BALDWIN,180,TOWN OF BENNETT,DOUGLAS,T,BENNETT
UNITED STATES SENATOR,REP ERIC HOVDE,277,TOWN OF BENNETT,DOUGLAS,T,BENNETT
UNITED STATES SENATOR,IND PHIL ANDERSON,4,TOWN OF BENNETT,DOUGLAS,T,BENNETT
UNITED STATES SENATOR,IND THOMAS LEAGER,6,TOWN OF BENNETT,DOUGLAS,T,BENNETT
UNITED STATES SENATOR,WRITE-IN TOTALS,0,TOWN OF BENNETT,DOUGLAS,T,BENNETT
"REP IN CONGRESS, DIST 7",DEM KYLE KILBOURN,165,TOWN OF BENNETT,DOUGLAS,T,BENNETT
"REP IN CONGRESS, DIST 7",REP TOM TIFFANY,292,TOWN OF BENNETT,DOUGLAS,T,BENNETT
"REP IN CONGRESS, DIST 7",WRITE-IN TOTALS,0,TOWN OF BENNETT,DOUGLAS,T,BENNETT
"REP TO THE ASSEMBLY, DIST 74",DEM JEANNE RAND BRUCE,166,TOWN OF BENNETT,DOUGLAS,T,BENNETT
"REP TO THE ASSEMBLY, DIST 74",REP CHANZ J. GREEN,286,TOWN OF BENNETT,DOUGLAS,T,BENNETT
"REP TO THE ASSEMBLY, DIST 74",WRITE-IN TOTALS,0,TOWN OF BENNETT,DOUGLAS,T,BENNETT
DISTRICT ATTORNEY,DEM MARK FRUEHAUF,267,TOWN OF BENNETT,DOUGLAS,T,BENNETT
DISTRICT ATTORNEY,WRITE-IN TOTALS,12,TOWN OF BENNETT,DOUGLAS,T,BENNETT
COUNTY CLERK,DEM KACI JO LUNDGREN,284,TOWN OF BENNETT,DOUGLAS,T,BENNETT
COUNTY CLERK,WRITE-IN TOTALS,13,TOWN OF BENNETT,DOUGLAS,T,BENNETT
TREASURER,DEM AMY TYSON,278,TOWN OF BENNETT,DOUGLAS,T,BENNETT
TREASURER,WRITE-IN TOTALS,12,TOWN OF BENNETT,DOUGLAS,T,BENNETT
REGISTER OF DEEDS,DEM DARCIE J. BURBUL,285,TOWN OF BENNETT,DOUGLAS,T,BENNETT
REGISTER OF DEEDS,WRITE-IN TOTALS,12,TOWN OF BENNETT,DOUGLAS,T,BENNETT
STATE REFERENDUM,YES,340,TOWN OF BENNETT,DOUGLAS,T,BENNETT
STATE REFERENDUM,NO,104,TOWN OF BENNETT,DOUGLAS,T,BENNETT
PRESIDENT / VICE PRESIDENT,DEM HARRIS / WALZ,210,TOWN OF BRULE,DOUGLAS,T,BRULE
PRESIDENT / VICE PRESIDENT,REP TRUMP / VANCE,197,TOWN OF BRULE,DOUGLAS,T,BRULE
PRESIDENT / VICE PRESIDENT,CON TERRY / BRODEN,0,TOWN OF BRULE,DOUGLAS,T,BRULE
PRESIDENT / VICE PRESIDENT,LIB OLIVER / TER MAAT,1,TOWN OF BRULE,DOUGLAS,T,BRULE
PRESIDENT / VICE PRESIDENT,WGN STEIN / WARE,0,TOWN OF BRULE,DOUGLAS,T,BRULE
PRESIDENT / VICE PRESIDENT,IND DE LA CRUZ / GARCIA,0,TOWN OF BRULE,DOUGLAS,T,BRULE
PRESIDENT / VICE PRESIDENT,IND WEST / ABDULLAH,0,TOWN OF BRULE,DOUGLAS,T,BRULE
PRESIDENT / VICE PRESIDENT,"IND KENNEDY, JR. / SHANAHAN",3,TOWN OF BRULE,DOUGLAS,T,BRULE
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,1,TOWN OF BRULE,DOUGLAS,T,BRULE
UNITED STATES SENATOR,DEM TAMMY BALDWIN,210,TOWN OF BRULE,DOUGLAS,T,BRULE
UNITED STATES SENATOR,REP ERIC HOVDE,186,TOWN OF BRULE,DOUGLAS,T,BRULE
UNITED STATES SENATOR,IND PHIL ANDERSON,5,TOWN OF BRULE,DOUGLAS,T,BRULE
UNITED STATES SENATOR,IND THOMAS LEAGER,3,TOWN OF BRULE,DOUGLAS,T,BRULE
UNITED STATES SENATOR,WRITE-IN TOTALS,1,TOWN OF BRULE,DOUGLAS,T,BRULE
"REP IN CONGRESS, DIST 7",DEM KYLE KILBOURN,206,TOWN OF BRULE,DOUGLAS,T,BRULE
"REP IN CONGRESS, DIST 7",REP TOM TIFFANY,194,TOWN OF BRULE,DOUGLAS,T,BRULE
"REP IN CONGRESS, DIST 7",WRITE-IN TOTALS,1,TOWN OF BRULE,DOUGLAS,T,BRULE
"REP TO THE ASSEMBLY, DIST 73",DEM ANGELA STROUD,209,TOWN OF BRULE,DOUGLAS,T,BRULE
"REP TO THE ASSEMBLY, DIST 73",REP FRANK KOSTKA,189,TOWN OF BRULE,DOUGLAS,T,BRULE
"REP TO THE ASSEMBLY, DIST 73",WRITE-IN TOTALS,1,TOWN OF BRULE,DOUGLAS,T,BRULE
DISTRICT ATTORNEY,DEM MARK FRUEHAUF,271,TOWN OF BRULE,DOUGLAS,T,BRULE
DISTRICT ATTORNEY,WRITE-IN TOTALS,10,TOWN OF BRULE,DOUGLAS,T,BRULE
COUNTY CLERK,DEM KACI JO LUNDGREN,288,TOWN OF BRULE,DOUGLAS,T,BRULE
COUNTY CLERK,WRITE-IN TOTALS,9,TOWN OF BRULE,DOUGLAS,T,BRULE
TREASURER,DEM AMY TYSON,285,TOWN OF BRULE,DOUGLAS,T,BRULE
TREASURER,WRITE-IN TOTALS,8,TOWN OF BRULE,DOUGLAS,T,BRULE
REGISTER OF DEEDS,DEM DARCIE J. BURBUL,287,TOWN OF BRULE,DOUGLAS,T,BRULE
REGISTER OF DEEDS,WRITE-IN TOTALS,8,TOWN OF BRULE,DOUGLAS,T,BRULE
STATE REFERENDUM,YES,229,TOWN OF BRULE,DOUGLAS,T,BRULE
STATE REFERENDUM,NO,149,TOWN OF BRULE,DOUGLAS,T,BRULE
PRESIDENT / VICE PRESIDENT,DEM HARRIS / WALZ,49,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
PRESIDENT / VICE PRESIDENT,REP TRUMP / VANCE,88,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
PRESIDENT / VICE PRESIDENT,CON TERRY / BRODEN,0,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
PRESIDENT / VICE PRESIDENT,LIB OLIVER / TER MAAT,1,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
PRESIDENT / VICE PRESIDENT,WGN STEIN / WARE,0,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
PRESIDENT / VICE PRESIDENT,IND DE LA CRUZ / GARCIA,0,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
PRESIDENT / VICE PRESIDENT,IND WEST / ABDULLAH,0,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
PRESIDENT / VICE PRESIDENT,"IND KENNEDY, JR. / SHANAHAN",0,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,0,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
UNITED STATES SENATOR,DEM TAMMY BALDWIN,52,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
UNITED STATES SENATOR,REP ERIC HOVDE,82,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
UNITED STATES SENATOR,IND PHIL ANDERSON,0,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
UNITED STATES SENATOR,IND THOMAS LEAGER,0,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
UNITED STATES SENATOR,WRITE-IN TOTALS,0,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
"REP IN CONGRESS, DIST 7",DEM KYLE KILBOURN,49,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
"REP IN CONGRESS, DIST 7",REP TOM TIFFANY,86,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
"REP IN CONGRESS, DIST 7",WRITE-IN TOTALS,0,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
"REP TO THE ASSEMBLY, DIST 73",DEM ANGELA STROUD,50,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
"REP TO THE ASSEMBLY, DIST 73",REP FRANK KOSTKA,84,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
"REP TO THE ASSEMBLY, DIST 73",WRITE-IN TOTALS,0,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
DISTRICT ATTORNEY,DEM MARK FRUEHAUF,81,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
DISTRICT ATTORNEY,WRITE-IN TOTALS,6,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
COUNTY CLERK,DEM KACI JO LUNDGREN,90,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
COUNTY CLERK,WRITE-IN TOTALS,4,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
TREASURER,DEM AMY TYSON,88,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
TREASURER,WRITE-IN TOTALS,5,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
REGISTER OF DEEDS,DEM DARCIE J. BURBUL,88,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
REGISTER OF DEEDS,WRITE-IN TOTALS,5,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
STATE REFERENDUM,YES,96,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
STATE REFERENDUM,NO,27,TOWN OF CLOVERLAND,DOUGLAS,T,CLOVERLAND
PRESIDENT / VICE PRESIDENT,DEM HARRIS / WALZ,28,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
PRESIDENT / VICE PRESIDENT,REP TRUMP / VANCE,100,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
PRESIDENT / VICE PRESIDENT,CON TERRY / BRODEN,0,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
PRESIDENT / VICE PRESIDENT,LIB OLIVER / TER MAAT,1,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
PRESIDENT / VICE PRESIDENT,WGN STEIN / WARE,0,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
PRESIDENT / VICE PRESIDENT,IND DE LA CRUZ / GARCIA,0,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
PRESIDENT / VICE PRESIDENT,IND WEST / ABDULLAH,0,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
PRESIDENT / VICE PRESIDENT,"IND KENNEDY, JR. / SHANAHAN",3,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,0,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
UNITED STATES SENATOR,DEM TAMMY BALDWIN,28,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
UNITED STATES SENATOR,REP ERIC HOVDE,96,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
UNITED STATES SENATOR,IND PHIL ANDERSON,3,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
UNITED STATES SENATOR,IND THOMAS LEAGER,0,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
UNITED STATES SENATOR,WRITE-IN TOTALS,0,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
"REP IN CONGRESS, DIST 7",DEM KYLE KILBOURN,28,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
"REP IN CONGRESS, DIST 7",REP TOM TIFFANY,98,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
"REP IN CONGRESS, DIST 7",WRITE-IN TOTALS,0,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
"REP TO THE ASSEMBLY, DIST 74",DEM JEANNE RAND BRUCE,27,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
"REP TO THE ASSEMBLY, DIST 74",REP CHANZ J. GREEN,98,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
"REP TO THE ASSEMBLY, DIST 74",WRITE-IN TOTALS,0,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
DISTRICT ATTORNEY,DEM MARK FRUEHAUF,66,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
DISTRICT ATTORNEY,WRITE-IN TOTALS,1,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
COUNTY CLERK,DEM KACI JO LUNDGREN,67,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
COUNTY CLERK,WRITE-IN TOTALS,1,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
TREASURER,DEM AMY TYSON,67,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
TREASURER,WRITE-IN TOTALS,1,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
REGISTER OF DEEDS,DEM DARCIE J. BURBUL,67,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
REGISTER OF DEEDS,WRITE-IN TOTALS,1,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
STATE REFERENDUM,YES,104,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
STATE REFERENDUM,NO,14,TOWN OF DAIRYLAND,DOUGLAS,T,DAIRYLAND
PRESIDENT / VICE PRESIDENT,DEM HARRIS / WALZ,205,TOWN OF GORDON,DOUGLAS,T,GORDON
PRESIDENT / VICE PRESIDENT,REP TRUMP / VANCE,371,TOWN OF GORDON,DOUGLAS,T,GORDON
PRESIDENT / VICE PRESIDENT,CON TERRY / BRODEN,1,TOWN OF GORDON,DOUGLAS,T,GORDON
PRESIDENT / VICE PRESIDENT,LIB OLIVER / TER MAAT,2,TOWN OF GORDON,DOUGLAS,T,GORDON
PRESIDENT / VICE PRESIDENT,WGN STEIN / WARE,2,TOWN OF GORDON,DOUGLAS,T,GORDON
PRESIDENT / VICE PRESIDENT,IND DE LA CRUZ / GARCIA,1,TOWN OF GORDON,DOUGLAS,T,GORDON
PRESIDENT / VICE PRESIDENT,IND WEST / ABDULLAH,0,TOWN OF GORDON,DOUGLAS,T,GORDON
PRESIDENT / VICE PRESIDENT,"IND KENNEDY, JR. / SHANAHAN",2,TOWN OF GORDON,DOUGLAS,T,GORDON
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,1,TOWN OF GORDON,DOUGLAS,T,GORDON
UNITED STATES SENATOR,DEM TAMMY BALDWIN,215,TOWN OF GORDON,DOUGLAS,T,GORDON
UNITED STATES SENATOR,REP ERIC HOVDE,350,TOWN OF GORDON,DOUGLAS,T,GORDON
UNITED STATES SENATOR,IND PHIL ANDERSON,6,TOWN OF GORDON,DOUGLAS,T,GORDON
UNITED STATES SENATOR,IND THOMAS LEAGER,5,TOWN OF GORDON,DOUGLAS,T,GORDON
UNITED STATES SENATOR,WRITE-IN TOTALS,0,TOWN OF GORDON,DOUGLAS,T,GORDON
"REP IN CONGRESS, DIST 7",DEM KYLE KILBOURN,199,TOWN OF GORDON,DOUGLAS,T,GORDON
"REP IN CONGRESS, DIST 7",REP TOM TIFFANY,366,TOWN OF GORDON,DOUGLAS,T,GORDON
"REP IN CONGRESS, DIST 7",WRITE-IN TOTALS,0,TOWN OF GORDON,DOUGLAS,T,GORDON
"REP TO THE ASSEMBLY, DIST 74",DEM JEANNE RAND BRUCE,193,TOWN OF GORDON,DOUGLAS,T,GORDON
"REP TO THE ASSEMBLY, DIST 74",REP CHANZ J. GREEN,362,TOWN OF GORDON,DOUGLAS,T,GORDON
"REP TO THE ASSEMBLY, DIST 74",WRITE-IN TOTALS,1,TOWN OF GORDON,DOUGLAS,T,GORDON
DISTRICT ATTORNEY,DEM MARK FRUEHAUF,340,TOWN OF GORDON,DOUGLAS,T,GORDON
DISTRICT ATTORNEY,WRITE-IN TOTALS,20,TOWN OF GORDON,DOUGLAS,T,GORDON
COUNTY CLERK,DEM KACI JO LUNDGREN,355,TOWN OF GORDON,DOUGLAS,T,GORDON
COUNTY CLERK,WRITE-IN TOTALS,20,TOWN OF GORDON,DOUGLAS,T,GORDON
TREASURER,DEM AMY TYSON,357,TOWN OF GORDON,DOUGLAS,T,GORDON
TREASURER,WRITE-IN TOTALS,20,TOWN OF GORDON,DOUGLAS,T,GORDON
REGISTER OF DEEDS,DEM DARCIE J. BURBUL,358,TOWN OF GORDON,DOUGLAS,T,GORDON
REGISTER OF DEEDS,WRITE-IN TOTALS,19,TOWN OF GORDON,DOUGLAS,T,GORDON
STATE REFERENDUM,YES,436,TOWN OF GORDON,DOUGLAS,T,GORDON
STATE REFERENDUM,NO,107,TOWN OF GORDON,DOUGLAS,T,GORDON
T GORDON REFERENDUM,YES,271,TOWN OF GORDON,DOUGLAS,T,GORDON
T GORDON REFERENDUM,NO,272,TOWN OF GORDON,DOUGLAS,T,GORDON
NORTHWOOD SD REFERENDUM,YES,260,TOWN OF GORDON,DOUGLAS,T,GORDON
NORTHWOOD SD REFERENDUM,NO,279,TOWN OF GORDON,DOUGLAS,T,GORDON
PRESIDENT / VICE PRESIDENT,DEM HARRIS / WALZ,252,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
PRESIDENT / VICE PRESIDENT,REP TRUMP / VANCE,392,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
PRESIDENT / VICE PRESIDENT,CON TERRY / BRODEN,0,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
PRESIDENT / VICE PRESIDENT,LIB OLIVER / TER MAAT,1,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
PRESIDENT / VICE PRESIDENT,WGN STEIN / WARE,2,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
PRESIDENT / VICE PRESIDENT,IND DE LA CRUZ / GARCIA,0,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
PRESIDENT / VICE PRESIDENT,IND WEST / ABDULLAH,0,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
PRESIDENT / VICE PRESIDENT,"IND KENNEDY, JR. / SHANAHAN",5,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,1,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
UNITED STATES SENATOR,DEM TAMMY BALDWIN,248,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
UNITED STATES SENATOR,REP ERIC HOVDE,379,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
UNITED STATES SENATOR,IND PHIL ANDERSON,9,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
UNITED STATES SENATOR,IND THOMAS LEAGER,3,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
UNITED STATES SENATOR,WRITE-IN TOTALS,3,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
"REP IN CONGRESS, DIST 7",DEM KYLE KILBOURN,243,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
"REP IN CONGRESS, DIST 7",REP TOM TIFFANY,383,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
"REP IN CONGRESS, DIST 7",WRITE-IN TOTALS,2,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
"REP TO THE ASSEMBLY, DIST 73",DEM ANGELA STROUD,243,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
"REP TO THE ASSEMBLY, DIST 73",REP FRANK KOSTKA,385,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
"REP TO THE ASSEMBLY, DIST 73",WRITE-IN TOTALS,2,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
DISTRICT ATTORNEY,DEM MARK FRUEHAUF,381,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
DISTRICT ATTORNEY,WRITE-IN TOTALS,18,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
COUNTY CLERK,DEM KACI JO LUNDGREN,413,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
COUNTY CLERK,WRITE-IN TOTALS,13,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
TREASURER,DEM AMY TYSON,407,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
TREASURER,WRITE-IN TOTALS,13,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
REGISTER OF DEEDS,DEM DARCIE J. BURBUL,407,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
REGISTER OF DEEDS,WRITE-IN TOTALS,14,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
STATE REFERENDUM,YES,439,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
STATE REFERENDUM,NO,117,"TOWN OF HAWTHORNE, WARDS 1 & 2",DOUGLAS,T,HAWTHORNE
PRESIDENT / VICE PRESIDENT,DEM HARRIS / WALZ,119,TOWN OF HIGHLAND,DOUGLAS,T,HIGHLAND
PRESIDENT / VICE PRESIDENT,REP TRUMP / VANCE,131,TOWN OF HIGHLAND,DOUGLAS,T,HIGHLAND
PRESIDENT / VICE PRESIDENT,CON TERRY / BRODEN,1,TOWN OF HIGHLAND,DOUGLAS,T,HIGHLAND
PRESIDENT / VICE PRESIDENT,LIB OLIVER / TER MAAT,0,TOWN OF HIGHLAND,DOUGLAS,T,HIGHLAND
