contest,candidate,reporting_unit,votes,county,ctv,municipality
US SENATE,JOHN SCHIESS (WRITE-IN),TOWN OF PRAIRIE FARM WARDS 1-2,0,BARRON,T,PRAIRIE FARM
US SENATE,JOHN SCHIESS (WRITE-IN),TOWN OF PRAIRIE LAKE WARDS 1-2,2,BARRON,T,PRAIRIE LAKE
US SENATE,JOHN SCHIESS (WRITE-IN),TOWN OF RICE LAKE WARDS 1-4,0,BARRON,T,RICE LAKE
US SENATE,JOHN SCHIESS (WRITE-IN),TOWN OF SIOUX CREEK WARD 1,0,BARRON,T,SIOUX CREEK
US SENATE,JOHN SCHIESS (WRITE-IN),TOWN OF STANFOLD WARD 1,0,BARRON,T,STANFOLD
US SENATE,JOHN SCHIESS (WRITE-IN),TOWN OF STANLEY WARDS 1-4,0,BARRON,T,STANLEY
US SENATE,JOHN SCHIESS (WRITE-IN),TOWN OF SUMNER WARD 1,0,BARRON,T,SUMNER
US SENATE,JOHN SCHIESS (WRITE-IN),TOWN OF TURTLE LAKE WARD 1,0,BARRON,T,TURTLE LAKE
US SENATE,JOHN SCHIESS (WRITE-IN),TOWN OF VANCE CREEK WARD 1,0,BARRON,T,VANCE CREEK
US SENATE,JOHN SCHIESS (WRITE-IN),VILLAGE OF ALMENA WARD 1,0,BARRON,V,ALMENA
US SENATE,JOHN SCHIESS (WRITE-IN),VILLAGE OF CAMERON WARDS 1-3,0,BARRON,V,CAMERON
US SENATE,JOHN SCHIESS (WRITE-IN),VILLAGE OF DALLAS WARD 1,0,BARRON,V,DALLAS
US SENATE,JOHN SCHIESS (WRITE-IN),VILLAGE OF HAUGEN WARD 1,0,BARRON,V,HAUGEN
US SENATE,JOHN SCHIESS (WRITE-IN),VILLAGE OF NEW AUBURN WARD 2,0,BARRON,V,NEW AUBURN
US SENATE,JOHN SCHIESS (WRITE-IN),VILLAGE OF PRAIRIE FARM WARD 1,0,BARRON,V,PRAIRIE FARM
US SENATE,JOHN SCHIESS (WRITE-IN),VILLAGE OF TURTLE LAKE WARD 1,0,BARRON,V,TURTLE LAKE
US SENATE,SCATTERING,CITY OF BARRON WARDS 1-7,2,BARRON,C,BARRON
US SENATE,SCATTERING,CITY OF CHETEK WARDS 1-4,2,BARRON,C,CHETEK
US SENATE,SCATTERING,CITY OF CUMBERLAND WARDS 1-5,4,BARRON,C,CUMBERLAND
US SENATE,SCATTERING,CITY OF RICE LAKE WARDS 1-20,0,BARRON,C,RICE LAKE
US SENATE,SCATTERING,TOWN OF ALMENA WARDS 1-2,0,BARRON,T,ALMENA
US SENATE,SCATTERING,TOWN OF ARLAND WARD 1,0,BARRON,T,ARLAND
US SENATE,SCATTERING,TOWN OF BARRON WARDS 1-2,0,BARRON,T,BARRON
US SENATE,SCATTERING,TOWN OF BEAR LAKE WARD 1,1,BARRON,T,BEAR LAKE
US SENATE,SCATTERING,TOWN OF CEDAR LAKE WARDS 1-2,0,BARRON,T,CEDAR LAKE
US SENATE,SCATTERING,TOWN OF CHETEK WARDS 1-3,0,BARRON,T,CHETEK
US SENATE,SCATTERING,TOWN OF CLINTON WARD 1,0,BARRON,T,CLINTON
US SENATE,SCATTERING,TOWN OF CRYSTAL LAKE WARD 1,0,BARRON,T,CRYSTAL LAKE
US SENATE,SCATTERING,TOWN OF CUMBERLAND WARD 1,0,BARRON,T,CUMBERLAND
US SENATE,SCATTERING,TOWN OF DALLAS WARDS 1-2,0,BARRON,T,DALLAS
US SENATE,SCATTERING,TOWN OF DOVRE WARD 1,1,BARRON,T,DOVRE
US SENATE,SCATTERING,TOWN OF DOYLE WARDS 1-2,3,BARRON,T,DOYLE
US SENATE,SCATTERING,TOWN OF LAKELAND WARDS 1-2,0,BARRON,T,LAKELAND
US SENATE,SCATTERING,TOWN OF MAPLE GROVE WARDS 1-2,0,BARRON,T,MAPLE GROVE
US SENATE,SCATTERING,TOWN OF MAPLE PLAIN WARD 1,0,BARRON,T,MAPLE PLAIN
US SENATE,SCATTERING,TOWN OF OAK GROVE WARDS 1-2,1,BARRON,T,OAK GROVE
US SENATE,SCATTERING,TOWN OF PRAIRIE FARM WARDS 1-2,0,BARRON,T,PRAIRIE FARM
US SENATE,SCATTERING,TOWN OF PRAIRIE LAKE WARDS 1-2,0,BARRON,T,PRAIRIE LAKE
US SENATE,SCATTERING,TOWN OF RICE LAKE WARDS 1-4,1,BARRON,T,RICE LAKE
US SENATE,SCATTERING,TOWN OF SIOUX CREEK WARD 1,1,BARRON,T,SIOUX CREEK
US SENATE,SCATTERING,TOWN OF STANFOLD WARD 1,1,BARRON,T,STANFOLD
US SENATE,SCATTERING,TOWN OF STANLEY WARDS 1-4,0,BARRON,T,STANLEY
US SENATE,SCATTERING,TOWN OF SUMNER WARD 1,0,BARRON,T,SUMNER
US SENATE,SCATTERING,TOWN OF TURTLE LAKE WARD 1,0,BARRON,T,TURTLE LAKE
US SENATE,SCATTERING,TOWN OF VANCE CREEK WARD 1,0,BARRON,T,VANCE CREEK
US SENATE,SCATTERING,VILLAGE OF ALMENA WARD 1,0,BARRON,V,ALMENA
US SENATE,SCATTERING,VILLAGE OF CAMERON WARDS 1-3,1,BARRON,V,CAMERON
US SENATE,SCATTERING,VILLAGE OF DALLAS WARD 1,0,BARRON,V,DALLAS
US SENATE,SCATTERING,VILLAGE OF HAUGEN WARD 1,0,BARRON,V,HAUGEN
US SENATE,SCATTERING,VILLAGE OF NEW AUBURN WARD 2,0,BARRON,V,NEW AUBURN
US SENATE,SCATTERING,VILLAGE OF PRAIRIE FARM WARD 1,0,BARRON,V,PRAIRIE FARM
US SENATE,SCATTERING,VILLAGE OF TURTLE LAKE WARD 1,0,BARRON,V,TURTLE LAKE
CONGRESS 7,KYLE KILBOURN,CITY OF BARRON WARDS 1-7,591,BARRON,C,BARRON
CONGRESS 7,KYLE KILBOURN,CITY OF CHETEK WARDS 1-4,403,BARRON,C,CHETEK
CONGRESS 7,KYLE KILBOURN,CITY OF CUMBERLAND WARDS 1-5,496,BARRON,C,CUMBERLAND
CONGRESS 7,KYLE KILBOURN,CITY OF RICE LAKE WARDS 1-20,1842,BARRON,C,RICE LAKE
CONGRESS 7,KYLE KILBOURN,TOWN OF ALMENA WARDS 1-2,165,BARRON,T,ALMENA
CONGRESS 7,KYLE KILBOURN,TOWN OF ARLAND WARD 1,115,BARRON,T,ARLAND
CONGRESS 7,KYLE KILBOURN,TOWN OF BARRON WARDS 1-2,109,BARRON,T,BARRON
CONGRESS 7,KYLE KILBOURN,TOWN OF BEAR LAKE WARD 1,163,BARRON,T,BEAR LAKE
CONGRESS 7,KYLE KILBOURN,TOWN OF CEDAR LAKE WARDS 1-2,236,BARRON,T,CEDAR LAKE
CONGRESS 7,KYLE KILBOURN,TOWN OF CHETEK WARDS 1-3,412,BARRON,T,CHETEK
CONGRESS 7,KYLE KILBOURN,TOWN OF CLINTON WARD 1,107,BARRON,T,CLINTON
CONGRESS 7,KYLE KILBOURN,TOWN OF CRYSTAL LAKE WARD 1,144,BARRON,T,CRYSTAL LAKE
CONGRESS 7,KYLE KILBOURN,TOWN OF CUMBERLAND WARD 1,169,BARRON,T,CUMBERLAND
CONGRESS 7,KYLE KILBOURN,TOWN OF DALLAS WARDS 1-2,79,BARRON,T,DALLAS
CONGRESS 7,KYLE KILBOURN,TOWN OF DOVRE WARD 1,143,BARRON,T,DOVRE
CONGRESS 7,KYLE KILBOURN,TOWN OF DOYLE WARDS 1-2,91,BARRON,T,DOYLE
CONGRESS 7,KYLE KILBOURN,TOWN OF LAKELAND WARDS 1-2,209,BARRON,T,LAKELAND
CONGRESS 7,KYLE KILBOURN,TOWN OF MAPLE GROVE WARDS 1-2,124,BARRON,T,MAPLE GROVE
CONGRESS 7,KYLE KILBOURN,TOWN OF MAPLE PLAIN WARD 1,226,BARRON,T,MAPLE PLAIN
CONGRESS 7,KYLE KILBOURN,TOWN OF OAK GROVE WARDS 1-2,168,BARRON,T,OAK GROVE
CONGRESS 7,KYLE KILBOURN,TOWN OF PRAIRIE FARM WARDS 1-2,83,BARRON,T,PRAIRIE FARM
CONGRESS 7,KYLE KILBOURN,TOWN OF PRAIRIE LAKE WARDS 1-2,299,BARRON,T,PRAIRIE LAKE
CONGRESS 7,KYLE KILBOURN,TOWN OF RICE LAKE WARDS 1-4,603,BARRON,T,RICE LAKE
CONGRESS 7,KYLE KILBOURN,TOWN OF SIOUX CREEK WARD 1,106,BARRON,T,SIOUX CREEK
CONGRESS 7,KYLE KILBOURN,TOWN OF STANFOLD WARD 1,109,BARRON,T,STANFOLD
CONGRESS 7,KYLE KILBOURN,TOWN OF STANLEY WARDS 1-4,412,BARRON,T,STANLEY
CONGRESS 7,KYLE KILBOURN,TOWN OF SUMNER WARD 1,117,BARRON,T,SUMNER
CONGRESS 7,KYLE KILBOURN,TOWN OF TURTLE LAKE WARD 1,101,BARRON,T,TURTLE LAKE
CONGRESS 7,KYLE KILBOURN,TOWN OF VANCE CREEK WARD 1,117,BARRON,T,VANCE CREEK
CONGRESS 7,KYLE KILBOURN,VILLAGE OF ALMENA WARD 1,91,BARRON,V,ALMENA
CONGRESS 7,KYLE KILBOURN,VILLAGE OF CAMERON WARDS 1-3,279,BARRON,V,CAMERON
CONGRESS 7,KYLE KILBOURN,VILLAGE OF DALLAS WARD 1,35,BARRON,V,DALLAS
CONGRESS 7,KYLE KILBOURN,VILLAGE OF HAUGEN WARD 1,54,BARRON,V,HAUGEN
CONGRESS 7,KYLE KILBOURN,VILLAGE OF NEW AUBURN WARD 2,5,BARRON,V,NEW AUBURN
