contest,candidate,reporting_unit,votes,county,ctv,municipality
PRESIDENT/ VICE PRESIDENT,KAMALA D. HARRIS/ TIM WALZ (DEMOCRATIC),CITY KEWAUNEE,657,KEWAUNEE,C,KEWAUNEE
PRESIDENT/ VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE (REPUBLICAN),AHNAPEE,320,KEWAUNEE,T,AHNAPEE
PRESIDENT/ VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE (REPUBLICAN),CARLTON,482,KEWAUNEE,T,CARLTON
PRESIDENT/ VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE (REPUBLICAN),CASCO,551,KEWAUNEE,T,CASCO
PRESIDENT/ VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE (REPUBLICAN),FRANKLIN,471,KEWAUNEE,T,FRANKLIN
PRESIDENT/ VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE (REPUBLICAN),LINCOLN,371,KEWAUNEE,T,LINCOLN
PRESIDENT/ VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE (REPUBLICAN),LUXEMBURG,736,KEWAUNEE,T,LUXEMBURG
PRESIDENT/ VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE (REPUBLICAN),MONTPELIER,648,KEWAUNEE,T,MONTPELIER
PRESIDENT/ VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE (REPUBLICAN),PIERCE,292,KEWAUNEE,T,PIERCE
PRESIDENT/ VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE (REPUBLICAN),RED RIVER,676,KEWAUNEE,T,RED RIVER
PRESIDENT/ VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE (REPUBLICAN),WEST KEWAUNEE,621,KEWAUNEE,T,WEST KEWAUNEE
PRESIDENT/ VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE (REPUBLICAN),VILLAGE CASCO,262,KEWAUNEE,V,CASCO
PRESIDENT/ VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE (REPUBLICAN),VILLAGE LUXEMBURG,1043,KEWAUNEE,V,LUXEMBURG
PRESIDENT/ VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE (REPUBLICAN),CITY ALGOMA,896,KEWAUNEE,C,ALGOMA
PRESIDENT/ VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE (REPUBLICAN),CITY KEWAUNEE,897,KEWAUNEE,C,KEWAUNEE
PRESIDENT/ VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN (CONSTITUTION),AHNAPEE,0,KEWAUNEE,T,AHNAPEE
PRESIDENT/ VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN (CONSTITUTION),CARLTON,2,KEWAUNEE,T,CARLTON
PRESIDENT/ VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN (CONSTITUTION),CASCO,1,KEWAUNEE,T,CASCO
PRESIDENT/ VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN (CONSTITUTION),FRANKLIN,2,KEWAUNEE,T,FRANKLIN
PRESIDENT/ VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN (CONSTITUTION),LINCOLN,0,KEWAUNEE,T,LINCOLN
PRESIDENT/ VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN (CONSTITUTION),LUXEMBURG,1,KEWAUNEE,T,LUXEMBURG
PRESIDENT/ VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN (CONSTITUTION),MONTPELIER,4,KEWAUNEE,T,MONTPELIER
PRESIDENT/ VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN (CONSTITUTION),PIERCE,0,KEWAUNEE,T,PIERCE
PRESIDENT/ VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN (CONSTITUTION),RED RIVER,1,KEWAUNEE,T,RED RIVER
PRESIDENT/ VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN (CONSTITUTION),WEST KEWAUNEE,2,KEWAUNEE,T,WEST KEWAUNEE
PRESIDENT/ VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN (CONSTITUTION),VILLAGE CASCO,0,KEWAUNEE,V,CASCO
PRESIDENT/ VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN (CONSTITUTION),VILLAGE LUXEMBURG,3,KEWAUNEE,V,LUXEMBURG
PRESIDENT/ VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN (CONSTITUTION),CITY ALGOMA,3,KEWAUNEE,C,ALGOMA
PRESIDENT/ VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN (CONSTITUTION),CITY KEWAUNEE,5,KEWAUNEE,C,KEWAUNEE
PRESIDENT/ VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT (LIBERTARIAN),AHNAPEE,2,KEWAUNEE,T,AHNAPEE
PRESIDENT/ VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT (LIBERTARIAN),CARLTON,0,KEWAUNEE,T,CARLTON
PRESIDENT/ VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT (LIBERTARIAN),CASCO,1,KEWAUNEE,T,CASCO
PRESIDENT/ VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT (LIBERTARIAN),FRANKLIN,2,KEWAUNEE,T,FRANKLIN
PRESIDENT/ VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT (LIBERTARIAN),LINCOLN,0,KEWAUNEE,T,LINCOLN
PRESIDENT/ VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT (LIBERTARIAN),LUXEMBURG,3,KEWAUNEE,T,LUXEMBURG
PRESIDENT/ VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT (LIBERTARIAN),MONTPELIER,4,KEWAUNEE,T,MONTPELIER
PRESIDENT/ VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT (LIBERTARIAN),PIERCE,2,KEWAUNEE,T,PIERCE
PRESIDENT/ VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT (LIBERTARIAN),RED RIVER,2,KEWAUNEE,T,RED RIVER
PRESIDENT/ VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT (LIBERTARIAN),WEST KEWAUNEE,4,KEWAUNEE,T,WEST KEWAUNEE
PRESIDENT/ VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT (LIBERTARIAN),VILLAGE CASCO,3,KEWAUNEE,V,CASCO
PRESIDENT/ VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT (LIBERTARIAN),VILLAGE LUXEMBURG,3,KEWAUNEE,V,LUXEMBURG
PRESIDENT/ VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT (LIBERTARIAN),CITY ALGOMA,4,KEWAUNEE,C,ALGOMA
PRESIDENT/ VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT (LIBERTARIAN),CITY KEWAUNEE,5,KEWAUNEE,C,KEWAUNEE
PRESIDENT/ VICE PRESIDENT,JILL STEIN / RUDOLPH WARE (WISCONSIN GREEN),AHNAPEE,0,KEWAUNEE,T,AHNAPEE
PRESIDENT/ VICE PRESIDENT,JILL STEIN / RUDOLPH WARE (WISCONSIN GREEN),CARLTON,0,KEWAUNEE,T,CARLTON
PRESIDENT/ VICE PRESIDENT,JILL STEIN / RUDOLPH WARE (WISCONSIN GREEN),CASCO,0,KEWAUNEE,T,CASCO
PRESIDENT/ VICE PRESIDENT,JILL STEIN / RUDOLPH WARE (WISCONSIN GREEN),FRANKLIN,2,KEWAUNEE,T,FRANKLIN
PRESIDENT/ VICE PRESIDENT,JILL STEIN / RUDOLPH WARE (WISCONSIN GREEN),LINCOLN,1,KEWAUNEE,T,LINCOLN
PRESIDENT/ VICE PRESIDENT,JILL STEIN / RUDOLPH WARE (WISCONSIN GREEN),LUXEMBURG,2,KEWAUNEE,T,LUXEMBURG
PRESIDENT/ VICE PRESIDENT,JILL STEIN / RUDOLPH WARE (WISCONSIN GREEN),MONTPELIER,1,KEWAUNEE,T,MONTPELIER
PRESIDENT/ VICE PRESIDENT,JILL STEIN / RUDOLPH WARE (WISCONSIN GREEN),PIERCE,0,KEWAUNEE,T,PIERCE
PRESIDENT/ VICE PRESIDENT,JILL STEIN / RUDOLPH WARE (WISCONSIN GREEN),RED RIVER,2,KEWAUNEE,T,RED RIVER
PRESIDENT/ VICE PRESIDENT,JILL STEIN / RUDOLPH WARE (WISCONSIN GREEN),WEST KEWAUNEE,1,KEWAUNEE,T,WEST KEWAUNEE
PRESIDENT/ VICE PRESIDENT,JILL STEIN / RUDOLPH WARE (WISCONSIN GREEN),VILLAGE CASCO,1,KEWAUNEE,V,CASCO
PRESIDENT/ VICE PRESIDENT,JILL STEIN / RUDOLPH WARE (WISCONSIN GREEN),VILLAGE LUXEMBURG,2,KEWAUNEE,V,LUXEMBURG
PRESIDENT/ VICE PRESIDENT,JILL STEIN / RUDOLPH WARE (WISCONSIN GREEN),CITY ALGOMA,6,KEWAUNEE,C,ALGOMA
PRESIDENT/ VICE PRESIDENT,JILL STEIN / RUDOLPH WARE (WISCONSIN GREEN),CITY KEWAUNEE,1,KEWAUNEE,C,KEWAUNEE
PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ / KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),AHNAPEE,0,KEWAUNEE,T,AHNAPEE
PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ / KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),CARLTON,0,KEWAUNEE,T,CARLTON
PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ / KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),CASCO,0,KEWAUNEE,T,CASCO
PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ / KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),FRANKLIN,0,KEWAUNEE,T,FRANKLIN
PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ / KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),LINCOLN,0,KEWAUNEE,T,LINCOLN
PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ / KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),LUXEMBURG,0,KEWAUNEE,T,LUXEMBURG
PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ / KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),MONTPELIER,0,KEWAUNEE,T,MONTPELIER
PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ / KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),PIERCE,0,KEWAUNEE,T,PIERCE
PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ / KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),RED RIVER,0,KEWAUNEE,T,RED RIVER
PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ / KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),WEST KEWAUNEE,0,KEWAUNEE,T,WEST KEWAUNEE
PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ / KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),VILLAGE CASCO,0,KEWAUNEE,V,CASCO
PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ / KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),VILLAGE LUXEMBURG,0,KEWAUNEE,V,LUXEMBURG
PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ / KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),CITY ALGOMA,0,KEWAUNEE,C,ALGOMA
PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ / KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),CITY KEWAUNEE,0,KEWAUNEE,C,KEWAUNEE
PRESIDENT/ VICE PRESIDENT,CORNEL WEST / MELINA ABDULLAH (JUSTICE FOR ALL),AHNAPEE,0,KEWAUNEE,T,AHNAPEE
PRESIDENT/ VICE PRESIDENT,CORNEL WEST / MELINA ABDULLAH (JUSTICE FOR ALL),CARLTON,1,KEWAUNEE,T,CARLTON
PRESIDENT/ VICE PRESIDENT,CORNEL WEST / MELINA ABDULLAH (JUSTICE FOR ALL),CASCO,0,KEWAUNEE,T,CASCO
PRESIDENT/ VICE PRESIDENT,CORNEL WEST / MELINA ABDULLAH (JUSTICE FOR ALL),FRANKLIN,0,KEWAUNEE,T,FRANKLIN
PRESIDENT/ VICE PRESIDENT,CORNEL WEST / MELINA ABDULLAH (JUSTICE FOR ALL),LINCOLN,0,KEWAUNEE,T,LINCOLN
PRESIDENT/ VICE PRESIDENT,CORNEL WEST / MELINA ABDULLAH (JUSTICE FOR ALL),LUXEMBURG,0,KEWAUNEE,T,LUXEMBURG
PRESIDENT/ VICE PRESIDENT,CORNEL WEST / MELINA ABDULLAH (JUSTICE FOR ALL),MONTPELIER,0,KEWAUNEE,T,MONTPELIER
PRESIDENT/ VICE PRESIDENT,CORNEL WEST / MELINA ABDULLAH (JUSTICE FOR ALL),PIERCE,0,KEWAUNEE,T,PIERCE
PRESIDENT/ VICE PRESIDENT,CORNEL WEST / MELINA ABDULLAH (JUSTICE FOR ALL),RED RIVER,2,KEWAUNEE,T,RED RIVER
PRESIDENT/ VICE PRESIDENT,CORNEL WEST / MELINA ABDULLAH (JUSTICE FOR ALL),WEST KEWAUNEE,0,KEWAUNEE,T,WEST KEWAUNEE
PRESIDENT/ VICE PRESIDENT,CORNEL WEST / MELINA ABDULLAH (JUSTICE FOR ALL),VILLAGE CASCO,0,KEWAUNEE,V,CASCO
PRESIDENT/ VICE PRESIDENT,CORNEL WEST / MELINA ABDULLAH (JUSTICE FOR ALL),VILLAGE LUXEMBURG,0,KEWAUNEE,V,LUXEMBURG
PRESIDENT/ VICE PRESIDENT,CORNEL WEST / MELINA ABDULLAH (JUSTICE FOR ALL),CITY ALGOMA,0,KEWAUNEE,C,ALGOMA
PRESIDENT/ VICE PRESIDENT,CORNEL WEST / MELINA ABDULLAH (JUSTICE FOR ALL),CITY KEWAUNEE,1,KEWAUNEE,C,KEWAUNEE
PRESIDENT/ VICE PRESIDENT,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN (WE THE PEOPLE)",AHNAPEE,4,KEWAUNEE,T,AHNAPEE
PRESIDENT/ VICE PRESIDENT,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN (WE THE PEOPLE)",CARLTON,6,KEWAUNEE,T,CARLTON
PRESIDENT/ VICE PRESIDENT,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN (WE THE PEOPLE)",CASCO,1,KEWAUNEE,T,CASCO
PRESIDENT/ VICE PRESIDENT,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN (WE THE PEOPLE)",FRANKLIN,7,KEWAUNEE,T,FRANKLIN
PRESIDENT/ VICE PRESIDENT,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN (WE THE PEOPLE)",LINCOLN,0,KEWAUNEE,T,LINCOLN
PRESIDENT/ VICE PRESIDENT,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN (WE THE PEOPLE)",LUXEMBURG,2,KEWAUNEE,T,LUXEMBURG
PRESIDENT/ VICE PRESIDENT,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN (WE THE PEOPLE)",MONTPELIER,2,KEWAUNEE,T,MONTPELIER
PRESIDENT/ VICE PRESIDENT,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN (WE THE PEOPLE)",PIERCE,3,KEWAUNEE,T,PIERCE
PRESIDENT/ VICE PRESIDENT,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN (WE THE PEOPLE)",RED RIVER,0,KEWAUNEE,T,RED RIVER
PRESIDENT/ VICE PRESIDENT,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN (WE THE PEOPLE)",WEST KEWAUNEE,5,KEWAUNEE,T,WEST KEWAUNEE
PRESIDENT/ VICE PRESIDENT,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN (WE THE PEOPLE)",VILLAGE CASCO,2,KEWAUNEE,V,CASCO
PRESIDENT/ VICE PRESIDENT,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN (WE THE PEOPLE)",VILLAGE LUXEMBURG,4,KEWAUNEE,V,LUXEMBURG
PRESIDENT/ VICE PRESIDENT,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN (WE THE PEOPLE)",CITY ALGOMA,9,KEWAUNEE,C,ALGOMA
PRESIDENT/ VICE PRESIDENT,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN (WE THE PEOPLE)",CITY KEWAUNEE,13,KEWAUNEE,C,KEWAUNEE
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (INDEPENDENT),AHNAPEE,0,KEWAUNEE,T,AHNAPEE
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (INDEPENDENT),CARLTON,0,KEWAUNEE,T,CARLTON
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (INDEPENDENT),CASCO,0,KEWAUNEE,T,CASCO
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (INDEPENDENT),FRANKLIN,0,KEWAUNEE,T,FRANKLIN
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (INDEPENDENT),LINCOLN,0,KEWAUNEE,T,LINCOLN
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (INDEPENDENT),LUXEMBURG,0,KEWAUNEE,T,LUXEMBURG
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (INDEPENDENT),MONTPELIER,0,KEWAUNEE,T,MONTPELIER
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (INDEPENDENT),PIERCE,0,KEWAUNEE,T,PIERCE
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (INDEPENDENT),RED RIVER,0,KEWAUNEE,T,RED RIVER
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (INDEPENDENT),WEST KEWAUNEE,0,KEWAUNEE,T,WEST KEWAUNEE
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (INDEPENDENT),VILLAGE CASCO,0,KEWAUNEE,V,CASCO
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (INDEPENDENT),VILLAGE LUXEMBURG,0,KEWAUNEE,V,LUXEMBURG
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (INDEPENDENT),CITY ALGOMA,0,KEWAUNEE,C,ALGOMA
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (INDEPENDENT),CITY KEWAUNEE,0,KEWAUNEE,C,KEWAUNEE
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,CHERNUDA LYNN FOX (INDEPENDENT),AHNAPEE,0,KEWAUNEE,T,AHNAPEE
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,CHERNUDA LYNN FOX (INDEPENDENT),CARLTON,0,KEWAUNEE,T,CARLTON
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,CHERNUDA LYNN FOX (INDEPENDENT),CASCO,0,KEWAUNEE,T,CASCO
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,CHERNUDA LYNN FOX (INDEPENDENT),FRANKLIN,0,KEWAUNEE,T,FRANKLIN
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,CHERNUDA LYNN FOX (INDEPENDENT),LINCOLN,0,KEWAUNEE,T,LINCOLN
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,CHERNUDA LYNN FOX (INDEPENDENT),LUXEMBURG,0,KEWAUNEE,T,LUXEMBURG
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,CHERNUDA LYNN FOX (INDEPENDENT),MONTPELIER,0,KEWAUNEE,T,MONTPELIER
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,CHERNUDA LYNN FOX (INDEPENDENT),PIERCE,0,KEWAUNEE,T,PIERCE
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,CHERNUDA LYNN FOX (INDEPENDENT),RED RIVER,0,KEWAUNEE,T,RED RIVER
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,CHERNUDA LYNN FOX (INDEPENDENT),WEST KEWAUNEE,0,KEWAUNEE,T,WEST KEWAUNEE
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,CHERNUDA LYNN FOX (INDEPENDENT),VILLAGE CASCO,0,KEWAUNEE,V,CASCO
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,CHERNUDA LYNN FOX (INDEPENDENT),VILLAGE LUXEMBURG,0,KEWAUNEE,V,LUXEMBURG
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,CHERNUDA LYNN FOX (INDEPENDENT),CITY ALGOMA,0,KEWAUNEE,C,ALGOMA
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,CHERNUDA LYNN FOX (INDEPENDENT),CITY KEWAUNEE,0,KEWAUNEE,C,KEWAUNEE
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT),AHNAPEE,0,KEWAUNEE,T,AHNAPEE
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT),CARLTON,0,KEWAUNEE,T,CARLTON
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT),CASCO,0,KEWAUNEE,T,CASCO
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT),FRANKLIN,0,KEWAUNEE,T,FRANKLIN
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT),LINCOLN,0,KEWAUNEE,T,LINCOLN
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT),LUXEMBURG,0,KEWAUNEE,T,LUXEMBURG
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT),MONTPELIER,0,KEWAUNEE,T,MONTPELIER
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT),PIERCE,0,KEWAUNEE,T,PIERCE
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT),RED RIVER,0,KEWAUNEE,T,RED RIVER
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT),WEST KEWAUNEE,0,KEWAUNEE,T,WEST KEWAUNEE
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT),VILLAGE CASCO,0,KEWAUNEE,V,CASCO
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT),VILLAGE LUXEMBURG,0,KEWAUNEE,V,LUXEMBURG
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT),CITY ALGOMA,0,KEWAUNEE,C,ALGOMA
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT),CITY KEWAUNEE,0,KEWAUNEE,C,KEWAUNEE
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT),AHNAPEE,0,KEWAUNEE,T,AHNAPEE
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT),CARLTON,0,KEWAUNEE,T,CARLTON
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT),CASCO,0,KEWAUNEE,T,CASCO
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT),FRANKLIN,0,KEWAUNEE,T,FRANKLIN
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT),LINCOLN,0,KEWAUNEE,T,LINCOLN
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT),LUXEMBURG,0,KEWAUNEE,T,LUXEMBURG
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT),MONTPELIER,0,KEWAUNEE,T,MONTPELIER
REGISTERED WRITE-IN PRESIDENT/VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT),PIERCE,0,KEWAUNEE,T,PIERCE
