municipality,reporting_unit,contest,candidate,votes,county,ctv
KENOSHA,CITY OF KENOSHA WARDS 1,STATE SENATOR DISTRICT 22,DEM ROBERT W. WIRCH,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 1,STATE SENATOR DISTRICT 22,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 1,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,DEM TIP MCGUIRE,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 1,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,REP ED HIBSCH,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 1,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 1,DISTRICT ATTORNEY,DEM CARLI MCNEILL,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 1,DISTRICT ATTORNEY,REP XAVIER SOLIS,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 1,DISTRICT ATTORNEY,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 1,COUNTY CLERK,DEM REGI WALIGORA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 1,COUNTY CLERK,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 1,COUNTY TREASURER,DEM TERI JACOBSON,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 1,COUNTY TREASURER,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 1,REGISTER OF DEEDS,DEM JENNIFER MACK,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 1,REGISTER OF DEEDS,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 1,STATE REFERENDUM,YES NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 1,STATE REFERENDUM,NO NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,PRESIDENT / VICE PRESIDENT,GRN JILL STEIN / RUDOLPH WARE,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,PRESIDENT / VICE PRESIDENT,PSL CLAUDIA DE LA CRUZ / KARINA GARCIA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,PRESIDENT / VICE PRESIDENT,JFA CORNEL WEST / MELINA ABDULLAH,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,PRESIDENT / VICE PRESIDENT,"WTP ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,PRESIDENT / VICE PRESIDENT,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,UNITED STATES SENATOR,DEM TAMMY BALDWIN,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,UNITED STATES SENATOR,REP ERIC HOVDE,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,UNITED STATES SENATOR,DTC PHIL ANDERSON,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,UNITED STATES SENATOR,AFT THOMAS LEAGER,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,UNITED STATES SENATOR,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,REPRESENTATIVE IN CONGRESS,DEM PETER BARCA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,REPRESENTATIVE IN CONGRESS,REP BRYAN STEIL,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,REPRESENTATIVE IN CONGRESS,"GRN CHESTER TODD, JR.",0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,REPRESENTATIVE IN CONGRESS,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,STATE SENATOR DISTRICT 22,DEM ROBERT W. WIRCH,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,STATE SENATOR DISTRICT 22,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,DEM TIP MCGUIRE,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,REP ED HIBSCH,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,DISTRICT ATTORNEY,DEM CARLI MCNEILL,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,DISTRICT ATTORNEY,REP XAVIER SOLIS,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,DISTRICT ATTORNEY,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,COUNTY CLERK,DEM REGI WALIGORA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,COUNTY CLERK,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,COUNTY TREASURER,DEM TERI JACOBSON,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,COUNTY TREASURER,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,REGISTER OF DEEDS,DEM JENNIFER MACK,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,REGISTER OF DEEDS,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,STATE REFERENDUM,YES NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,STATE REFERENDUM,NO NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,PRESIDENT / VICE PRESIDENT,GRN JILL STEIN / RUDOLPH WARE,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,PRESIDENT / VICE PRESIDENT,PSL CLAUDIA DE LA CRUZ / KARINA GARCIA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,PRESIDENT / VICE PRESIDENT,JFA CORNEL WEST / MELINA ABDULLAH,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,PRESIDENT / VICE PRESIDENT,"WTP ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,PRESIDENT / VICE PRESIDENT,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,UNITED STATES SENATOR,DEM TAMMY BALDWIN,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,UNITED STATES SENATOR,REP ERIC HOVDE,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,UNITED STATES SENATOR,DTC PHIL ANDERSON,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,UNITED STATES SENATOR,AFT THOMAS LEAGER,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,UNITED STATES SENATOR,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,REPRESENTATIVE IN CONGRESS,DEM PETER BARCA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,REPRESENTATIVE IN CONGRESS,REP BRYAN STEIL,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,REPRESENTATIVE IN CONGRESS,"GRN CHESTER TODD, JR.",0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,REPRESENTATIVE IN CONGRESS,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,STATE SENATOR DISTRICT 22,DEM ROBERT W. WIRCH,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,STATE SENATOR DISTRICT 22,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,DEM TIP MCGUIRE,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,REP ED HIBSCH,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,DISTRICT ATTORNEY,DEM CARLI MCNEILL,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,DISTRICT ATTORNEY,REP XAVIER SOLIS,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,DISTRICT ATTORNEY,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,COUNTY CLERK,DEM REGI WALIGORA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,COUNTY CLERK,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,COUNTY TREASURER,DEM TERI JACOBSON,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,COUNTY TREASURER,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,REGISTER OF DEEDS,DEM JENNIFER MACK,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,REGISTER OF DEEDS,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,STATE REFERENDUM,YES NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,STATE REFERENDUM,NO NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,PRESIDENT / VICE PRESIDENT,GRN JILL STEIN / RUDOLPH WARE,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,PRESIDENT / VICE PRESIDENT,PSL CLAUDIA DE LA CRUZ / KARINA GARCIA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,PRESIDENT / VICE PRESIDENT,JFA CORNEL WEST / MELINA ABDULLAH,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,PRESIDENT / VICE PRESIDENT,"WTP ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,PRESIDENT / VICE PRESIDENT,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,UNITED STATES SENATOR,DEM TAMMY BALDWIN,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,UNITED STATES SENATOR,REP ERIC HOVDE,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,UNITED STATES SENATOR,DTC PHIL ANDERSON,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,UNITED STATES SENATOR,AFT THOMAS LEAGER,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,UNITED STATES SENATOR,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,REPRESENTATIVE IN CONGRESS,DEM PETER BARCA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,REPRESENTATIVE IN CONGRESS,REP BRYAN STEIL,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,REPRESENTATIVE IN CONGRESS,"GRN CHESTER TODD, JR.",0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,REPRESENTATIVE IN CONGRESS,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,STATE SENATOR DISTRICT 22,DEM ROBERT W. WIRCH,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,STATE SENATOR DISTRICT 22,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,DEM TIP MCGUIRE,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,REP ED HIBSCH,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,DISTRICT ATTORNEY,DEM CARLI MCNEILL,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,DISTRICT ATTORNEY,REP XAVIER SOLIS,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,DISTRICT ATTORNEY,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,COUNTY CLERK,DEM REGI WALIGORA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,COUNTY CLERK,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,COUNTY TREASURER,DEM TERI JACOBSON,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,COUNTY TREASURER,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,REGISTER OF DEEDS,DEM JENNIFER MACK,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,REGISTER OF DEEDS,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,STATE REFERENDUM,YES NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,STATE REFERENDUM,NO NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,PRESIDENT / VICE PRESIDENT,GRN JILL STEIN / RUDOLPH WARE,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,PRESIDENT / VICE PRESIDENT,PSL CLAUDIA DE LA CRUZ / KARINA GARCIA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,PRESIDENT / VICE PRESIDENT,JFA CORNEL WEST / MELINA ABDULLAH,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,PRESIDENT / VICE PRESIDENT,"WTP ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,PRESIDENT / VICE PRESIDENT,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,UNITED STATES SENATOR,DEM TAMMY BALDWIN,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,UNITED STATES SENATOR,REP ERIC HOVDE,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,UNITED STATES SENATOR,DTC PHIL ANDERSON,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,UNITED STATES SENATOR,AFT THOMAS LEAGER,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,UNITED STATES SENATOR,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,REPRESENTATIVE IN CONGRESS,DEM PETER BARCA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,REPRESENTATIVE IN CONGRESS,REP BRYAN STEIL,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,REPRESENTATIVE IN CONGRESS,"GRN CHESTER TODD, JR.",0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,REPRESENTATIVE IN CONGRESS,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,STATE SENATOR DISTRICT 22,DEM ROBERT W. WIRCH,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,STATE SENATOR DISTRICT 22,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,DEM TIP MCGUIRE,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,REP ED HIBSCH,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,DISTRICT ATTORNEY,DEM CARLI MCNEILL,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,DISTRICT ATTORNEY,REP XAVIER SOLIS,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,DISTRICT ATTORNEY,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,COUNTY CLERK,DEM REGI WALIGORA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,COUNTY CLERK,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,COUNTY TREASURER,DEM TERI JACOBSON,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,COUNTY TREASURER,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,REGISTER OF DEEDS,DEM JENNIFER MACK,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,REGISTER OF DEEDS,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,STATE REFERENDUM,YES NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,STATE REFERENDUM,NO NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,PRESIDENT / VICE PRESIDENT,GRN JILL STEIN / RUDOLPH WARE,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,PRESIDENT / VICE PRESIDENT,PSL CLAUDIA DE LA CRUZ / KARINA GARCIA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,PRESIDENT / VICE PRESIDENT,JFA CORNEL WEST / MELINA ABDULLAH,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,PRESIDENT / VICE PRESIDENT,"WTP ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,PRESIDENT / VICE PRESIDENT,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,UNITED STATES SENATOR,DEM TAMMY BALDWIN,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,UNITED STATES SENATOR,REP ERIC HOVDE,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,UNITED STATES SENATOR,DTC PHIL ANDERSON,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,UNITED STATES SENATOR,AFT THOMAS LEAGER,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,UNITED STATES SENATOR,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,REPRESENTATIVE IN CONGRESS,DEM PETER BARCA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,REPRESENTATIVE IN CONGRESS,REP BRYAN STEIL,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,REPRESENTATIVE IN CONGRESS,"GRN CHESTER TODD, JR.",0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,REPRESENTATIVE IN CONGRESS,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,STATE SENATOR DISTRICT 22,DEM ROBERT W. WIRCH,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,STATE SENATOR DISTRICT 22,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,DEM TIP MCGUIRE,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,REP ED HIBSCH,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,DISTRICT ATTORNEY,DEM CARLI MCNEILL,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,DISTRICT ATTORNEY,REP XAVIER SOLIS,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,DISTRICT ATTORNEY,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,COUNTY CLERK,DEM REGI WALIGORA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,COUNTY CLERK,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,COUNTY TREASURER,DEM TERI JACOBSON,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,COUNTY TREASURER,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,REGISTER OF DEEDS,DEM JENNIFER MACK,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,REGISTER OF DEEDS,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,STATE REFERENDUM,YES NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,STATE REFERENDUM,NO NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 7,PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,0,KENOSHA,C
