contest,candidate,votes,reporting_unit,county,ctv,municipality
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 87,DEM WILLIAM SWITALLA,194,TOWN OF ALBAN,PORTAGE,T,ALBAN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 87,REP BRENT JACOBSON,381,TOWN OF ALBAN,PORTAGE,T,ALBAN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 87,WRITE-IN TOTALS,0,TOWN OF ALBAN,PORTAGE,T,ALBAN
DISTRICT ATTORNEY,DEM CASS COUSINS,352,TOWN OF ALBAN,PORTAGE,T,ALBAN
DISTRICT ATTORNEY,WRITE-IN TOTALS,24,TOWN OF ALBAN,PORTAGE,T,ALBAN
COUNTY CLERK,DEM MARIA DAVIS,362,TOWN OF ALBAN,PORTAGE,T,ALBAN
COUNTY CLERK,WRITE-IN TOTALS,22,TOWN OF ALBAN,PORTAGE,T,ALBAN
COUNTY TREASURER,DEM PAMELA R. PRZYBELSKI,371,TOWN OF ALBAN,PORTAGE,T,ALBAN
COUNTY TREASURER,WRITE-IN TOTALS,21,TOWN OF ALBAN,PORTAGE,T,ALBAN
REGISTER OF DEEDS,DEM CYNTHIA A. WISINSKI,376,TOWN OF ALBAN,PORTAGE,T,ALBAN
REGISTER OF DEEDS,WRITE-IN TOTALS,16,TOWN OF ALBAN,PORTAGE,T,ALBAN
STATEWIDE REFERENDUM QUESTION,YES,467,TOWN OF ALBAN,PORTAGE,T,ALBAN
STATEWIDE REFERENDUM QUESTION,NO,106,TOWN OF ALBAN,PORTAGE,T,ALBAN
PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,119,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,303,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,1,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER,4,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
PRESIDENT / VICE PRESIDENT,WGR JILL STEIN / RUDOLPH WARE,0,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
PRESIDENT / VICE PRESIDENT,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
PRESIDENT / VICE PRESIDENT,IND CORNEL WEST / MELINA ABDULLAH,0,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
PRESIDENT / VICE PRESIDENT,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",4,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,1,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
UNITED STATES SENATOR,DEM TAMMY BALDWIN,125,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
UNITED STATES SENATOR,REP ERIC HOVDE,298,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
UNITED STATES SENATOR,IND PHIL ANDERSON,4,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
UNITED STATES SENATOR,IND THOMAS LEAGER,3,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
UNITED STATES SENATOR,WRITE-IN TOTALS,0,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
REPRESENTATIVE IN CONGRESS,DEM REBECCA COOKE,127,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
REPRESENTATIVE IN CONGRESS,REP DERRICK VAN ORDEN,301,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
REPRESENTATIVE IN CONGRESS,WRITE-IN TOTALS,0,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 57,DEM RUTH CAVES,105,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 57,REP KEVIN PETERSEN,268,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 57,IND DYLAN TESTIN,53,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 57,WRITE-IN TOTALS,0,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
DISTRICT ATTORNEY,DEM CASS COUSINS,265,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
DISTRICT ATTORNEY,WRITE-IN TOTALS,11,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
COUNTY CLERK,DEM MARIA DAVIS,276,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
COUNTY CLERK,WRITE-IN TOTALS,10,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
COUNTY TREASURER,DEM PAMELA R. PRZYBELSKI,275,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
COUNTY TREASURER,WRITE-IN TOTALS,10,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
REGISTER OF DEEDS,DEM CYNTHIA A. WISINSKI,275,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
REGISTER OF DEEDS,WRITE-IN TOTALS,9,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
STATEWIDE REFERENDUM QUESTION,YES,347,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
STATEWIDE REFERENDUM QUESTION,NO,77,TOWN OF ALMOND - WARDS 1&2,PORTAGE,T,ALMOND
PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,432,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,541,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,2,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER,1,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
PRESIDENT / VICE PRESIDENT,WGR JILL STEIN / RUDOLPH WARE,7,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
PRESIDENT / VICE PRESIDENT,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,1,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
PRESIDENT / VICE PRESIDENT,IND CORNEL WEST / MELINA ABDULLAH,1,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
PRESIDENT / VICE PRESIDENT,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",6,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,1,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
UNITED STATES SENATOR,DEM TAMMY BALDWIN,448,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
UNITED STATES SENATOR,REP ERIC HOVDE,527,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
UNITED STATES SENATOR,IND PHIL ANDERSON,8,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
UNITED STATES SENATOR,IND THOMAS LEAGER,3,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
UNITED STATES SENATOR,WRITE-IN TOTALS,1,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
REPRESENTATIVE IN CONGRESS,DEM REBECCA COOKE,447,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
REPRESENTATIVE IN CONGRESS,REP DERRICK VAN ORDEN,530,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
REPRESENTATIVE IN CONGRESS,WRITE-IN TOTALS,1,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
STATE SENATOR DISTRICT 24,DEM COLLIN MCNAMARA,405,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
STATE SENATOR DISTRICT 24,REP PATRICK TESTIN,574,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
STATE SENATOR DISTRICT 24,WRITE-IN TOTALS,2,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 71,DEM VINNIE MIRESSE,432,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 71,REP BOB PAHMEIER,537,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 71,WRITE-IN TOTALS,1,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
DISTRICT ATTORNEY,DEM CASS COUSINS,687,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
DISTRICT ATTORNEY,WRITE-IN TOTALS,19,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
COUNTY CLERK,DEM MARIA DAVIS,700,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
COUNTY CLERK,WRITE-IN TOTALS,17,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
COUNTY TREASURER,DEM PAMELA R. PRZYBELSKI,704,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
COUNTY TREASURER,WRITE-IN TOTALS,15,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
REGISTER OF DEEDS,DEM CYNTHIA A. WISINSKI,708,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
REGISTER OF DEEDS,WRITE-IN TOTALS,17,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
STATEWIDE REFERENDUM QUESTION,YES,699,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
STATEWIDE REFERENDUM QUESTION,NO,277,TOWN OF AMHERST - WARDS 1&2,PORTAGE,T,AMHERST
PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,139,TOWN OF BELMONT,PORTAGE,T,BELMONT
PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,272,TOWN OF BELMONT,PORTAGE,T,BELMONT
PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,0,TOWN OF BELMONT,PORTAGE,T,BELMONT
PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER,1,TOWN OF BELMONT,PORTAGE,T,BELMONT
PRESIDENT / VICE PRESIDENT,WGR JILL STEIN / RUDOLPH WARE,1,TOWN OF BELMONT,PORTAGE,T,BELMONT
PRESIDENT / VICE PRESIDENT,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,TOWN OF BELMONT,PORTAGE,T,BELMONT
PRESIDENT / VICE PRESIDENT,IND CORNEL WEST / MELINA ABDULLAH,1,TOWN OF BELMONT,PORTAGE,T,BELMONT
PRESIDENT / VICE PRESIDENT,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",2,TOWN OF BELMONT,PORTAGE,T,BELMONT
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,0,TOWN OF BELMONT,PORTAGE,T,BELMONT
UNITED STATES SENATOR,DEM TAMMY BALDWIN,139,TOWN OF BELMONT,PORTAGE,T,BELMONT
UNITED STATES SENATOR,REP ERIC HOVDE,257,TOWN OF BELMONT,PORTAGE,T,BELMONT
UNITED STATES SENATOR,IND PHIL ANDERSON,8,TOWN OF BELMONT,PORTAGE,T,BELMONT
UNITED STATES SENATOR,IND THOMAS LEAGER,6,TOWN OF BELMONT,PORTAGE,T,BELMONT
UNITED STATES SENATOR,WRITE-IN TOTALS,0,TOWN OF BELMONT,PORTAGE,T,BELMONT
REPRESENTATIVE IN CONGRESS,DEM REBECCA COOKE,149,TOWN OF BELMONT,PORTAGE,T,BELMONT
REPRESENTATIVE IN CONGRESS,REP DERRICK VAN ORDEN,253,TOWN OF BELMONT,PORTAGE,T,BELMONT
REPRESENTATIVE IN CONGRESS,WRITE-IN TOTALS,1,TOWN OF BELMONT,PORTAGE,T,BELMONT
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 57,DEM RUTH CAVES,126,TOWN OF BELMONT,PORTAGE,T,BELMONT
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 57,REP KEVIN PETERSEN,213,TOWN OF BELMONT,PORTAGE,T,BELMONT
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 57,IND DYLAN TESTIN,66,TOWN OF BELMONT,PORTAGE,T,BELMONT
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 57,WRITE-IN TOTALS,0,TOWN OF BELMONT,PORTAGE,T,BELMONT
DISTRICT ATTORNEY,DEM CASS COUSINS,252,TOWN OF BELMONT,PORTAGE,T,BELMONT
DISTRICT ATTORNEY,WRITE-IN TOTALS,14,TOWN OF BELMONT,PORTAGE,T,BELMONT
COUNTY CLERK,DEM MARIA DAVIS,262,TOWN OF BELMONT,PORTAGE,T,BELMONT
COUNTY CLERK,WRITE-IN TOTALS,14,TOWN OF BELMONT,PORTAGE,T,BELMONT
COUNTY TREASURER,DEM PAMELA R. PRZYBELSKI,263,TOWN OF BELMONT,PORTAGE,T,BELMONT
COUNTY TREASURER,WRITE-IN TOTALS,11,TOWN OF BELMONT,PORTAGE,T,BELMONT
REGISTER OF DEEDS,DEM CYNTHIA A. WISINSKI,262,TOWN OF BELMONT,PORTAGE,T,BELMONT
REGISTER OF DEEDS,WRITE-IN TOTALS,10,TOWN OF BELMONT,PORTAGE,T,BELMONT
STATEWIDE REFERENDUM QUESTION,YES,333,TOWN OF BELMONT,PORTAGE,T,BELMONT
STATEWIDE REFERENDUM QUESTION,NO,73,TOWN OF BELMONT,PORTAGE,T,BELMONT
PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,256,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,510,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,4,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER,1,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
PRESIDENT / VICE PRESIDENT,WGR JILL STEIN / RUDOLPH WARE,1,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
PRESIDENT / VICE PRESIDENT,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
PRESIDENT / VICE PRESIDENT,IND CORNEL WEST / MELINA ABDULLAH,0,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
PRESIDENT / VICE PRESIDENT,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",3,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,2,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
UNITED STATES SENATOR,DEM TAMMY BALDWIN,263,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
UNITED STATES SENATOR,REP ERIC HOVDE,500,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
UNITED STATES SENATOR,IND PHIL ANDERSON,8,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
UNITED STATES SENATOR,IND THOMAS LEAGER,5,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
UNITED STATES SENATOR,WRITE-IN TOTALS,0,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
REPRESENTATIVE IN CONGRESS,DEM REBECCA COOKE,263,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
REPRESENTATIVE IN CONGRESS,REP DERRICK VAN ORDEN,501,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
REPRESENTATIVE IN CONGRESS,WRITE-IN TOTALS,0,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
STATE SENATOR DISTRICT 24,DEM COLLIN MCNAMARA,229,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
STATE SENATOR DISTRICT 24,REP PATRICK TESTIN,537,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
STATE SENATOR DISTRICT 24,WRITE-IN TOTALS,0,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 71,DEM VINNIE MIRESSE,246,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 71,REP BOB PAHMEIER,510,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 71,WRITE-IN TOTALS,1,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
DISTRICT ATTORNEY,DEM CASS COUSINS,469,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
DISTRICT ATTORNEY,WRITE-IN TOTALS,20,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
COUNTY CLERK,DEM MARIA DAVIS,485,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
COUNTY CLERK,WRITE-IN TOTALS,16,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
COUNTY TREASURER,DEM PAMELA R. PRZYBELSKI,486,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
COUNTY TREASURER,WRITE-IN TOTALS,17,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
REGISTER OF DEEDS,DEM CYNTHIA A. WISINSKI,489,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
REGISTER OF DEEDS,WRITE-IN TOTALS,17,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
STATEWIDE REFERENDUM QUESTION,YES,596,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
STATEWIDE REFERENDUM QUESTION,NO,138,TOWN OF BUENA VISTA - WARDS 1&2,PORTAGE,T,BUENA VISTA
PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,319,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,573,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,0,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER,3,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
PRESIDENT / VICE PRESIDENT,WGR JILL STEIN / RUDOLPH WARE,2,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
PRESIDENT / VICE PRESIDENT,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
PRESIDENT / VICE PRESIDENT,IND CORNEL WEST / MELINA ABDULLAH,1,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
PRESIDENT / VICE PRESIDENT,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",8,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,2,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
UNITED STATES SENATOR,DEM TAMMY BALDWIN,349,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
UNITED STATES SENATOR,REP ERIC HOVDE,535,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
UNITED STATES SENATOR,IND PHIL ANDERSON,12,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
UNITED STATES SENATOR,IND THOMAS LEAGER,6,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
UNITED STATES SENATOR,WRITE-IN TOTALS,0,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
REPRESENTATIVE IN CONGRESS,DEM REBECCA COOKE,359,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
REPRESENTATIVE IN CONGRESS,REP DERRICK VAN ORDEN,538,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
REPRESENTATIVE IN CONGRESS,WRITE-IN TOTALS,0,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 86,DEM JOHN H. SMALL,315,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 86,REP JOHN SPIROS,563,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 86,WRITE-IN TOTALS,0,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
DISTRICT ATTORNEY,DEM CASS COUSINS,572,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
DISTRICT ATTORNEY,WRITE-IN TOTALS,18,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
COUNTY CLERK,DEM MARIA DAVIS,585,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
COUNTY CLERK,WRITE-IN TOTALS,15,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
COUNTY TREASURER,DEM PAMELA R. PRZYBELSKI,599,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
COUNTY TREASURER,WRITE-IN TOTALS,13,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
REGISTER OF DEEDS,DEM CYNTHIA A. WISINSKI,609,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
REGISTER OF DEEDS,WRITE-IN TOTALS,10,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
STATEWIDE REFERENDUM QUESTION,YES,718,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
STATEWIDE REFERENDUM QUESTION,NO,177,TOWN OF CARSON - WARDS 1&2,PORTAGE,T,CARSON
PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,273,TOWN OF DEWEY,PORTAGE,T,DEWEY
PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,408,TOWN OF DEWEY,PORTAGE,T,DEWEY
PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,0,TOWN OF DEWEY,PORTAGE,T,DEWEY
PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER,1,TOWN OF DEWEY,PORTAGE,T,DEWEY
PRESIDENT / VICE PRESIDENT,WGR JILL STEIN / RUDOLPH WARE,2,TOWN OF DEWEY,PORTAGE,T,DEWEY
PRESIDENT / VICE PRESIDENT,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,2,TOWN OF DEWEY,PORTAGE,T,DEWEY
PRESIDENT / VICE PRESIDENT,IND CORNEL WEST / MELINA ABDULLAH,3,TOWN OF DEWEY,PORTAGE,T,DEWEY
PRESIDENT / VICE PRESIDENT,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",2,TOWN OF DEWEY,PORTAGE,T,DEWEY
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,0,TOWN OF DEWEY,PORTAGE,T,DEWEY
UNITED STATES SENATOR,DEM TAMMY BALDWIN,284,TOWN OF DEWEY,PORTAGE,T,DEWEY
UNITED STATES SENATOR,REP ERIC HOVDE,388,TOWN OF DEWEY,PORTAGE,T,DEWEY
UNITED STATES SENATOR,IND PHIL ANDERSON,7,TOWN OF DEWEY,PORTAGE,T,DEWEY
UNITED STATES SENATOR,IND THOMAS LEAGER,7,TOWN OF DEWEY,PORTAGE,T,DEWEY
