contest,candidate,reporting_unit,votes,county,ctv,municipality
STATE OF WISCONSIN ELIGIBILITY TO VOTE REFERENDUM,NO,TOWN VILAS,0,LANGLADE,T,VILAS
STATE OF WISCONSIN ELIGIBILITY TO VOTE REFERENDUM,NO,TOWN WOLF RIVER WD 1-2,0,LANGLADE,T,WOLF RIVER
STATE OF WISCONSIN ELIGIBILITY TO VOTE REFERENDUM,NO,VILLAGE WHITE LAKE,0,LANGLADE,V,WHITE LAKE
STATE OF WISCONSIN ELIGIBILITY TO VOTE REFERENDUM,NO,CITY OF ANTIGO WARD 1,0,LANGLADE,C,ANTIGO
STATE OF WISCONSIN ELIGIBILITY TO VOTE REFERENDUM,NO,CITY OF ANTIGO WARD 2,0,LANGLADE,C,ANTIGO
STATE OF WISCONSIN ELIGIBILITY TO VOTE REFERENDUM,NO,CITY OF ANTIGO WARD 3,0,LANGLADE,C,ANTIGO
STATE OF WISCONSIN ELIGIBILITY TO VOTE REFERENDUM,NO,CITY OF ANTIGO WARD 4,0,LANGLADE,C,ANTIGO
STATE OF WISCONSIN ELIGIBILITY TO VOTE REFERENDUM,NO,CITY OF ANTIGO WARD 5,0,LANGLADE,C,ANTIGO
STATE OF WISCONSIN ELIGIBILITY TO VOTE REFERENDUM,NO,CITY OF ANTIGO WARD 6,0,LANGLADE,C,ANTIGO
STATE OF WISCONSIN ELIGIBILITY TO VOTE REFERENDUM,NO,CITY OF ANTIGO WARD 7,0,LANGLADE,C,ANTIGO
STATE OF WISCONSIN ELIGIBILITY TO VOTE REFERENDUM,NO,CITY OF ANTIGO WARD 8,0,LANGLADE,C,ANTIGO
STATE OF WISCONSIN ELIGIBILITY TO VOTE REFERENDUM,NO,CITY OF ANTIGO WARD 9,0,LANGLADE,C,ANTIGO
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN ACKLEY,0,LANGLADE,T,ACKLEY
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN AINSWORTH,0,LANGLADE,T,AINSWORTH
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN ANTIGO WD 1-2,0,LANGLADE,T,ANTIGO
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN ELCHO WD 1-2,0,LANGLADE,T,ELCHO
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN EVERGREEN,0,LANGLADE,T,EVERGREEN
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN LANGLADE WD 1-2,0,LANGLADE,T,LANGLADE
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN NEVA,0,LANGLADE,T,NEVA
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN NORWOOD,0,LANGLADE,T,NORWOOD
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN PARRISH,0,LANGLADE,T,PARRISH
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN PECK,0,LANGLADE,T,PECK
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN POLAR WD 1-2,0,LANGLADE,T,POLAR
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN PRICE WD 1-2,0,LANGLADE,T,PRICE
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN ROLLING WD 1-2,0,LANGLADE,T,ROLLING
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN SUMMIT,0,LANGLADE,T,SUMMIT
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN UPHAM,0,LANGLADE,T,UPHAM
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN VILAS,0,LANGLADE,T,VILAS
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN WOLF RIVER WD 1-2,0,LANGLADE,T,WOLF RIVER
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,VILLAGE WHITE LAKE,0,LANGLADE,V,WHITE LAKE
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,CITY OF ANTIGO WARD 1,0,LANGLADE,C,ANTIGO
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,CITY OF ANTIGO WARD 2,0,LANGLADE,C,ANTIGO
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,CITY OF ANTIGO WARD 3,0,LANGLADE,C,ANTIGO
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,CITY OF ANTIGO WARD 4,0,LANGLADE,C,ANTIGO
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,CITY OF ANTIGO WARD 5,0,LANGLADE,C,ANTIGO
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,CITY OF ANTIGO WARD 6,0,LANGLADE,C,ANTIGO
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,CITY OF ANTIGO WARD 7,0,LANGLADE,C,ANTIGO
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,CITY OF ANTIGO WARD 8,0,LANGLADE,C,ANTIGO
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,CITY OF ANTIGO WARD 9,0,LANGLADE,C,ANTIGO
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN ACKLEY,0,LANGLADE,T,ACKLEY
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN AINSWORTH,0,LANGLADE,T,AINSWORTH
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN ANTIGO WD 1-2,0,LANGLADE,T,ANTIGO
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN ELCHO WD 1-2,0,LANGLADE,T,ELCHO
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN EVERGREEN,0,LANGLADE,T,EVERGREEN
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN LANGLADE WD 1-2,0,LANGLADE,T,LANGLADE
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN NEVA,0,LANGLADE,T,NEVA
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN NORWOOD,0,LANGLADE,T,NORWOOD
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN PARRISH,0,LANGLADE,T,PARRISH
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN PECK,0,LANGLADE,T,PECK
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN POLAR WD 1-2,0,LANGLADE,T,POLAR
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN PRICE WD 1-2,0,LANGLADE,T,PRICE
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN ROLLING WD 1-2,0,LANGLADE,T,ROLLING
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN SUMMIT,0,LANGLADE,T,SUMMIT
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN UPHAM,0,LANGLADE,T,UPHAM
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN VILAS,0,LANGLADE,T,VILAS
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN WOLF RIVER WD 1-2,0,LANGLADE,T,WOLF RIVER
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,VILLAGE WHITE LAKE,0,LANGLADE,V,WHITE LAKE
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,CITY OF ANTIGO WARD 1,0,LANGLADE,C,ANTIGO
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,CITY OF ANTIGO WARD 2,0,LANGLADE,C,ANTIGO
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,CITY OF ANTIGO WARD 3,0,LANGLADE,C,ANTIGO
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,CITY OF ANTIGO WARD 4,0,LANGLADE,C,ANTIGO
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,CITY OF ANTIGO WARD 5,0,LANGLADE,C,ANTIGO
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,CITY OF ANTIGO WARD 6,0,LANGLADE,C,ANTIGO
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,CITY OF ANTIGO WARD 7,0,LANGLADE,C,ANTIGO
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,CITY OF ANTIGO WARD 8,0,LANGLADE,C,ANTIGO
ANTIGO UNIFIED SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,CITY OF ANTIGO WARD 9,0,LANGLADE,C,ANTIGO
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN ACKLEY,0,LANGLADE,T,ACKLEY
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN AINSWORTH,0,LANGLADE,T,AINSWORTH
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN ANTIGO WD 1-2,0,LANGLADE,T,ANTIGO
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN ELCHO WD 1-2,0,LANGLADE,T,ELCHO
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN EVERGREEN,0,LANGLADE,T,EVERGREEN
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN LANGLADE WD 1-2,0,LANGLADE,T,LANGLADE
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN NEVA,0,LANGLADE,T,NEVA
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN NORWOOD,0,LANGLADE,T,NORWOOD
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN PARRISH,0,LANGLADE,T,PARRISH
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN PECK,0,LANGLADE,T,PECK
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN POLAR WD 1-2,0,LANGLADE,T,POLAR
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN PRICE WD 1-2,0,LANGLADE,T,PRICE
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN ROLLING WD 1-2,0,LANGLADE,T,ROLLING
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN SUMMIT,0,LANGLADE,T,SUMMIT
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN UPHAM,0,LANGLADE,T,UPHAM
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN VILAS,0,LANGLADE,T,VILAS
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,TOWN WOLF RIVER WD 1-2,0,LANGLADE,T,WOLF RIVER
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,VILLAGE WHITE LAKE,0,LANGLADE,V,WHITE LAKE
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,CITY OF ANTIGO WARD 1,0,LANGLADE,C,ANTIGO
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,CITY OF ANTIGO WARD 2,0,LANGLADE,C,ANTIGO
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,CITY OF ANTIGO WARD 3,0,LANGLADE,C,ANTIGO
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,CITY OF ANTIGO WARD 4,0,LANGLADE,C,ANTIGO
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,CITY OF ANTIGO WARD 5,0,LANGLADE,C,ANTIGO
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,CITY OF ANTIGO WARD 6,0,LANGLADE,C,ANTIGO
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,CITY OF ANTIGO WARD 7,0,LANGLADE,C,ANTIGO
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,CITY OF ANTIGO WARD 8,0,LANGLADE,C,ANTIGO
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,YES,CITY OF ANTIGO WARD 9,0,LANGLADE,C,ANTIGO
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN ACKLEY,0,LANGLADE,T,ACKLEY
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN AINSWORTH,0,LANGLADE,T,AINSWORTH
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN ANTIGO WD 1-2,0,LANGLADE,T,ANTIGO
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN ELCHO WD 1-2,0,LANGLADE,T,ELCHO
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN EVERGREEN,0,LANGLADE,T,EVERGREEN
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN LANGLADE WD 1-2,0,LANGLADE,T,LANGLADE
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN NEVA,0,LANGLADE,T,NEVA
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN NORWOOD,0,LANGLADE,T,NORWOOD
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN PARRISH,0,LANGLADE,T,PARRISH
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN PECK,0,LANGLADE,T,PECK
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN POLAR WD 1-2,0,LANGLADE,T,POLAR
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN PRICE WD 1-2,0,LANGLADE,T,PRICE
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN ROLLING WD 1-2,0,LANGLADE,T,ROLLING
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN SUMMIT,0,LANGLADE,T,SUMMIT
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN UPHAM,0,LANGLADE,T,UPHAM
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN VILAS,0,LANGLADE,T,VILAS
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,TOWN WOLF RIVER WD 1-2,0,LANGLADE,T,WOLF RIVER
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,VILLAGE WHITE LAKE,0,LANGLADE,V,WHITE LAKE
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,CITY OF ANTIGO WARD 1,0,LANGLADE,C,ANTIGO
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,CITY OF ANTIGO WARD 2,0,LANGLADE,C,ANTIGO
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,CITY OF ANTIGO WARD 3,0,LANGLADE,C,ANTIGO
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,CITY OF ANTIGO WARD 4,0,LANGLADE,C,ANTIGO
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,CITY OF ANTIGO WARD 5,0,LANGLADE,C,ANTIGO
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,CITY OF ANTIGO WARD 6,0,LANGLADE,C,ANTIGO
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,CITY OF ANTIGO WARD 7,0,LANGLADE,C,ANTIGO
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,CITY OF ANTIGO WARD 8,0,LANGLADE,C,ANTIGO
WHITE LAKE SCHOOL DISTRICT GENERAL OBLIGATION BONDS REFERENDUM,NO,CITY OF ANTIGO WARD 9,0,LANGLADE,C,ANTIGO
