contest,candidate,votes,reporting_unit,county,ctv,municipality
COUNTY CLERK,REP CHRISTINE HINES,476,TOWN OF CADY,ST. CROIX,T,CADY
COUNTY CLERK,WRITE-IN TOTALS,1,TOWN OF CADY,ST. CROIX,T,CADY
COUNTY TREASURER,REP DENISE ANDERSON,478,TOWN OF CADY,ST. CROIX,T,CADY
COUNTY TREASURER,WRITE-IN TOTALS,0,TOWN OF CADY,ST. CROIX,T,CADY
REGISTER OF DEEDS,DEM BETH PABST,372,TOWN OF CADY,ST. CROIX,T,CADY
REGISTER OF DEEDS,WRITE-IN TOTALS,18,TOWN OF CADY,ST. CROIX,T,CADY
STATE REFERENDUM,YES,428,TOWN OF CADY,ST. CROIX,T,CADY
STATE REFERENDUM,NO,94,TOWN OF CADY,ST. CROIX,T,CADY
PRESIDENT / VICE PRESIDENT,REP TRUMP / VANCE,304,TOWN OF CYLON,ST. CROIX,T,CYLON
PRESIDENT / VICE PRESIDENT,DEM HARRIS / WALZ,117,TOWN OF CYLON,ST. CROIX,T,CYLON
PRESIDENT / VICE PRESIDENT,"IND KENNEDY, JR. / SHANAHAN",3,TOWN OF CYLON,ST. CROIX,T,CYLON
PRESIDENT / VICE PRESIDENT,CON TERRY / BRODEN,1,TOWN OF CYLON,ST. CROIX,T,CYLON
PRESIDENT / VICE PRESIDENT,WGR STEIN / WARE,1,TOWN OF CYLON,ST. CROIX,T,CYLON
PRESIDENT / VICE PRESIDENT,LIB OLIVER / TER MAAT,0,TOWN OF CYLON,ST. CROIX,T,CYLON
PRESIDENT / VICE PRESIDENT,IND DE LA CRUZ / GARCIA,0,TOWN OF CYLON,ST. CROIX,T,CYLON
PRESIDENT / VICE PRESIDENT,IND WEST / ABDULLAH,0,TOWN OF CYLON,ST. CROIX,T,CYLON
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,0,TOWN OF CYLON,ST. CROIX,T,CYLON
UNITED STATES SENATOR,REP ERIC HOVDE,287,TOWN OF CYLON,ST. CROIX,T,CYLON
UNITED STATES SENATOR,DEM TAMMY BALDWIN,119,TOWN OF CYLON,ST. CROIX,T,CYLON
UNITED STATES SENATOR,IND PHIL ANDERSON,6,TOWN OF CYLON,ST. CROIX,T,CYLON
UNITED STATES SENATOR,IND THOMAS LEAGER,6,TOWN OF CYLON,ST. CROIX,T,CYLON
UNITED STATES SENATOR,WRITE-IN TOTALS,1,TOWN OF CYLON,ST. CROIX,T,CYLON
REP CONGRESS DIST 7,REP TOM TIFFANY,312,TOWN OF CYLON,ST. CROIX,T,CYLON
REP CONGRESS DIST 7,DEM KYLE KILBOURN,98,TOWN OF CYLON,ST. CROIX,T,CYLON
REP CONGRESS DIST 7,WRITE-IN TOTALS,1,TOWN OF CYLON,ST. CROIX,T,CYLON
STATE SENATOR DIST 10,REP ROB STAFSHOLT,328,TOWN OF CYLON,ST. CROIX,T,CYLON
STATE SENATOR DIST 10,DEM PAUL HAMBLETON,89,TOWN OF CYLON,ST. CROIX,T,CYLON
STATE SENATOR DIST 10,WRITE-IN TOTALS,1,TOWN OF CYLON,ST. CROIX,T,CYLON
REP ASSEMBLY DIST 28,REP ROB KREIBICH,300,TOWN OF CYLON,ST. CROIX,T,CYLON
REP ASSEMBLY DIST 28,DEM DANIELLE JOHNSON,108,TOWN OF CYLON,ST. CROIX,T,CYLON
REP ASSEMBLY DIST 28,WRITE-IN TOTALS,1,TOWN OF CYLON,ST. CROIX,T,CYLON
DISTRICT ATTORNEY,REP KARL E. ANDERSON,369,TOWN OF CYLON,ST. CROIX,T,CYLON
DISTRICT ATTORNEY,WRITE-IN TOTALS,3,TOWN OF CYLON,ST. CROIX,T,CYLON
COUNTY CLERK,REP CHRISTINE HINES,369,TOWN OF CYLON,ST. CROIX,T,CYLON
COUNTY CLERK,WRITE-IN TOTALS,1,TOWN OF CYLON,ST. CROIX,T,CYLON
COUNTY TREASURER,REP DENISE ANDERSON,371,TOWN OF CYLON,ST. CROIX,T,CYLON
COUNTY TREASURER,WRITE-IN TOTALS,1,TOWN OF CYLON,ST. CROIX,T,CYLON
REGISTER OF DEEDS,DEM BETH PABST,271,TOWN OF CYLON,ST. CROIX,T,CYLON
REGISTER OF DEEDS,WRITE-IN TOTALS,12,TOWN OF CYLON,ST. CROIX,T,CYLON
STATE REFERENDUM,YES,356,TOWN OF CYLON,ST. CROIX,T,CYLON
STATE REFERENDUM,NO,47,TOWN OF CYLON,ST. CROIX,T,CYLON
PRESIDENT / VICE PRESIDENT,REP TRUMP / VANCE,553,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
PRESIDENT / VICE PRESIDENT,DEM HARRIS / WALZ,241,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
PRESIDENT / VICE PRESIDENT,CON TERRY / BRODEN,4,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
PRESIDENT / VICE PRESIDENT,WGR STEIN / WARE,2,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
PRESIDENT / VICE PRESIDENT,"IND KENNEDY, JR. / SHANAHAN",2,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
PRESIDENT / VICE PRESIDENT,LIB OLIVER / TER MAAT,1,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
PRESIDENT / VICE PRESIDENT,IND DE LA CRUZ / GARCIA,0,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
PRESIDENT / VICE PRESIDENT,IND WEST / ABDULLAH,0,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,2,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
UNITED STATES SENATOR,REP ERIC HOVDE,542,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
UNITED STATES SENATOR,DEM TAMMY BALDWIN,241,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
UNITED STATES SENATOR,IND PHIL ANDERSON,12,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
UNITED STATES SENATOR,IND THOMAS LEAGER,5,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
UNITED STATES SENATOR,WRITE-IN TOTALS,1,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
REP CONGRESS DIST 7,REP TOM TIFFANY,573,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
REP CONGRESS DIST 7,DEM KYLE KILBOURN,221,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
REP CONGRESS DIST 7,WRITE-IN TOTALS,2,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
STATE SENATOR DIST 10,REP ROB STAFSHOLT,578,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
STATE SENATOR DIST 10,DEM PAUL HAMBLETON,220,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
STATE SENATOR DIST 10,WRITE-IN TOTALS,2,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
REP ASSEMBLY DIST 28,REP ROB KREIBICH,554,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
REP ASSEMBLY DIST 28,DEM DANIELLE JOHNSON,238,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
REP ASSEMBLY DIST 28,WRITE-IN TOTALS,1,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
DISTRICT ATTORNEY,REP KARL E. ANDERSON,664,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
DISTRICT ATTORNEY,WRITE-IN TOTALS,9,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
COUNTY CLERK,REP CHRISTINE HINES,660,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
COUNTY CLERK,WRITE-IN TOTALS,8,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
COUNTY TREASURER,REP DENISE ANDERSON,662,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
COUNTY TREASURER,WRITE-IN TOTALS,8,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
REGISTER OF DEEDS,DEM BETH PABST,546,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
REGISTER OF DEEDS,WRITE-IN TOTALS,21,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
STATE REFERENDUM,YES,637,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
STATE REFERENDUM,NO,129,TOWN OF EAU GALLE W 1 & 2,ST. CROIX,T,EAU GALLE
PRESIDENT / VICE PRESIDENT,REP TRUMP / VANCE,390,TOWN OF EMERALD,ST. CROIX,T,EMERALD
PRESIDENT / VICE PRESIDENT,DEM HARRIS / WALZ,121,TOWN OF EMERALD,ST. CROIX,T,EMERALD
PRESIDENT / VICE PRESIDENT,WGR STEIN / WARE,6,TOWN OF EMERALD,ST. CROIX,T,EMERALD
PRESIDENT / VICE PRESIDENT,LIB OLIVER / TER MAAT,5,TOWN OF EMERALD,ST. CROIX,T,EMERALD
PRESIDENT / VICE PRESIDENT,CON TERRY / BRODEN,2,TOWN OF EMERALD,ST. CROIX,T,EMERALD
PRESIDENT / VICE PRESIDENT,"IND KENNEDY, JR. / SHANAHAN",1,TOWN OF EMERALD,ST. CROIX,T,EMERALD
PRESIDENT / VICE PRESIDENT,IND DE LA CRUZ / GARCIA,0,TOWN OF EMERALD,ST. CROIX,T,EMERALD
PRESIDENT / VICE PRESIDENT,IND WEST / ABDULLAH,0,TOWN OF EMERALD,ST. CROIX,T,EMERALD
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,1,TOWN OF EMERALD,ST. CROIX,T,EMERALD
UNITED STATES SENATOR,REP ERIC HOVDE,374,TOWN OF EMERALD,ST. CROIX,T,EMERALD
UNITED STATES SENATOR,DEM TAMMY BALDWIN,139,TOWN OF EMERALD,ST. CROIX,T,EMERALD
UNITED STATES SENATOR,IND THOMAS LEAGER,6,TOWN OF EMERALD,ST. CROIX,T,EMERALD
UNITED STATES SENATOR,IND PHIL ANDERSON,4,TOWN OF EMERALD,ST. CROIX,T,EMERALD
UNITED STATES SENATOR,WRITE-IN TOTALS,2,TOWN OF EMERALD,ST. CROIX,T,EMERALD
REP CONGRESS DIST 7,REP TOM TIFFANY,398,TOWN OF EMERALD,ST. CROIX,T,EMERALD
REP CONGRESS DIST 7,DEM KYLE KILBOURN,121,TOWN OF EMERALD,ST. CROIX,T,EMERALD
REP CONGRESS DIST 7,WRITE-IN TOTALS,1,TOWN OF EMERALD,ST. CROIX,T,EMERALD
STATE SENATOR DIST 10,REP ROB STAFSHOLT,404,TOWN OF EMERALD,ST. CROIX,T,EMERALD
STATE SENATOR DIST 10,DEM PAUL HAMBLETON,117,TOWN OF EMERALD,ST. CROIX,T,EMERALD
STATE SENATOR DIST 10,WRITE-IN TOTALS,1,TOWN OF EMERALD,ST. CROIX,T,EMERALD
REP ASSEMBLY DIST 28,REP ROB KREIBICH,392,TOWN OF EMERALD,ST. CROIX,T,EMERALD
REP ASSEMBLY DIST 28,DEM DANIELLE JOHNSON,125,TOWN OF EMERALD,ST. CROIX,T,EMERALD
REP ASSEMBLY DIST 28,WRITE-IN TOTALS,1,TOWN OF EMERALD,ST. CROIX,T,EMERALD
DISTRICT ATTORNEY,REP KARL E. ANDERSON,469,TOWN OF EMERALD,ST. CROIX,T,EMERALD
DISTRICT ATTORNEY,WRITE-IN TOTALS,8,TOWN OF EMERALD,ST. CROIX,T,EMERALD
COUNTY CLERK,REP CHRISTINE HINES,480,TOWN OF EMERALD,ST. CROIX,T,EMERALD
COUNTY CLERK,WRITE-IN TOTALS,4,TOWN OF EMERALD,ST. CROIX,T,EMERALD
COUNTY TREASURER,REP DENISE ANDERSON,482,TOWN OF EMERALD,ST. CROIX,T,EMERALD
COUNTY TREASURER,WRITE-IN TOTALS,3,TOWN OF EMERALD,ST. CROIX,T,EMERALD
REGISTER OF DEEDS,DEM BETH PABST,382,TOWN OF EMERALD,ST. CROIX,T,EMERALD
REGISTER OF DEEDS,WRITE-IN TOTALS,26,TOWN OF EMERALD,ST. CROIX,T,EMERALD
STATE REFERENDUM,YES,399,TOWN OF EMERALD,ST. CROIX,T,EMERALD
STATE REFERENDUM,NO,75,TOWN OF EMERALD,ST. CROIX,T,EMERALD
PRESIDENT / VICE PRESIDENT,REP TRUMP / VANCE,285,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
PRESIDENT / VICE PRESIDENT,DEM HARRIS / WALZ,157,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
PRESIDENT / VICE PRESIDENT,CON TERRY / BRODEN,3,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
PRESIDENT / VICE PRESIDENT,"IND KENNEDY, JR. / SHANAHAN",2,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
PRESIDENT / VICE PRESIDENT,LIB OLIVER / TER MAAT,1,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
PRESIDENT / VICE PRESIDENT,WGR STEIN / WARE,0,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
PRESIDENT / VICE PRESIDENT,IND DE LA CRUZ / GARCIA,0,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
PRESIDENT / VICE PRESIDENT,IND WEST / ABDULLAH,0,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,2,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
UNITED STATES SENATOR,REP ERIC HOVDE,278,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
UNITED STATES SENATOR,DEM TAMMY BALDWIN,156,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
UNITED STATES SENATOR,IND PHIL ANDERSON,6,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
UNITED STATES SENATOR,IND THOMAS LEAGER,6,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
UNITED STATES SENATOR,WRITE-IN TOTALS,0,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
REP CONGRESS DIST 7,REP TOM TIFFANY,298,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
REP CONGRESS DIST 7,DEM KYLE KILBOURN,140,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
REP CONGRESS DIST 7,WRITE-IN TOTALS,1,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
STATE SENATOR DIST 10,REP ROB STAFSHOLT,317,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
STATE SENATOR DIST 10,DEM PAUL HAMBLETON,125,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
STATE SENATOR DIST 10,WRITE-IN TOTALS,0,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
REP ASSEMBLY DIST 28,REP ROB KREIBICH,297,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
REP ASSEMBLY DIST 28,DEM DANIELLE JOHNSON,138,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
REP ASSEMBLY DIST 28,WRITE-IN TOTALS,0,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
DISTRICT ATTORNEY,REP KARL E. ANDERSON,362,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
DISTRICT ATTORNEY,WRITE-IN TOTALS,4,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
COUNTY CLERK,REP CHRISTINE HINES,367,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
COUNTY CLERK,WRITE-IN TOTALS,1,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
COUNTY TREASURER,REP DENISE ANDERSON,366,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
COUNTY TREASURER,WRITE-IN TOTALS,1,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
REGISTER OF DEEDS,DEM BETH PABST,305,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
REGISTER OF DEEDS,WRITE-IN TOTALS,11,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
STATE REFERENDUM,YES,349,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
STATE REFERENDUM,NO,73,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
T ERIN PRAIRIE REF,NO,242,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
T ERIN PRAIRIE REF,YES,180,TOWN OF ERIN PRAIRIE,ST. CROIX,T,ERIN PRAIRIE
PRESIDENT / VICE PRESIDENT,REP TRUMP / VANCE,303,TOWN OF FOREST,ST. CROIX,T,FOREST
PRESIDENT / VICE PRESIDENT,DEM HARRIS / WALZ,72,TOWN OF FOREST,ST. CROIX,T,FOREST
PRESIDENT / VICE PRESIDENT,"IND KENNEDY, JR. / SHANAHAN",6,TOWN OF FOREST,ST. CROIX,T,FOREST
PRESIDENT / VICE PRESIDENT,LIB OLIVER / TER MAAT,5,TOWN OF FOREST,ST. CROIX,T,FOREST
PRESIDENT / VICE PRESIDENT,CON TERRY / BRODEN,2,TOWN OF FOREST,ST. CROIX,T,FOREST
PRESIDENT / VICE PRESIDENT,WGR STEIN / WARE,1,TOWN OF FOREST,ST. CROIX,T,FOREST
PRESIDENT / VICE PRESIDENT,IND DE LA CRUZ / GARCIA,0,TOWN OF FOREST,ST. CROIX,T,FOREST
PRESIDENT / VICE PRESIDENT,IND WEST / ABDULLAH,0,TOWN OF FOREST,ST. CROIX,T,FOREST
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,0,TOWN OF FOREST,ST. CROIX,T,FOREST
UNITED STATES SENATOR,REP ERIC HOVDE,295,TOWN OF FOREST,ST. CROIX,T,FOREST
UNITED STATES SENATOR,DEM TAMMY BALDWIN,79,TOWN OF FOREST,ST. CROIX,T,FOREST
UNITED STATES SENATOR,IND PHIL ANDERSON,9,TOWN OF FOREST,ST. CROIX,T,FOREST
UNITED STATES SENATOR,IND THOMAS LEAGER,1,TOWN OF FOREST,ST. CROIX,T,FOREST
UNITED STATES SENATOR,WRITE-IN TOTALS,0,TOWN OF FOREST,ST. CROIX,T,FOREST
REP CONGRESS DIST 7,REP TOM TIFFANY,313,TOWN OF FOREST,ST. CROIX,T,FOREST
REP CONGRESS DIST 7,DEM KYLE KILBOURN,68,TOWN OF FOREST,ST. CROIX,T,FOREST
REP CONGRESS DIST 7,WRITE-IN TOTALS,0,TOWN OF FOREST,ST. CROIX,T,FOREST
STATE SENATOR DIST 10,REP ROB STAFSHOLT,321,TOWN OF FOREST,ST. CROIX,T,FOREST
STATE SENATOR DIST 10,DEM PAUL HAMBLETON,59,TOWN OF FOREST,ST. CROIX,T,FOREST
STATE SENATOR DIST 10,WRITE-IN TOTALS,0,TOWN OF FOREST,ST. CROIX,T,FOREST
REP ASSEMBLY DIST 28,REP ROB KREIBICH,302,TOWN OF FOREST,ST. CROIX,T,FOREST
REP ASSEMBLY DIST 28,DEM DANIELLE JOHNSON,67,TOWN OF FOREST,ST. CROIX,T,FOREST
REP ASSEMBLY DIST 28,WRITE-IN TOTALS,0,TOWN OF FOREST,ST. CROIX,T,FOREST
DISTRICT ATTORNEY,REP KARL E. ANDERSON,335,TOWN OF FOREST,ST. CROIX,T,FOREST
DISTRICT ATTORNEY,WRITE-IN TOTALS,3,TOWN OF FOREST,ST. CROIX,T,FOREST
COUNTY CLERK,REP CHRISTINE HINES,334,TOWN OF FOREST,ST. CROIX,T,FOREST
