municipality,reporting_unit,contest,candidate,votes,county,ctv
KENOSHA,CITY OF KENOSHA WARDS 1,REGISTER OF DEEDS,DEM JENNIFER MACK,1032,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 1,REGISTER OF DEEDS,WRITE-IN NA,32,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 1,STATE REFERENDUM,YES NA,919,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 1,STATE REFERENDUM,NO NA,446,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,439,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,357,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,PRESIDENT / VICE PRESIDENT,"WTP ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",4,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,PRESIDENT / VICE PRESIDENT,GRN JILL STEIN / RUDOLPH WARE,3,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,PRESIDENT / VICE PRESIDENT,JFA CORNEL WEST / MELINA ABDULLAH,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,PRESIDENT / VICE PRESIDENT,PSL CLAUDIA DE LA CRUZ / KARINA GARCIA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,PRESIDENT / VICE PRESIDENT,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,UNITED STATES SENATOR,DEM TAMMY BALDWIN,433,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,UNITED STATES SENATOR,REP ERIC HOVDE,344,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,UNITED STATES SENATOR,DTC PHIL ANDERSON,11,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,UNITED STATES SENATOR,AFT THOMAS LEAGER,11,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,UNITED STATES SENATOR,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,REPRESENTATIVE IN CONGRESS,DEM PETER BARCA,426,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,REPRESENTATIVE IN CONGRESS,REP BRYAN STEIL,349,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,REPRESENTATIVE IN CONGRESS,"GRN CHESTER TODD, JR.",11,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,REPRESENTATIVE IN CONGRESS,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,STATE SENATOR DISTRICT 22,DEM ROBERT W. WIRCH,551,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,STATE SENATOR DISTRICT 22,WRITE-IN NA,32,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,DEM TIP MCGUIRE,443,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,REP ED HIBSCH,307,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,WRITE-IN NA,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,DISTRICT ATTORNEY,DEM CARLI MCNEILL,428,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,DISTRICT ATTORNEY,REP XAVIER SOLIS,329,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,DISTRICT ATTORNEY,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,COUNTY CLERK,DEM REGI WALIGORA,534,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,COUNTY CLERK,WRITE-IN NA,20,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,COUNTY TREASURER,DEM TERI JACOBSON,532,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,COUNTY TREASURER,WRITE-IN NA,20,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,REGISTER OF DEEDS,DEM JENNIFER MACK,530,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,REGISTER OF DEEDS,WRITE-IN NA,17,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,STATE REFERENDUM,YES NA,507,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 2,STATE REFERENDUM,NO NA,226,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,408,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,283,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,PRESIDENT / VICE PRESIDENT,"WTP ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",4,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,PRESIDENT / VICE PRESIDENT,GRN JILL STEIN / RUDOLPH WARE,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,PRESIDENT / VICE PRESIDENT,JFA CORNEL WEST / MELINA ABDULLAH,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,PRESIDENT / VICE PRESIDENT,PSL CLAUDIA DE LA CRUZ / KARINA GARCIA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,PRESIDENT / VICE PRESIDENT,WRITE-IN NA,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,UNITED STATES SENATOR,DEM TAMMY BALDWIN,406,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,UNITED STATES SENATOR,REP ERIC HOVDE,265,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,UNITED STATES SENATOR,AFT THOMAS LEAGER,13,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,UNITED STATES SENATOR,DTC PHIL ANDERSON,4,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,UNITED STATES SENATOR,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,REPRESENTATIVE IN CONGRESS,DEM PETER BARCA,399,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,REPRESENTATIVE IN CONGRESS,REP BRYAN STEIL,269,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,REPRESENTATIVE IN CONGRESS,"GRN CHESTER TODD, JR.",16,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,REPRESENTATIVE IN CONGRESS,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,STATE SENATOR DISTRICT 22,DEM ROBERT W. WIRCH,544,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,STATE SENATOR DISTRICT 22,WRITE-IN NA,15,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,DEM TIP MCGUIRE,411,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,REP ED HIBSCH,257,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,DISTRICT ATTORNEY,DEM CARLI MCNEILL,412,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,DISTRICT ATTORNEY,REP XAVIER SOLIS,249,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,DISTRICT ATTORNEY,WRITE-IN NA,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,COUNTY CLERK,DEM REGI WALIGORA,529,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,COUNTY CLERK,WRITE-IN NA,16,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,COUNTY TREASURER,DEM TERI JACOBSON,530,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,COUNTY TREASURER,WRITE-IN NA,15,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,REGISTER OF DEEDS,DEM JENNIFER MACK,519,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,REGISTER OF DEEDS,WRITE-IN NA,15,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,STATE REFERENDUM,YES NA,459,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 3,STATE REFERENDUM,NO NA,188,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,156,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,150,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,PRESIDENT / VICE PRESIDENT,PSL CLAUDIA DE LA CRUZ / KARINA GARCIA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,PRESIDENT / VICE PRESIDENT,JFA CORNEL WEST / MELINA ABDULLAH,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,PRESIDENT / VICE PRESIDENT,"WTP ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,PRESIDENT / VICE PRESIDENT,GRN JILL STEIN / RUDOLPH WARE,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,PRESIDENT / VICE PRESIDENT,WRITE-IN NA,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,UNITED STATES SENATOR,DEM TAMMY BALDWIN,157,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,UNITED STATES SENATOR,REP ERIC HOVDE,145,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,UNITED STATES SENATOR,AFT THOMAS LEAGER,4,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,UNITED STATES SENATOR,DTC PHIL ANDERSON,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,UNITED STATES SENATOR,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,REPRESENTATIVE IN CONGRESS,REP BRYAN STEIL,151,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,REPRESENTATIVE IN CONGRESS,DEM PETER BARCA,147,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,REPRESENTATIVE IN CONGRESS,"GRN CHESTER TODD, JR.",4,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,REPRESENTATIVE IN CONGRESS,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,STATE SENATOR DISTRICT 22,DEM ROBERT W. WIRCH,215,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,STATE SENATOR DISTRICT 22,WRITE-IN NA,10,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,DEM TIP MCGUIRE,154,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,REP ED HIBSCH,142,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,WRITE-IN NA,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,DISTRICT ATTORNEY,REP XAVIER SOLIS,152,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,DISTRICT ATTORNEY,DEM CARLI MCNEILL,143,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,DISTRICT ATTORNEY,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,COUNTY CLERK,DEM REGI WALIGORA,212,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,COUNTY CLERK,WRITE-IN NA,12,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,COUNTY TREASURER,DEM TERI JACOBSON,212,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,COUNTY TREASURER,WRITE-IN NA,12,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,REGISTER OF DEEDS,DEM JENNIFER MACK,208,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,REGISTER OF DEEDS,WRITE-IN NA,11,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,STATE REFERENDUM,YES NA,219,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 4,STATE REFERENDUM,NO NA,63,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,570,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,377,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,PRESIDENT / VICE PRESIDENT,"WTP ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",10,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,PRESIDENT / VICE PRESIDENT,GRN JILL STEIN / RUDOLPH WARE,3,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,PRESIDENT / VICE PRESIDENT,JFA CORNEL WEST / MELINA ABDULLAH,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,PRESIDENT / VICE PRESIDENT,PSL CLAUDIA DE LA CRUZ / KARINA GARCIA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,PRESIDENT / VICE PRESIDENT,WRITE-IN NA,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,UNITED STATES SENATOR,DEM TAMMY BALDWIN,573,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,UNITED STATES SENATOR,REP ERIC HOVDE,343,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,UNITED STATES SENATOR,AFT THOMAS LEAGER,11,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,UNITED STATES SENATOR,DTC PHIL ANDERSON,6,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,UNITED STATES SENATOR,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,REPRESENTATIVE IN CONGRESS,DEM PETER BARCA,531,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,REPRESENTATIVE IN CONGRESS,REP BRYAN STEIL,361,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,REPRESENTATIVE IN CONGRESS,"GRN CHESTER TODD, JR.",26,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,REPRESENTATIVE IN CONGRESS,WRITE-IN NA,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,STATE SENATOR DISTRICT 22,DEM ROBERT W. WIRCH,762,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,STATE SENATOR DISTRICT 22,WRITE-IN NA,18,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,DEM TIP MCGUIRE,554,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,REP ED HIBSCH,347,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,WRITE-IN NA,3,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,DISTRICT ATTORNEY,DEM CARLI MCNEILL,557,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,DISTRICT ATTORNEY,REP XAVIER SOLIS,337,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,DISTRICT ATTORNEY,WRITE-IN NA,3,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,COUNTY CLERK,DEM REGI WALIGORA,759,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,COUNTY CLERK,WRITE-IN NA,11,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,COUNTY TREASURER,DEM TERI JACOBSON,751,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,COUNTY TREASURER,WRITE-IN NA,10,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,REGISTER OF DEEDS,DEM JENNIFER MACK,735,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,REGISTER OF DEEDS,WRITE-IN NA,12,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,STATE REFERENDUM,YES NA,647,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 5,STATE REFERENDUM,NO NA,244,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,459,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,324,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,PRESIDENT / VICE PRESIDENT,JFA CORNEL WEST / MELINA ABDULLAH,4,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,PRESIDENT / VICE PRESIDENT,"WTP ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",3,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,PRESIDENT / VICE PRESIDENT,GRN JILL STEIN / RUDOLPH WARE,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,PRESIDENT / VICE PRESIDENT,PSL CLAUDIA DE LA CRUZ / KARINA GARCIA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,PRESIDENT / VICE PRESIDENT,WRITE-IN NA,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,UNITED STATES SENATOR,DEM TAMMY BALDWIN,475,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,UNITED STATES SENATOR,REP ERIC HOVDE,279,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,UNITED STATES SENATOR,DTC PHIL ANDERSON,22,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,UNITED STATES SENATOR,AFT THOMAS LEAGER,10,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,UNITED STATES SENATOR,WRITE-IN NA,2,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,REPRESENTATIVE IN CONGRESS,DEM PETER BARCA,463,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,REPRESENTATIVE IN CONGRESS,REP BRYAN STEIL,308,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,REPRESENTATIVE IN CONGRESS,"GRN CHESTER TODD, JR.",17,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,REPRESENTATIVE IN CONGRESS,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,STATE SENATOR DISTRICT 22,DEM ROBERT W. WIRCH,596,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,STATE SENATOR DISTRICT 22,WRITE-IN NA,10,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,DEM TIP MCGUIRE,489,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,REP ED HIBSCH,276,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,WRITE-IN NA,1,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,DISTRICT ATTORNEY,DEM CARLI MCNEILL,473,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,DISTRICT ATTORNEY,REP XAVIER SOLIS,290,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,DISTRICT ATTORNEY,WRITE-IN NA,0,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,COUNTY CLERK,DEM REGI WALIGORA,582,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,COUNTY CLERK,WRITE-IN NA,10,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,COUNTY TREASURER,DEM TERI JACOBSON,581,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,COUNTY TREASURER,WRITE-IN NA,11,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,REGISTER OF DEEDS,DEM JENNIFER MACK,576,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,REGISTER OF DEEDS,WRITE-IN NA,10,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,STATE REFERENDUM,YES NA,500,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 6,STATE REFERENDUM,NO NA,240,KENOSHA,C
KENOSHA,CITY OF KENOSHA WARDS 7,PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,283,KENOSHA,C
