contest,candidate,reporting_unit,votes,county,ctv,municipality
PRESIDENT / VICE PRESIDENT,DONALD J. TRUMP / JD VANCE (REPUBLICAN),LONG LAKE,105,FLORENCE,T,LONG LAKE
PRESIDENT / VICE PRESIDENT,DONALD J. TRUMP / JD VANCE (REPUBLICAN),TIPLER,96,FLORENCE,T,TIPLER
PRESIDENT / VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN (CONSTITUTION),AURORA WARDS 1-3,0,FLORENCE,T,AURORA
PRESIDENT / VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN (CONSTITUTION),COMMONWEALTH WARDS 1-3,0,FLORENCE,T,COMMONWEALTH
PRESIDENT / VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN (CONSTITUTION),FENCE,0,FLORENCE,T,FENCE
PRESIDENT / VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN (CONSTITUTION),FERN,0,FLORENCE,T,FERN
PRESIDENT / VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN (CONSTITUTION),FLORENCE WARDS 1-7,0,FLORENCE,T,FLORENCE
PRESIDENT / VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN (CONSTITUTION),HOMESTEAD,1,FLORENCE,T,HOMESTEAD
PRESIDENT / VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN (CONSTITUTION),LONG LAKE,1,FLORENCE,T,LONG LAKE
PRESIDENT / VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN (CONSTITUTION),TIPLER,0,FLORENCE,T,TIPLER
PRESIDENT / VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT (LIBERTARIAN),AURORA WARDS 1-3,1,FLORENCE,T,AURORA
PRESIDENT / VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT (LIBERTARIAN),COMMONWEALTH WARDS 1-3,0,FLORENCE,T,COMMONWEALTH
PRESIDENT / VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT (LIBERTARIAN),FENCE,0,FLORENCE,T,FENCE
PRESIDENT / VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT (LIBERTARIAN),FERN,1,FLORENCE,T,FERN
PRESIDENT / VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT (LIBERTARIAN),FLORENCE WARDS 1-7,3,FLORENCE,T,FLORENCE
PRESIDENT / VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT (LIBERTARIAN),HOMESTEAD,0,FLORENCE,T,HOMESTEAD
PRESIDENT / VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT (LIBERTARIAN),LONG LAKE,0,FLORENCE,T,LONG LAKE
PRESIDENT / VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT (LIBERTARIAN),TIPLER,0,FLORENCE,T,TIPLER
PRESIDENT / VICE PRESIDENT,JILL STEIN / RUDOLPH WARE (WISCONSIN GREEN),AURORA WARDS 1-3,1,FLORENCE,T,AURORA
PRESIDENT / VICE PRESIDENT,JILL STEIN / RUDOLPH WARE (WISCONSIN GREEN),COMMONWEALTH WARDS 1-3,0,FLORENCE,T,COMMONWEALTH
PRESIDENT / VICE PRESIDENT,JILL STEIN / RUDOLPH WARE (WISCONSIN GREEN),FENCE,0,FLORENCE,T,FENCE
PRESIDENT / VICE PRESIDENT,JILL STEIN / RUDOLPH WARE (WISCONSIN GREEN),FERN,0,FLORENCE,T,FERN
PRESIDENT / VICE PRESIDENT,JILL STEIN / RUDOLPH WARE (WISCONSIN GREEN),FLORENCE WARDS 1-7,1,FLORENCE,T,FLORENCE
PRESIDENT / VICE PRESIDENT,JILL STEIN / RUDOLPH WARE (WISCONSIN GREEN),HOMESTEAD,0,FLORENCE,T,HOMESTEAD
PRESIDENT / VICE PRESIDENT,JILL STEIN / RUDOLPH WARE (WISCONSIN GREEN),LONG LAKE,0,FLORENCE,T,LONG LAKE
PRESIDENT / VICE PRESIDENT,JILL STEIN / RUDOLPH WARE (WISCONSIN GREEN),TIPLER,0,FLORENCE,T,TIPLER
PRESIDENT / VICE PRESIDENT,CLAUDIA DE LA CRUZ/ KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),AURORA WARDS 1-3,0,FLORENCE,T,AURORA
PRESIDENT / VICE PRESIDENT,CLAUDIA DE LA CRUZ/ KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),COMMONWEALTH WARDS 1-3,0,FLORENCE,T,COMMONWEALTH
PRESIDENT / VICE PRESIDENT,CLAUDIA DE LA CRUZ/ KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),FENCE,0,FLORENCE,T,FENCE
PRESIDENT / VICE PRESIDENT,CLAUDIA DE LA CRUZ/ KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),FERN,0,FLORENCE,T,FERN
PRESIDENT / VICE PRESIDENT,CLAUDIA DE LA CRUZ/ KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),FLORENCE WARDS 1-7,0,FLORENCE,T,FLORENCE
PRESIDENT / VICE PRESIDENT,CLAUDIA DE LA CRUZ/ KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),HOMESTEAD,0,FLORENCE,T,HOMESTEAD
PRESIDENT / VICE PRESIDENT,CLAUDIA DE LA CRUZ/ KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),LONG LAKE,0,FLORENCE,T,LONG LAKE
PRESIDENT / VICE PRESIDENT,CLAUDIA DE LA CRUZ/ KARINA GARCIA (PARTY FOR SOCIALISM AND LIBERATION),TIPLER,0,FLORENCE,T,TIPLER
PRESIDENT / VICE PRESIDENT,COMEL WEST / MELINA ABDULLAH (JUSTICE FOR ALL),AURORA WARDS 1-3,0,FLORENCE,T,AURORA
PRESIDENT / VICE PRESIDENT,COMEL WEST / MELINA ABDULLAH (JUSTICE FOR ALL),COMMONWEALTH WARDS 1-3,0,FLORENCE,T,COMMONWEALTH
PRESIDENT / VICE PRESIDENT,COMEL WEST / MELINA ABDULLAH (JUSTICE FOR ALL),FENCE,0,FLORENCE,T,FENCE
PRESIDENT / VICE PRESIDENT,COMEL WEST / MELINA ABDULLAH (JUSTICE FOR ALL),FERN,0,FLORENCE,T,FERN
PRESIDENT / VICE PRESIDENT,COMEL WEST / MELINA ABDULLAH (JUSTICE FOR ALL),FLORENCE WARDS 1-7,0,FLORENCE,T,FLORENCE
PRESIDENT / VICE PRESIDENT,COMEL WEST / MELINA ABDULLAH (JUSTICE FOR ALL),HOMESTEAD,1,FLORENCE,T,HOMESTEAD
PRESIDENT / VICE PRESIDENT,COMEL WEST / MELINA ABDULLAH (JUSTICE FOR ALL),LONG LAKE,0,FLORENCE,T,LONG LAKE
PRESIDENT / VICE PRESIDENT,COMEL WEST / MELINA ABDULLAH (JUSTICE FOR ALL),TIPLER,0,FLORENCE,T,TIPLER
PRESIDENT / VICE PRESIDENT,"ROBERT F KENNEDY, JR. / NICOLE SHANAHAN (WE THE PEOPLE)",AURORA WARDS 1-3,1,FLORENCE,T,AURORA
PRESIDENT / VICE PRESIDENT,"ROBERT F KENNEDY, JR. / NICOLE SHANAHAN (WE THE PEOPLE)",COMMONWEALTH WARDS 1-3,0,FLORENCE,T,COMMONWEALTH
PRESIDENT / VICE PRESIDENT,"ROBERT F KENNEDY, JR. / NICOLE SHANAHAN (WE THE PEOPLE)",FENCE,0,FLORENCE,T,FENCE
PRESIDENT / VICE PRESIDENT,"ROBERT F KENNEDY, JR. / NICOLE SHANAHAN (WE THE PEOPLE)",FERN,0,FLORENCE,T,FERN
PRESIDENT / VICE PRESIDENT,"ROBERT F KENNEDY, JR. / NICOLE SHANAHAN (WE THE PEOPLE)",FLORENCE WARDS 1-7,6,FLORENCE,T,FLORENCE
PRESIDENT / VICE PRESIDENT,"ROBERT F KENNEDY, JR. / NICOLE SHANAHAN (WE THE PEOPLE)",HOMESTEAD,0,FLORENCE,T,HOMESTEAD
PRESIDENT / VICE PRESIDENT,"ROBERT F KENNEDY, JR. / NICOLE SHANAHAN (WE THE PEOPLE)",LONG LAKE,1,FLORENCE,T,LONG LAKE
PRESIDENT / VICE PRESIDENT,"ROBERT F KENNEDY, JR. / NICOLE SHANAHAN (WE THE PEOPLE)",TIPLER,1,FLORENCE,T,TIPLER
PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (INDEPENDENT),AURORA WARDS 1-3,0,FLORENCE,T,AURORA
PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (INDEPENDENT),COMMONWEALTH WARDS 1-3,0,FLORENCE,T,COMMONWEALTH
PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (INDEPENDENT),FENCE,0,FLORENCE,T,FENCE
PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (INDEPENDENT),FERN,0,FLORENCE,T,FERN
PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (INDEPENDENT),FLORENCE WARDS 1-7,0,FLORENCE,T,FLORENCE
PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (INDEPENDENT),HOMESTEAD,0,FLORENCE,T,HOMESTEAD
PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (INDEPENDENT),LONG LAKE,0,FLORENCE,T,LONG LAKE
PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK (INDEPENDENT),TIPLER,0,FLORENCE,T,TIPLER
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (INDEPENDENT),AURORA WARDS 1-3,0,FLORENCE,T,AURORA
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (INDEPENDENT),COMMONWEALTH WARDS 1-3,0,FLORENCE,T,COMMONWEALTH
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (INDEPENDENT),FENCE,0,FLORENCE,T,FENCE
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (INDEPENDENT),FERN,0,FLORENCE,T,FERN
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (INDEPENDENT),FLORENCE WARDS 1-7,0,FLORENCE,T,FLORENCE
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (INDEPENDENT),HOMESTEAD,0,FLORENCE,T,HOMESTEAD
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (INDEPENDENT),LONG LAKE,0,FLORENCE,T,LONG LAKE
PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX (INDEPENDENT),TIPLER,0,FLORENCE,T,TIPLER
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT),AURORA WARDS 1-3,0,FLORENCE,T,AURORA
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT),COMMONWEALTH WARDS 1-3,0,FLORENCE,T,COMMONWEALTH
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT),FENCE,0,FLORENCE,T,FENCE
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT),FERN,0,FLORENCE,T,FERN
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT),FLORENCE WARDS 1-7,0,FLORENCE,T,FLORENCE
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT),HOMESTEAD,0,FLORENCE,T,HOMESTEAD
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT),LONG LAKE,0,FLORENCE,T,LONG LAKE
PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ (INDEPENDENT),TIPLER,0,FLORENCE,T,TIPLER
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT) FUTURE MADAM POTUS / JESSICA KENNEDY (INDEPENDENT),AURORA WARDS 1-3,0,FLORENCE,T,AURORA
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT) FUTURE MADAM POTUS / JESSICA KENNEDY (INDEPENDENT),COMMONWEALTH WARDS 1-3,0,FLORENCE,T,COMMONWEALTH
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT) FUTURE MADAM POTUS / JESSICA KENNEDY (INDEPENDENT),FENCE,0,FLORENCE,T,FENCE
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT) FUTURE MADAM POTUS / JESSICA KENNEDY (INDEPENDENT),FERN,0,FLORENCE,T,FERN
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT) FUTURE MADAM POTUS / JESSICA KENNEDY (INDEPENDENT),FLORENCE WARDS 1-7,0,FLORENCE,T,FLORENCE
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT) FUTURE MADAM POTUS / JESSICA KENNEDY (INDEPENDENT),HOMESTEAD,0,FLORENCE,T,HOMESTEAD
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT) FUTURE MADAM POTUS / JESSICA KENNEDY (INDEPENDENT),LONG LAKE,0,FLORENCE,T,LONG LAKE
PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT) FUTURE MADAM POTUS / JESSICA KENNEDY (INDEPENDENT),TIPLER,0,FLORENCE,T,TIPLER
UNITED STATES SENATOR,TAMMY BALDWIN (DEMOCRATIC),AURORA WARDS 1-3,145,FLORENCE,T,AURORA
UNITED STATES SENATOR,TAMMY BALDWIN (DEMOCRATIC),COMMONWEALTH WARDS 1-3,69,FLORENCE,T,COMMONWEALTH
UNITED STATES SENATOR,TAMMY BALDWIN (DEMOCRATIC),FENCE,28,FLORENCE,T,FENCE
UNITED STATES SENATOR,TAMMY BALDWIN (DEMOCRATIC),FERN,27,FLORENCE,T,FERN
UNITED STATES SENATOR,TAMMY BALDWIN (DEMOCRATIC),FLORENCE WARDS 1-7,406,FLORENCE,T,FLORENCE
UNITED STATES SENATOR,TAMMY BALDWIN (DEMOCRATIC),HOMESTEAD,60,FLORENCE,T,HOMESTEAD
UNITED STATES SENATOR,TAMMY BALDWIN (DEMOCRATIC),LONG LAKE,34,FLORENCE,T,LONG LAKE
UNITED STATES SENATOR,TAMMY BALDWIN (DEMOCRATIC),TIPLER,19,FLORENCE,T,TIPLER
UNITED STATES SENATOR,ERIC HOVDE (REPUBLICAN),AURORA WARDS 1-3,491,FLORENCE,T,AURORA
UNITED STATES SENATOR,ERIC HOVDE (REPUBLICAN),COMMONWEALTH WARDS 1-3,197,FLORENCE,T,COMMONWEALTH
UNITED STATES SENATOR,ERIC HOVDE (REPUBLICAN),FENCE,103,FLORENCE,T,FENCE
UNITED STATES SENATOR,ERIC HOVDE (REPUBLICAN),FERN,112,FLORENCE,T,FERN
UNITED STATES SENATOR,ERIC HOVDE (REPUBLICAN),FLORENCE WARDS 1-7,967,FLORENCE,T,FLORENCE
UNITED STATES SENATOR,ERIC HOVDE (REPUBLICAN),HOMESTEAD,214,FLORENCE,T,HOMESTEAD
UNITED STATES SENATOR,ERIC HOVDE (REPUBLICAN),LONG LAKE,97,FLORENCE,T,LONG LAKE
UNITED STATES SENATOR,ERIC HOVDE (REPUBLICAN),TIPLER,91,FLORENCE,T,TIPLER
UNITED STATES SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),AURORA WARDS 1-3,6,FLORENCE,T,AURORA
UNITED STATES SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),COMMONWEALTH WARDS 1-3,2,FLORENCE,T,COMMONWEALTH
UNITED STATES SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),FENCE,0,FLORENCE,T,FENCE
UNITED STATES SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),FERN,2,FLORENCE,T,FERN
UNITED STATES SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),FLORENCE WARDS 1-7,21,FLORENCE,T,FLORENCE
UNITED STATES SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),HOMESTEAD,2,FLORENCE,T,HOMESTEAD
UNITED STATES SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),LONG LAKE,0,FLORENCE,T,LONG LAKE
UNITED STATES SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),TIPLER,3,FLORENCE,T,TIPLER
UNITED STATES SENATOR,THOMAS LEAGER (AMERICA FIRST),AURORA WARDS 1-3,5,FLORENCE,T,AURORA
UNITED STATES SENATOR,THOMAS LEAGER (AMERICA FIRST),COMMONWEALTH WARDS 1-3,3,FLORENCE,T,COMMONWEALTH
UNITED STATES SENATOR,THOMAS LEAGER (AMERICA FIRST),FENCE,1,FLORENCE,T,FENCE
UNITED STATES SENATOR,THOMAS LEAGER (AMERICA FIRST),FERN,1,FLORENCE,T,FERN
UNITED STATES SENATOR,THOMAS LEAGER (AMERICA FIRST),FLORENCE WARDS 1-7,19,FLORENCE,T,FLORENCE
UNITED STATES SENATOR,THOMAS LEAGER (AMERICA FIRST),HOMESTEAD,6,FLORENCE,T,HOMESTEAD
UNITED STATES SENATOR,THOMAS LEAGER (AMERICA FIRST),LONG LAKE,2,FLORENCE,T,LONG LAKE
UNITED STATES SENATOR,THOMAS LEAGER (AMERICA FIRST),TIPLER,1,FLORENCE,T,TIPLER
UNITED STATES SENATOR,JOHN SCHIESS (INDEPENDENT),AURORA WARDS 1-3,0,FLORENCE,T,AURORA
UNITED STATES SENATOR,JOHN SCHIESS (INDEPENDENT),COMMONWEALTH WARDS 1-3,0,FLORENCE,T,COMMONWEALTH
UNITED STATES SENATOR,JOHN SCHIESS (INDEPENDENT),FENCE,0,FLORENCE,T,FENCE
UNITED STATES SENATOR,JOHN SCHIESS (INDEPENDENT),FERN,0,FLORENCE,T,FERN
UNITED STATES SENATOR,JOHN SCHIESS (INDEPENDENT),FLORENCE WARDS 1-7,0,FLORENCE,T,FLORENCE
UNITED STATES SENATOR,JOHN SCHIESS (INDEPENDENT),HOMESTEAD,0,FLORENCE,T,HOMESTEAD
UNITED STATES SENATOR,JOHN SCHIESS (INDEPENDENT),LONG LAKE,0,FLORENCE,T,LONG LAKE
UNITED STATES SENATOR,JOHN SCHIESS (INDEPENDENT),TIPLER,0,FLORENCE,T,TIPLER
REPRESENTATIVE IN CONGRESS - DISTRICT 7,KYLE KILBOURN (DEMOCRATIC),AURORA WARDS 1-3,136,FLORENCE,T,AURORA
REPRESENTATIVE IN CONGRESS - DISTRICT 7,KYLE KILBOURN (DEMOCRATIC),COMMONWEALTH WARDS 1-3,60,FLORENCE,T,COMMONWEALTH
REPRESENTATIVE IN CONGRESS - DISTRICT 7,KYLE KILBOURN (DEMOCRATIC),FENCE,22,FLORENCE,T,FENCE
REPRESENTATIVE IN CONGRESS - DISTRICT 7,KYLE KILBOURN (DEMOCRATIC),FERN,24,FLORENCE,T,FERN
REPRESENTATIVE IN CONGRESS - DISTRICT 7,KYLE KILBOURN (DEMOCRATIC),FLORENCE WARDS 1-7,386,FLORENCE,T,FLORENCE
REPRESENTATIVE IN CONGRESS - DISTRICT 7,KYLE KILBOURN (DEMOCRATIC),HOMESTEAD,56,FLORENCE,T,HOMESTEAD
REPRESENTATIVE IN CONGRESS - DISTRICT 7,KYLE KILBOURN (DEMOCRATIC),LONG LAKE,29,FLORENCE,T,LONG LAKE
REPRESENTATIVE IN CONGRESS - DISTRICT 7,KYLE KILBOURN (DEMOCRATIC),TIPLER,18,FLORENCE,T,TIPLER
REPRESENTATIVE IN CONGRESS - DISTRICT 7,TOM TIFFANY (REPUBLICAN),AURORA WARDS 1-3,495,FLORENCE,T,AURORA
REPRESENTATIVE IN CONGRESS - DISTRICT 7,TOM TIFFANY (REPUBLICAN),COMMONWEALTH WARDS 1-3,203,FLORENCE,T,COMMONWEALTH
REPRESENTATIVE IN CONGRESS - DISTRICT 7,TOM TIFFANY (REPUBLICAN),FENCE,111,FLORENCE,T,FENCE
REPRESENTATIVE IN CONGRESS - DISTRICT 7,TOM TIFFANY (REPUBLICAN),FERN,114,FLORENCE,T,FERN
REPRESENTATIVE IN CONGRESS - DISTRICT 7,TOM TIFFANY (REPUBLICAN),FLORENCE WARDS 1-7,1002,FLORENCE,T,FLORENCE
REPRESENTATIVE IN CONGRESS - DISTRICT 7,TOM TIFFANY (REPUBLICAN),HOMESTEAD,221,FLORENCE,T,HOMESTEAD
REPRESENTATIVE IN CONGRESS - DISTRICT 7,TOM TIFFANY (REPUBLICAN),LONG LAKE,103,FLORENCE,T,LONG LAKE
REPRESENTATIVE IN CONGRESS - DISTRICT 7,TOM TIFFANY (REPUBLICAN),TIPLER,96,FLORENCE,T,TIPLER
STATE SENATOR DISTRICT 12,ANDI RICH (DEMOCRATIC),AURORA WARDS 1-3,139,FLORENCE,T,AURORA
STATE SENATOR DISTRICT 12,ANDI RICH (DEMOCRATIC),COMMONWEALTH WARDS 1-3,62,FLORENCE,T,COMMONWEALTH
STATE SENATOR DISTRICT 12,ANDI RICH (DEMOCRATIC),FENCE,22,FLORENCE,T,FENCE
STATE SENATOR DISTRICT 12,ANDI RICH (DEMOCRATIC),FERN,26,FLORENCE,T,FERN
STATE SENATOR DISTRICT 12,ANDI RICH (DEMOCRATIC),FLORENCE WARDS 1-7,396,FLORENCE,T,FLORENCE
STATE SENATOR DISTRICT 12,ANDI RICH (DEMOCRATIC),HOMESTEAD,62,FLORENCE,T,HOMESTEAD
STATE SENATOR DISTRICT 12,ANDI RICH (DEMOCRATIC),LONG LAKE,30,FLORENCE,T,LONG LAKE
STATE SENATOR DISTRICT 12,ANDI RICH (DEMOCRATIC),TIPLER,18,FLORENCE,T,TIPLER
STATE SENATOR DISTRICT 12,MARY FELZKOWSKI (REPUBLICAN),AURORA WARDS 1-3,485,FLORENCE,T,AURORA
STATE SENATOR DISTRICT 12,MARY FELZKOWSKI (REPUBLICAN),COMMONWEALTH WARDS 1-3,200,FLORENCE,T,COMMONWEALTH
STATE SENATOR DISTRICT 12,MARY FELZKOWSKI (REPUBLICAN),FENCE,104,FLORENCE,T,FENCE
STATE SENATOR DISTRICT 12,MARY FELZKOWSKI (REPUBLICAN),FERN,115,FLORENCE,T,FERN
STATE SENATOR DISTRICT 12,MARY FELZKOWSKI (REPUBLICAN),FLORENCE WARDS 1-7,988,FLORENCE,T,FLORENCE
STATE SENATOR DISTRICT 12,MARY FELZKOWSKI (REPUBLICAN),HOMESTEAD,217,FLORENCE,T,HOMESTEAD
STATE SENATOR DISTRICT 12,MARY FELZKOWSKI (REPUBLICAN),LONG LAKE,103,FLORENCE,T,LONG LAKE
STATE SENATOR DISTRICT 12,MARY FELZKOWSKI (REPUBLICAN),TIPLER,97,FLORENCE,T,TIPLER
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 36,BEN MURRAY (DEMOCRATIC),AURORA WARDS 1-3,137,FLORENCE,T,AURORA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 36,BEN MURRAY (DEMOCRATIC),COMMONWEALTH WARDS 1-3,59,FLORENCE,T,COMMONWEALTH
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 36,BEN MURRAY (DEMOCRATIC),FENCE,21,FLORENCE,T,FENCE
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 36,BEN MURRAY (DEMOCRATIC),FERN,23,FLORENCE,T,FERN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 36,BEN MURRAY (DEMOCRATIC),FLORENCE WARDS 1-7,385,FLORENCE,T,FLORENCE
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 36,BEN MURRAY (DEMOCRATIC),HOMESTEAD,60,FLORENCE,T,HOMESTEAD
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 36,BEN MURRAY (DEMOCRATIC),LONG LAKE,28,FLORENCE,T,LONG LAKE
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 36,BEN MURRAY (DEMOCRATIC),TIPLER,20,FLORENCE,T,TIPLER
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 36,JEFFREY L. MURSAU (REPUBLICAN),AURORA WARDS 1-3,495,FLORENCE,T,AURORA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 36,JEFFREY L. MURSAU (REPUBLICAN),COMMONWEALTH WARDS 1-3,207,FLORENCE,T,COMMONWEALTH
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 36,JEFFREY L. MURSAU (REPUBLICAN),FENCE,107,FLORENCE,T,FENCE
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 36,JEFFREY L. MURSAU (REPUBLICAN),FERN,119,FLORENCE,T,FERN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 36,JEFFREY L. MURSAU (REPUBLICAN),FLORENCE WARDS 1-7,1002,FLORENCE,T,FLORENCE
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 36,JEFFREY L. MURSAU (REPUBLICAN),HOMESTEAD,218,FLORENCE,T,HOMESTEAD
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 36,JEFFREY L. MURSAU (REPUBLICAN),LONG LAKE,105,FLORENCE,T,LONG LAKE
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 36,JEFFREY L. MURSAU (REPUBLICAN),TIPLER,95,FLORENCE,T,TIPLER
DISTRICT ATTORNEY,MICHAEL J. SCHOLKE (REPUBLICAN),AURORA WARDS 1-3,564,FLORENCE,T,AURORA
