contest,candidate,votes,reporting_unit,county,ctv,municipality
PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,472,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,0,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER,2,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
PRESIDENT / VICE PRESIDENT,WGN JILL STEIN / RUDOLPH WARE,1,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
PRESIDENT / VICE PRESIDENT,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
PRESIDENT / VICE PRESIDENT,IND CORNEL WEST / MELINA ABDULLAH,0,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
PRESIDENT / VICE PRESIDENT,"IND ROBERT F. KENNEDY, JR. / N.",2,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,1,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
UNITED STATES SENATOR,DEM TAMMY BALDWIN,253,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
UNITED STATES SENATOR,REP ERIC HOVDE,456,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
UNITED STATES SENATOR,IND PHIL ANDERSON,3,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
UNITED STATES SENATOR,IND THOMAS LEAGER,0,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
UNITED STATES SENATOR,WRITE-IN TOTALS,1,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
REPRESENTATIVE IN CONGRESS DISTRICT 7,DEM KYLE KILBOURN,212,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
REPRESENTATIVE IN CONGRESS DISTRICT 7,REP TOM TIFFANY,483,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
REPRESENTATIVE IN CONGRESS DISTRICT 7,WRITE-IN TOTALS,1,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 87,DEM WILLIAM SWITALLA,233,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 87,REP BRENT JACOBSON,470,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 87,WRITE-IN TOTALS,1,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
DISTRICT ATTORNEY,REP KYLE R. MAYO,505,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
DISTRICT ATTORNEY,WRITE-IN TOTALS,8,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
COUNTY CLERK,REP KIM TRUEBLOOD,587,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
COUNTY CLERK,WRITE-IN TOTALS,10,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
COUNTY TREASURER,REP CONNIE BEYERSDORFF,571,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
COUNTY TREASURER,WRITE-IN TOTALS,10,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
REGISTER OF DEEDS,REP JENNIFER LEMMER,568,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
REGISTER OF DEEDS,WRITE-IN TOTALS,10,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
QUESTION 1: ELIGIBILITY TO VOTE,YES,559,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
QUESTION 1: ELIGIBILITY TO VOTE,NO,124,BEVENT T WDS 1 & 2,MARATHON,T,BEVENT
PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,50,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,234,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,0,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER,0,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
PRESIDENT / VICE PRESIDENT,WGN JILL STEIN / RUDOLPH WARE,0,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
PRESIDENT / VICE PRESIDENT,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
PRESIDENT / VICE PRESIDENT,IND CORNEL WEST / MELINA ABDULLAH,0,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
PRESIDENT / VICE PRESIDENT,"IND ROBERT F. KENNEDY, JR. / N.",0,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,0,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
UNITED STATES SENATOR,DEM TAMMY BALDWIN,57,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
UNITED STATES SENATOR,REP ERIC HOVDE,215,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
UNITED STATES SENATOR,IND PHIL ANDERSON,5,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
UNITED STATES SENATOR,IND THOMAS LEAGER,5,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
UNITED STATES SENATOR,WRITE-IN TOTALS,0,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
REPRESENTATIVE IN CONGRESS DISTRICT 7,DEM KYLE KILBOURN,46,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
REPRESENTATIVE IN CONGRESS DISTRICT 7,REP TOM TIFFANY,227,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
REPRESENTATIVE IN CONGRESS DISTRICT 7,WRITE-IN TOTALS,0,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 69,DEM ROGER HALLS,44,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 69,REP KAREN HURD,226,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 69,IND JOSHUA STEVEN KELLEY,8,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 69,WRITE-IN TOTALS,0,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
DISTRICT ATTORNEY,REP KYLE R. MAYO,212,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
DISTRICT ATTORNEY,WRITE-IN TOTALS,0,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
COUNTY CLERK,REP KIM TRUEBLOOD,253,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
COUNTY CLERK,WRITE-IN TOTALS,1,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
COUNTY TREASURER,REP CONNIE BEYERSDORFF,256,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
COUNTY TREASURER,WRITE-IN TOTALS,0,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
REGISTER OF DEEDS,REP JENNIFER LEMMER,250,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
REGISTER OF DEEDS,WRITE-IN TOTALS,0,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
QUESTION 1: ELIGIBILITY TO VOTE,YES,240,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
QUESTION 1: ELIGIBILITY TO VOTE,NO,30,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
COLBY SCHOOL DISTRICT REFERENDUM I,YES,50,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
COLBY SCHOOL DISTRICT REFERENDUM I,NO,40,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
COLBY SCHOOL DISTRICT REFERENDUM II,YES,50,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
COLBY SCHOOL DISTRICT REFERENDUM II,NO,39,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
TOWN OF BRIGHTON REFERENDUM,YES,187,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
TOWN OF BRIGHTON REFERENDUM,NO,87,BRIGHTON T WDS 1 & 2,MARATHON,T,BRIGHTON
PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,195,CASSEL T WD 1,MARATHON,T,CASSEL
PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,425,CASSEL T WD 1,MARATHON,T,CASSEL
PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,0,CASSEL T WD 1,MARATHON,T,CASSEL
PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER,4,CASSEL T WD 1,MARATHON,T,CASSEL
PRESIDENT / VICE PRESIDENT,WGN JILL STEIN / RUDOLPH WARE,0,CASSEL T WD 1,MARATHON,T,CASSEL
PRESIDENT / VICE PRESIDENT,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,CASSEL T WD 1,MARATHON,T,CASSEL
PRESIDENT / VICE PRESIDENT,IND CORNEL WEST / MELINA ABDULLAH,0,CASSEL T WD 1,MARATHON,T,CASSEL
PRESIDENT / VICE PRESIDENT,"IND ROBERT F. KENNEDY, JR. / N.",0,CASSEL T WD 1,MARATHON,T,CASSEL
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,0,CASSEL T WD 1,MARATHON,T,CASSEL
UNITED STATES SENATOR,DEM TAMMY BALDWIN,200,CASSEL T WD 1,MARATHON,T,CASSEL
UNITED STATES SENATOR,REP ERIC HOVDE,413,CASSEL T WD 1,MARATHON,T,CASSEL
UNITED STATES SENATOR,IND PHIL ANDERSON,4,CASSEL T WD 1,MARATHON,T,CASSEL
UNITED STATES SENATOR,IND THOMAS LEAGER,0,CASSEL T WD 1,MARATHON,T,CASSEL
UNITED STATES SENATOR,WRITE-IN TOTALS,0,CASSEL T WD 1,MARATHON,T,CASSEL
REPRESENTATIVE IN CONGRESS DISTRICT 7,DEM KYLE KILBOURN,164,CASSEL T WD 1,MARATHON,T,CASSEL
REPRESENTATIVE IN CONGRESS DISTRICT 7,REP TOM TIFFANY,443,CASSEL T WD 1,MARATHON,T,CASSEL
REPRESENTATIVE IN CONGRESS DISTRICT 7,WRITE-IN TOTALS,0,CASSEL T WD 1,MARATHON,T,CASSEL
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 86,DEM JOHN H. SMALL,172,CASSEL T WD 1,MARATHON,T,CASSEL
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 86,REP JOHN SPIROS,439,CASSEL T WD 1,MARATHON,T,CASSEL
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 86,WRITE-IN TOTALS,1,CASSEL T WD 1,MARATHON,T,CASSEL
DISTRICT ATTORNEY,REP KYLE R. MAYO,466,CASSEL T WD 1,MARATHON,T,CASSEL
DISTRICT ATTORNEY,WRITE-IN TOTALS,3,CASSEL T WD 1,MARATHON,T,CASSEL
COUNTY CLERK,REP KIM TRUEBLOOD,544,CASSEL T WD 1,MARATHON,T,CASSEL
COUNTY CLERK,WRITE-IN TOTALS,2,CASSEL T WD 1,MARATHON,T,CASSEL
COUNTY TREASURER,REP CONNIE BEYERSDORFF,533,CASSEL T WD 1,MARATHON,T,CASSEL
COUNTY TREASURER,WRITE-IN TOTALS,3,CASSEL T WD 1,MARATHON,T,CASSEL
REGISTER OF DEEDS,REP JENNIFER LEMMER,542,CASSEL T WD 1,MARATHON,T,CASSEL
REGISTER OF DEEDS,WRITE-IN TOTALS,2,CASSEL T WD 1,MARATHON,T,CASSEL
QUESTION 1: ELIGIBILITY TO VOTE,YES,527,CASSEL T WD 1,MARATHON,T,CASSEL
QUESTION 1: ELIGIBILITY TO VOTE,NO,81,CASSEL T WD 1,MARATHON,T,CASSEL
MARATHON CITY SCHOOL DISTRICT REFERENDUM,YES,196,CASSEL T WD 1,MARATHON,T,CASSEL
MARATHON CITY SCHOOL DISTRICT REFERENDUM,NO,170,CASSEL T WD 1,MARATHON,T,CASSEL
PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,226,CLEVELAND T WDS 1 & 2,MARATHON,T,CLEVELAND
PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,701,CLEVELAND T WDS 1 & 2,MARATHON,T,CLEVELAND
PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,0,CLEVELAND T WDS 1 & 2,MARATHON,T,CLEVELAND
PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER,2,CLEVELAND T WDS 1 & 2,MARATHON,T,CLEVELAND
PRESIDENT / VICE PRESIDENT,WGN JILL STEIN / RUDOLPH WARE,4,CLEVELAND T WDS 1 & 2,MARATHON,T,CLEVELAND
PRESIDENT / VICE PRESIDENT,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,CLEVELAND T WDS 1 & 2,MARATHON,T,CLEVELAND
PRESIDENT / VICE PRESIDENT,IND CORNEL WEST / MELINA ABDULLAH,0,CLEVELAND T WDS 1 & 2,MARATHON,T,CLEVELAND
PRESIDENT / VICE PRESIDENT,"IND ROBERT F. KENNEDY, JR. / N.",5,CLEVELAND T WDS 1 & 2,MARATHON,T,CLEVELAND
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,3,CLEVELAND T WDS 1 & 2,MARATHON,T,CLEVELAND
UNITED STATES SENATOR,DEM TAMMY BALDWIN,242,CLEVELAND T WDS 1 & 2,MARATHON,T,CLEVELAND
UNITED STATES SENATOR,REP ERIC HOVDE,679,CLEVELAND T WDS 1 & 2,MARATHON,T,CLEVELAND
UNITED STATES SENATOR,IND PHIL ANDERSON,10,CLEVELAND T WDS 1 & 2,MARATHON,T,CLEVELAND
UNITED STATES SENATOR,IND THOMAS LEAGER,7,CLEVELAND T WDS 1 & 2,MARATHON,T,CLEVELAND
UNITED STATES SENATOR,WRITE-IN TOTALS,3,CLEVELAND T WDS 1 & 2,MARATHON,T,CLEVELAND
REPRESENTATIVE IN CONGRESS DISTRICT 7,DEM KYLE KILBOURN,202,CLEVELAND T WDS 1 & 2,MARATHON,T,CLEVELAND
REPRESENTATIVE IN CONGRESS DISTRICT 7,REP TOM TIFFANY,731,CLEVELAND T WDS 1 & 2,MARATHON,T,CLEVELAND
REPRESENTATIVE IN CONGRESS DISTRICT 7,WRITE-IN TOTALS,0,CLEVELAND T WDS 1 & 2,MARATHON,T,CLEVELAND
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 86,DEM JOHN H. SMALL,196,CLEVELAND T WDS 1 & 2,MARATHON,T,CLEVELAND
